Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Changi,1989,3,1,6,—,—,—,26.3,32.1,23.7,6,41
Changi,1989,3,2,4.5,—,—,—,26.2,32,23.6,4.5,33.1
Changi,1989,3,3,0,—,—,—,26.5,31.5,23.8,5,38.9
Changi,1989,3,4,14.8,—,—,—,26.1,31.1,23.4,4.7,40
Changi,1989,3,5,0,—,—,—,26.2,30.9,24.5,3.1,41.8
Changi,1989,3,6,11.4,—,—,—,25,27.5,22.8,3.2,39.2
Changi,1989,3,7,24.5,—,—,—,25.6,29.9,23,10.7,53.6
Changi,1989,3,8,63.5,—,—,—,25.7,30.2,22.6,11.8,44.3
Changi,1989,3,9,14.4,—,—,—,25.8,29.9,22.9,14.6,68.4
Changi,1989,3,10,0,—,—,—,26.6,29.7,24.6,17.8,52.6
Changi,1989,3,11,0.1,—,—,—,26.6,30.7,23.7,12.7,44.6
Changi,1989,3,12,0.3,—,—,—,26.6,31.5,22.9,9,35.6
Changi,1989,3,13,29.3,—,—,—,26.2,30,24.1,7.1,41.8
Changi,1989,3,14,0,—,—,—,26.6,31.2,24.4,7.7,38.2
Changi,1989,3,15,0,—,—,—,27.1,31.5,24.5,6.7,26.3
Changi,1989,3,16,0,—,—,—,27.3,32.5,24.7,5.6,33.8
Changi,1989,3,17,0,—,—,—,26.7,32.1,24.4,4,36.4
Changi,1989,3,18,37.2,—,—,—,25.8,31.9,23.3,3.6,41
Changi,1989,3,19,3,—,—,—,26,32.4,23.8,4.4,39.2
Changi,1989,3,20,5.7,—,—,—,25.6,31.1,23.9,3.5,25.9
Changi,1989,3,21,7.4,—,—,—,25.9,30.9,22.8,4.9,46.4
Changi,1989,3,22,14.8,—,—,—,26.5,32.1,24,3,26.3
Changi,1989,3,23,1.5,—,—,—,26,30,24.2,2.6,25.9
Changi,1989,3,24,0,—,—,—,27.3,31.6,24.8,6.1,40.3
Changi,1989,3,25,4.7,—,—,—,27.1,31.1,25.2,6,42.1
Changi,1989,3,26,0,—,—,—,26.7,31.4,24.3,3.4,47.9
Changi,1989,3,27,0.5,—,—,—,26.8,30.7,24.2,7.2,40
Changi,1989,3,28,2.5,—,—,—,26.4,30.1,23.9,5.9,33.1
Changi,1989,3,29,1.7,—,—,—,26.8,31.6,24.5,9,44.3
Changi,1989,3,30,3.9,—,—,—,26.7,31.4,24.4,6.6,45.4
Changi,1989,3,31,54.2,—,—,—,25.8,30.8,23,4.8,36.7
