Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Changi,1987,10,1,0,—,—,—,28.8,32.5,25.2,10.4,31
Changi,1987,10,2,1.5,—,—,—,26.8,31.6,24.5,5.1,54.7
Changi,1987,10,3,0.8,—,—,—,25.9,30.6,24.2,10.5,55.4
Changi,1987,10,4,0,—,—,—,27.5,32.3,23.5,8.2,45.7
Changi,1987,10,5,0,—,—,—,28.5,31.9,26.6,9.4,43.2
Changi,1987,10,6,0,—,—,—,28.8,33.2,25.5,8.7,36.7
Changi,1987,10,7,0,—,—,—,28.5,33.5,25.6,7.6,41
Changi,1987,10,8,0,—,—,—,28.7,32.7,26.4,8.9,32
Changi,1987,10,9,0,—,—,—,28.2,32.7,25.5,6.1,38.5
Changi,1987,10,10,0,—,—,—,28,32.1,25.7,5.8,40
Changi,1987,10,11,0,—,—,—,28.1,33.6,25,3.8,31.7
Changi,1987,10,12,0,—,—,—,28.4,32.6,25.7,7.3,44.3
Changi,1987,10,13,0,—,—,—,28.4,32.7,26.3,8.4,44.3
Changi,1987,10,14,0.5,—,—,—,27.2,32,25.4,5.2,40.3
Changi,1987,10,15,1.1,—,—,—,27.2,32.7,25,4.1,34.6
Changi,1987,10,16,0,—,—,—,27.8,32.1,25,4.2,29.2
Changi,1987,10,17,0,—,—,—,28.3,32.4,25,7,34.2
Changi,1987,10,18,0,—,—,—,28.5,32.3,25.7,5.9,37.4
Changi,1987,10,19,0,—,—,—,28.9,33.6,25.4,7.5,30.2
Changi,1987,10,20,0,—,—,—,27.9,33,25.8,5,38.9
Changi,1987,10,21,1.4,—,—,—,27,32,25,2.3,27.4
Changi,1987,10,22,0,—,—,—,27.7,33.7,24.9,3.5,36.7
Changi,1987,10,23,0,—,—,—,28.2,33.6,25,4.9,36
Changi,1987,10,24,2.4,—,—,—,28,32.9,25.4,3.9,36.4
Changi,1987,10,25,0,—,—,—,28.5,33.5,25.1,4.1,27
Changi,1987,10,26,0,—,—,—,28,33.7,25.9,2.8,31
Changi,1987,10,27,5,—,—,—,28.2,33.4,25.5,4.8,29.2
Changi,1987,10,28,4,—,—,—,26.6,30.4,24.9,2.5,24.1
Changi,1987,10,29,5.9,—,—,—,25.4,28.7,23.9,2.8,40.3
Changi,1987,10,30,0,—,—,—,27.8,32.2,24.5,6.3,33.1
Changi,1987,10,31,0,—,—,—,27.9,33.1,25,4.3,31.7
