Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Changi,1984,1,1,0,—,—,—,26.9,31.7,23.8,11.9,46.1
Changi,1984,1,2,0,—,—,—,25.8,30.5,22.9,10.8,45
Changi,1984,1,3,0,—,—,—,25,27.5,23.3,5.9,39.2
Changi,1984,1,4,1.2,—,—,—,25.2,28.7,23,9.9,52.2
Changi,1984,1,5,2.8,—,—,—,25.7,30,22.7,14,52.2
Changi,1984,1,6,1.1,—,—,—,26.3,30.1,24,14.5,53.6
Changi,1984,1,7,3.4,—,—,—,26,29.2,23.6,15.3,52.6
Changi,1984,1,8,2.5,—,—,—,25.5,28.1,23.8,18.1,64.1
Changi,1984,1,9,1.6,—,—,—,25.4,27.2,23.8,14.7,43.6
Changi,1984,1,10,1.9,—,—,—,25.3,29.3,23.5,10.6,50.4
Changi,1984,1,11,45.9,—,—,—,25,26.9,22.4,9,31
Changi,1984,1,12,0,—,—,—,25.4,28.4,22.4,12,37.8
Changi,1984,1,13,0,—,—,—,26.2,30.3,23.3,10.4,32.8
Changi,1984,1,14,0,—,—,—,26.1,30.6,23.1,11.2,37.8
Changi,1984,1,15,0,—,—,—,26.2,30.5,23,10.9,32.8
Changi,1984,1,16,0,—,—,—,26,29.7,23.6,10.7,37.4
Changi,1984,1,17,0,—,—,—,26.5,31,23,12.6,40
Changi,1984,1,18,0,—,—,—,26.2,30.1,23.6,8.4,39.6
Changi,1984,1,19,0,—,—,—,26.6,31.5,23,10.2,38.9
Changi,1984,1,20,6.2,—,—,—,26.2,30.9,23.7,7.9,36.4
Changi,1984,1,21,0,—,—,—,25.6,29.6,22,5.7,36
Changi,1984,1,22,0,—,—,—,26.4,31,23.5,6.7,30.6
Changi,1984,1,23,14.2,—,—,—,25.9,31.4,23.5,6.6,35.6
Changi,1984,1,24,3.7,—,—,—,24.8,31.2,23,5.9,24.1
Changi,1984,1,25,62.3,—,—,—,23.9,29,22.3,4.7,28.4
Changi,1984,1,26,13.2,—,—,—,24.6,29.2,22.2,8.7,40.3
Changi,1984,1,27,15.9,—,—,—,24.4,27.2,21.4,7.1,40.3
Changi,1984,1,28,5.5,—,—,—,24.2,27.6,21.2,6.1,37.4
Changi,1984,1,29,20.1,—,—,—,23.2,24.1,21.8,2.8,26.3
Changi,1984,1,30,1.9,—,—,—,24.5,29.8,21.4,4.3,30.2
Changi,1984,1,31,47.8,—,—,—,25.8,31.2,23.2,10.6,43.6
