Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Changi,2010,9,1,0,—,—,—,29.2,32.8,26,7.9,30.2
Changi,2010,9,2,0,—,—,—,29,32.4,25.9,9.5,34.6
Changi,2010,9,3,0,—,—,—,28.8,30.8,27,8.6,29.2
Changi,2010,9,4,28,—,—,—,28.9,32.3,25.7,6.1,22
Changi,2010,9,5,7.2,—,—,—,26.5,29.1,22.6,6.8,31.7
Changi,2010,9,6,6.1,—,—,—,26.9,31.1,22.9,6.7,35.3
Changi,2010,9,7,0,—,—,—,27.7,32.4,23.4,7.1,25.2
Changi,2010,9,8,6.5,—,—,—,26.7,30.8,24,5.6,33.1
Changi,2010,9,9,0,—,—,—,28.8,32.7,25.8,9.8,29.5
Changi,2010,9,10,2.2,—,—,—,27.2,30.8,24.6,8.7,34.9
Changi,2010,9,11,0,—,—,—,28.3,32,24.1,7.8,22.7
Changi,2010,9,12,0,—,—,—,29,32.2,26.4,9.4,33.8
Changi,2010,9,13,1.1,—,—,—,29,32.8,25.7,9.7,29.2
Changi,2010,9,14,0,—,—,—,29.6,33.2,27,12,36.4
Changi,2010,9,15,13.8,—,—,—,27.7,31.5,23.5,6.6,50.8
Changi,2010,9,16,0,—,—,—,28.1,31.5,24.8,7.8,26.3
Changi,2010,9,17,11.3,—,—,—,26.7,29.4,23.7,5.2,30.6
Changi,2010,9,18,0,—,—,—,28.6,32.2,24.9,8.7,27.4
Changi,2010,9,19,0,—,—,—,29,32.5,25.5,8.5,25.6
Changi,2010,9,20,0,—,—,—,28.3,33.1,26.1,8,51.5
Changi,2010,9,21,0,—,—,—,28.4,32.2,24.8,8,28.8
Changi,2010,9,22,0,—,—,—,28.3,32.7,25.7,5.6,30.2
Changi,2010,9,23,2,—,—,—,27.5,31.6,25.2,5.5,25.6
Changi,2010,9,24,4.2,—,—,—,27.2,31.4,24.5,5.7,33.8
Changi,2010,9,25,8,—,—,—,27,29.6,24.7,5.4,23.4
Changi,2010,9,26,0,—,—,—,28.4,32.5,24.8,5.9,31
Changi,2010,9,27,5.9,—,—,—,27,32.6,24.3,6,45
Changi,2010,9,28,0,—,—,—,27.6,31.6,24.5,6.1,40.3
Changi,2010,9,29,0,—,—,—,28.5,32.9,25.3,7.6,43.2
Changi,2010,9,30,25.2,—,—,—,26.9,30.6,24.1,5.3,36
