Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Changi,1997,6,1,0,—,—,—,30.8,34.7,28.3,14.8,36
Changi,1997,6,2,0,—,—,—,30.4,34.4,27.2,10,32.8
Changi,1997,6,3,0,—,—,—,30.5,34.3,27.5,14.4,34.9
Changi,1997,6,4,25,—,—,—,29.3,32.3,25,9.8,43.9
Changi,1997,6,5,0.8,—,—,—,29.8,33.6,25.9,8.7,43.2
Changi,1997,6,6,0,—,—,—,29.7,33.9,26.5,9.6,32.8
Changi,1997,6,7,0,—,—,—,29.7,33.2,27.1,10.4,31.3
Changi,1997,6,8,0,—,—,—,28.4,33.7,25.7,9.1,45.4
Changi,1997,6,9,0,—,—,—,28.9,32.9,26.3,8.5,43.6
Changi,1997,6,10,0,—,—,—,29,33.7,25.5,6.4,28.1
Changi,1997,6,11,8.1,—,—,—,27.9,31.8,24.2,4.1,34.2
Changi,1997,6,12,0,—,—,—,28.7,33.8,25,6.6,38.9
Changi,1997,6,13,0,—,—,—,29,33.7,25.5,7.8,30.6
Changi,1997,6,14,0,—,—,—,29.5,33.4,25.5,9.5,34.2
Changi,1997,6,15,0,—,—,—,30.1,33.8,27.6,13.4,32.8
Changi,1997,6,16,1.3,—,—,—,29.7,34.3,27,11.8,49
Changi,1997,6,17,10.2,—,—,—,29.2,33.9,23.6,11.1,46.8
Changi,1997,6,18,0,—,—,—,29.3,32.8,26.3,6.2,32.4
Changi,1997,6,19,0,—,—,—,29.9,33.7,26.6,7.8,25.6
Changi,1997,6,20,0,—,—,—,29.6,33.3,26.5,5.8,32.4
Changi,1997,6,21,0.5,—,—,—,28.7,32.2,26,4.8,32
Changi,1997,6,22,2,—,—,—,28.8,33.5,25,7.9,45.4
Changi,1997,6,23,0.5,—,—,—,28.5,32.6,25.4,7.1,28.1
Changi,1997,6,24,0,—,—,—,29.8,33.7,26.2,11.7,33.8
Changi,1997,6,25,2.8,—,—,—,29.2,31.6,27,11.1,35.3
Changi,1997,6,26,16.1,—,—,—,28.4,32.4,24.7,11,52.2
Changi,1997,6,27,0,—,—,—,29.7,33,26.9,16.9,42.5
Changi,1997,6,28,0,—,—,—,29.1,32.8,26.8,13.5,33.5
Changi,1997,6,29,8.6,—,—,—,29.4,33.6,26.5,17.1,48.6
Changi,1997,6,30,3,—,—,—,27,28.6,23.7,8.5,40
