Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Changi,2005,5,1,3.2,—,—,—,28.8,35.4,26.3,4.9,37.1
Changi,2005,5,2,0,—,—,—,29.7,34.2,26.4,5.9,24.5
Changi,2005,5,3,0,—,—,—,30.1,35,26.4,5.4,31.3
Changi,2005,5,4,0,—,—,—,29.9,35.3,26.5,4.3,31.7
Changi,2005,5,5,15,—,—,—,28.3,33,25.2,2.4,25.6
Changi,2005,5,6,51.8,—,—,—,27.2,33,24.3,1.3,36.7
Changi,2005,5,7,10.5,—,—,—,29.1,33.3,26.6,4.8,32
Changi,2005,5,8,12.5,—,—,—,26.7,29,24.6,4.1,46.4
Changi,2005,5,9,0,—,—,—,29.1,33.2,25,4.6,23.8
Changi,2005,5,10,58.7,—,—,—,27.5,30.7,23.6,5.1,38.5
Changi,2005,5,11,27.8,—,—,—,29.6,33,26.9,7.1,26.3
Changi,2005,5,12,1,—,—,—,26.9,29.3,22.6,5,52.2
Changi,2005,5,13,0,—,—,—,30,33.3,26.6,5.9,28.8
Changi,2005,5,14,43.7,—,—,—,29.3,32.6,23.9,4.9,35.3
Changi,2005,5,15,0.6,—,—,—,28,31.3,24.3,5.1,24.8
Changi,2005,5,16,0.7,—,—,—,27.9,31.5,24.5,2.8,43.2
Changi,2005,5,17,9.4,—,—,—,27.1,31.7,24.8,4.5,40.7
Changi,2005,5,18,1.5,—,—,—,29,32.4,26.2,7.3,36
Changi,2005,5,19,28.8,—,—,—,28.1,31.6,24.2,7.4,34.2
Changi,2005,5,20,0,—,—,—,28.1,32.5,25,6.3,33.1
Changi,2005,5,21,3.4,—,—,—,28,32.5,24.8,7,32.8
Changi,2005,5,22,0,—,—,—,28.3,31.9,25,7.4,29.5
Changi,2005,5,23,2.8,—,—,—,29.5,33.1,27.8,9.6,36
Changi,2005,5,24,22,—,—,—,28.4,33,25,4.4,34.2
Changi,2005,5,25,18,—,—,—,27.2,30.7,23.3,6,23.8
Changi,2005,5,26,0,—,—,—,28,30.9,24.1,5.2,34.9
Changi,2005,5,27,0.5,—,—,—,28.9,31.4,26.3,6.8,42.1
Changi,2005,5,28,0,—,—,—,29.5,32.7,26.6,9.2,29.5
Changi,2005,5,29,19.2,—,—,—,27.6,32.5,23.7,7.4,45
Changi,2005,5,30,0,—,—,—,28.6,32.5,25.2,4.4,20.9
Changi,2005,5,31,0,—,—,—,29.3,32.9,26.5,4.8,31
