Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Changi,2009,6,1,0,—,—,—,29.8,33.2,26.8,4.2,21.2
Changi,2009,6,2,0,—,—,—,30,33.5,27.2,4.2,23.8
Changi,2009,6,3,2.5,—,—,—,28.3,31.4,24.8,11,39.2
Changi,2009,6,4,0,—,—,—,28.5,31.3,24.7,11.1,32.4
Changi,2009,6,5,0,—,—,—,30,33,27.1,6.6,23.8
Changi,2009,6,6,0,—,—,—,30,33.7,26.6,5.1,25.2
Changi,2009,6,7,0.3,—,—,—,28.5,32.9,26.5,2.9,37.4
Changi,2009,6,8,0,—,—,—,29.2,32.7,25.5,7.5,32
Changi,2009,6,9,0,—,—,—,30,33.4,27,4.5,25.2
Changi,2009,6,10,0,—,—,—,30.5,33.5,27.6,4.8,27.4
Changi,2009,6,11,0,—,—,—,30.3,33.7,27.4,5.6,24.5
Changi,2009,6,12,0,—,—,—,29.8,33.7,27.1,4.8,28.8
Changi,2009,6,13,0,—,—,—,28.3,32.2,24.6,7.3,56.5
Changi,2009,6,14,5.8,—,—,—,28.4,31.5,25.1,6.4,39.6
Changi,2009,6,15,5,—,—,—,28.9,32.8,26.3,8.8,34.2
Changi,2009,6,16,0,—,—,—,28.7,31.1,24,10.4,32.4
Changi,2009,6,17,0,—,—,—,30.2,33.7,27.8,7.1,32.8
Changi,2009,6,18,0,—,—,—,30.4,33.5,27.6,7.1,27
Changi,2009,6,19,0,—,—,—,29.7,33,27.7,5.8,46.8
Changi,2009,6,20,0,—,—,—,29.7,33.3,27.4,4.5,23
Changi,2009,6,21,0,—,—,—,29.8,33.2,27.2,4.1,34.2
Changi,2009,6,22,0,—,—,—,28.9,31.2,26.4,4.7,24.5
Changi,2009,6,23,0,—,—,—,29.1,33.6,26.1,5,30.2
Changi,2009,6,24,2.1,—,—,—,26.5,28.2,24.8,6.9,31.7
Changi,2009,6,25,0,—,—,—,28.6,32.6,25.1,4.9,22.7
Changi,2009,6,26,0.3,—,—,—,28.9,32.9,26.3,4,29.5
Changi,2009,6,27,3,—,—,—,28,31,25.3,5.5,40.3
Changi,2009,6,28,0,—,—,—,28.8,33.4,25.4,4.3,35.3
Changi,2009,6,29,2.8,—,—,—,27.4,32.8,24.8,6.4,36.7
Changi,2009,6,30,0,—,—,—,28.7,33.1,24.7,6.3,22.3
