Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Changi,2004,9,1,10.7,—,—,—,28.5,32.1,23.4,14.7,46.8
Changi,2004,9,2,0,—,—,—,28.8,32.3,26.6,15.3,43.2
Changi,2004,9,3,0,—,—,—,29.2,32,26.8,10.1,28.8
Changi,2004,9,4,0,—,—,—,29,32.3,26,8,28.8
Changi,2004,9,5,6.1,—,—,—,27.4,31.4,24.7,8.1,43.2
Changi,2004,9,6,0.8,—,—,—,27,31.6,24.2,8.9,31.3
Changi,2004,9,7,0,—,—,—,27.5,32.3,23.5,8.2,28.8
Changi,2004,9,8,0,—,—,—,28.6,32.6,24.8,10.7,36
Changi,2004,9,9,0,—,—,—,28.6,31.7,26,13.3,34.2
Changi,2004,9,10,1.8,—,—,—,28.8,33.1,26.3,12.9,43.9
Changi,2004,9,11,0,—,—,—,28.6,32.2,26.4,10.6,36.7
Changi,2004,9,12,0,—,—,—,28.2,32.3,25.7,9.2,50.4
Changi,2004,9,13,0,—,—,—,28.5,31.8,25.5,12.5,37.8
Changi,2004,9,14,25.9,—,—,—,27.2,31,24.4,5.8,36.4
Changi,2004,9,15,0,—,—,—,26.9,31.7,25.4,4.1,36.7
Changi,2004,9,16,4.5,—,—,—,25.7,29,24.4,2.8,36
Changi,2004,9,17,0,—,—,—,27.5,31.5,24.6,4.9,38.2
Changi,2004,9,18,0,—,—,—,28.3,32.3,25.2,8.1,31.7
Changi,2004,9,19,24.7,—,—,—,27.6,32.5,23.9,8.8,54
Changi,2004,9,20,0,—,—,—,27.7,31.5,24.4,7.6,23.4
Changi,2004,9,21,29.1,—,—,—,26.7,32,24,4.4,27.4
Changi,2004,9,22,0,—,—,—,27.6,32,24,7.4,31
Changi,2004,9,23,0,—,—,—,28.5,32.5,25,5.5,25.6
Changi,2004,9,24,15.7,—,—,—,27.9,32.1,25.2,3.4,27
Changi,2004,9,25,1.1,—,—,—,27.7,32.3,25.3,3.7,29.5
Changi,2004,9,26,0.9,—,—,—,27.4,32,24.9,4.8,30.6
Changi,2004,9,27,0,—,—,—,28,31.4,24.9,4.8,25.2
Changi,2004,9,28,0.2,—,—,—,28,32.7,25.7,4.7,38.5
Changi,2004,9,29,6.4,—,—,—,26.4,28.3,25.3,3.5,25.9
Changi,2004,9,30,1,—,—,—,26.1,27.7,24.9,4.9,27.4
