Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Changi,2008,7,1,0.8,—,—,—,27.5,30.6,25.6,6.1,26.6
Changi,2008,7,2,0,—,—,—,29,32,26.3,11.9,34.2
Changi,2008,7,3,0,—,—,—,29.1,32.7,26.5,8.5,32.4
Changi,2008,7,4,0,—,—,—,27.6,29.5,23.5,5.1,23.4
Changi,2008,7,5,0,—,—,—,28.5,32.5,26.6,7.7,37.1
Changi,2008,7,6,0,—,—,—,28.9,31.8,27.2,11.2,30.6
Changi,2008,7,7,0.1,—,—,—,27.9,29.9,26.1,8.9,28.4
Changi,2008,7,8,17.2,—,—,—,27.3,30.1,25.1,5.3,27.7
Changi,2008,7,9,0,—,—,—,27.2,29.2,23.2,3.7,43.2
Changi,2008,7,10,3.2,—,—,—,27.6,31,25,5,32.8
Changi,2008,7,11,0,—,—,—,27.2,30.7,24.4,6.2,28.8
Changi,2008,7,12,0,—,—,—,27.7,31.2,24.9,7.4,32.8
Changi,2008,7,13,0.2,—,—,—,29,32.2,26.7,12.6,34.2
Changi,2008,7,14,7,—,—,—,27.6,30.8,24.7,4.9,23
Changi,2008,7,15,6.4,—,—,—,26.9,29,25,2.4,25.2
Changi,2008,7,16,0,—,—,—,28.2,31.4,25,9.3,34.2
Changi,2008,7,17,1,—,—,—,28.4,31.7,26.3,12.6,34.2
Changi,2008,7,18,0.2,—,—,—,27.9,30.5,26.2,7.6,27
Changi,2008,7,19,16.2,—,—,—,27.2,31.1,23.9,7.6,37.8
Changi,2008,7,20,0.6,—,—,—,27.1,31.4,24.1,5.2,39.6
Changi,2008,7,21,23.5,—,—,—,25.9,28.2,23.2,1.4,18
Changi,2008,7,22,1.4,—,—,—,27.4,31.1,24.1,5.2,23.8
Changi,2008,7,23,4.1,—,—,—,26.2,28.4,22.7,5.1,43.2
Changi,2008,7,24,5.6,—,—,—,27.7,31,25.1,8.6,30.6
Changi,2008,7,25,1.6,—,—,—,25.7,27.2,24.1,2.4,28.8
Changi,2008,7,26,0,—,—,—,27.1,29.9,24.3,6.1,22
Changi,2008,7,27,0,—,—,—,27.7,31,25.3,3.9,25.2
Changi,2008,7,28,0,—,—,—,28.5,31.9,25.6,4.9,23.4
Changi,2008,7,29,0,—,—,—,28.7,32.1,25.7,7.7,27
Changi,2008,7,30,0,—,—,—,29.1,32.2,26.5,10.8,26.3
Changi,2008,7,31,0,—,—,—,28.9,32.3,26.3,13.6,30.6
