Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Changi,1997,11,1,0,—,—,—,28.6,32.5,25.6,2.9,24.5
Changi,1997,11,2,0,—,—,—,27.8,31.1,24.5,3.1,17.6
Changi,1997,11,3,2.9,—,—,—,28.7,32.1,25.9,4.8,37.4
Changi,1997,11,4,0,—,—,—,29,32.6,26.9,4,27.7
Changi,1997,11,5,4.2,—,—,—,27.6,30.6,25,2.1,34.6
Changi,1997,11,6,0,—,—,—,28,32.5,25.2,3,26.6
Changi,1997,11,7,0,—,—,—,28.6,33.7,24.9,3.3,23.8
Changi,1997,11,8,0,—,—,—,28.5,33.7,25,3.5,23.4
Changi,1997,11,9,6.1,—,—,—,27.9,33.3,24.3,5.2,30.6
Changi,1997,11,10,8.1,—,—,—,27.2,32.1,25,2.4,30.6
Changi,1997,11,11,0,—,—,—,27.4,31.4,24.9,1.7,26.6
Changi,1997,11,12,1.3,—,—,—,27.2,31.7,24.7,4,41.8
Changi,1997,11,13,7.6,—,—,—,27.5,31.9,24.7,2.5,26.3
Changi,1997,11,14,8.4,—,—,—,27.6,32.7,25.1,2.9,28.8
Changi,1997,11,15,0,—,—,—,28.1,32.8,25.2,3,28.8
Changi,1997,11,16,53.6,—,—,—,27.1,30.7,23.8,2.7,48.6
Changi,1997,11,17,32.6,—,—,—,26.3,30.1,23.7,1.8,41
Changi,1997,11,18,6.4,—,—,—,26.6,31.4,23.6,3,36.4
Changi,1997,11,19,0,—,—,—,26.9,31,24.3,3,24.5
Changi,1997,11,20,5.6,—,—,—,27.3,31,24.5,4.5,29.9
Changi,1997,11,21,2.6,—,—,—,27.4,31.3,24.9,2.1,18.4
Changi,1997,11,22,0,—,—,—,27.4,29.5,25.2,3.3,21.6
Changi,1997,11,23,0,—,—,—,27.8,32.7,25,4.7,30.2
Changi,1997,11,24,0,—,—,—,28.3,32.9,24.3,4.3,29.2
Changi,1997,11,25,18.9,—,—,—,26.1,30.2,23.7,2.2,33.5
Changi,1997,11,26,0,—,—,—,28,32.9,23.5,3.9,20.9
Changi,1997,11,27,0,—,—,—,28.8,33,25.5,4.8,25.2
Changi,1997,11,28,0,—,—,—,28.7,32.8,25.4,5.6,28.4
Changi,1997,11,29,0,—,—,—,28.6,33.1,25.8,5.6,32
Changi,1997,11,30,0,—,—,—,28.8,33.1,25,5.2,28.8
