Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Changi,2007,5,1,21.9,—,—,—,27.9,29.6,23,5.4,46.8
Changi,2007,5,2,2,—,—,—,26.5,28.5,23.1,7.4,66.6
Changi,2007,5,3,7.7,—,—,—,27,29.4,25.4,3.7,25.6
Changi,2007,5,4,0,—,—,—,27.4,29.9,24.4,5.5,28.8
Changi,2007,5,5,0,—,—,—,28.4,31.4,26,7.7,34.2
Changi,2007,5,6,0,—,—,—,29.3,32.4,26.6,6.2,23.4
Changi,2007,5,7,0,—,—,—,29.5,33.4,26.4,9.4,34.6
Changi,2007,5,8,0,—,—,—,29.8,32.6,27.8,9.9,31.7
Changi,2007,5,9,15.7,—,—,—,27.3,32.1,24,6,41.4
Changi,2007,5,10,8.1,—,—,—,28.6,32.5,25.1,6.3,28.8
Changi,2007,5,11,0.7,—,—,—,27.6,30.2,23.9,4.1,45.4
Changi,2007,5,12,0,—,—,—,28.9,32.6,26.3,6.2,28.8
Changi,2007,5,13,3.5,—,—,—,28.4,33.2,26,3.4,37.8
Changi,2007,5,14,13.8,—,—,—,28.3,31,26,5.4,28.8
Changi,2007,5,15,3.6,—,—,—,26.3,28.4,22.7,2.5,59.4
Changi,2007,5,16,0.3,—,—,—,28.3,32.1,25.3,1.9,16.2
Changi,2007,5,17,0.3,—,—,—,28.1,32.2,26.5,1.7,21.6
Changi,2007,5,18,0.5,—,—,—,27.9,30.5,24.3,3,21.6
Changi,2007,5,19,0,—,—,—,27.8,33.1,24.2,3,25.2
Changi,2007,5,20,3.4,—,—,—,28.5,32.3,25.2,4,27.4
Changi,2007,5,21,0,—,—,—,28.7,32.3,25,3.2,28.8
Changi,2007,5,22,19.4,—,—,—,28.1,32,23.1,3.4,48.2
Changi,2007,5,23,9.1,—,—,—,27.8,30.9,25.3,3.2,39.6
Changi,2007,5,24,0,—,—,—,28.9,31.7,25.6,7.4,28.8
Changi,2007,5,25,0,—,—,—,29.2,32.3,26.6,5.9,27.7
Changi,2007,5,26,0,—,—,—,28.6,32.6,26.5,4.8,39.6
Changi,2007,5,27,0,—,—,—,29.2,32.5,26,7.8,28.8
Changi,2007,5,28,0,—,—,—,29,31.9,26.9,5.7,27.7
Changi,2007,5,29,0,—,—,—,28.6,31.5,26,3.2,22.3
Changi,2007,5,30,17.2,—,—,—,28.6,32.4,24.6,3.7,35.6
Changi,2007,5,31,0,—,—,—,28.5,32.4,26.6,3.7,46.8
