Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Changi,2009,2,1,0,—,—,—,27.2,31.2,24.8,12.1,34.2
Changi,2009,2,2,0,—,—,—,27.1,32.4,23.4,8,32.4
Changi,2009,2,3,0,—,—,—,26.7,31.6,23.6,8.6,30.6
Changi,2009,2,4,0,—,—,—,26.9,31.4,24.1,7.2,31.3
Changi,2009,2,5,0,—,—,—,26.8,30.7,24,10.3,34.2
Changi,2009,2,6,0,—,—,—,26.9,31.9,23.6,10.2,36
Changi,2009,2,7,0,—,—,—,26.9,31.4,23.6,13,34.6
Changi,2009,2,8,0,—,—,—,27.3,32.5,23.9,11.8,33.5
Changi,2009,2,9,0,—,—,—,27.3,32.6,23.9,11.9,36.7
Changi,2009,2,10,0,—,—,—,27.7,32.8,24,10.6,30.2
Changi,2009,2,11,0.5,—,—,—,27.3,32.6,24.4,6.6,26.3
Changi,2009,2,12,0,—,—,—,27.4,32.3,24.7,4.3,23.4
Changi,2009,2,13,0,—,—,—,27.9,32.5,25.3,3.7,21.6
Changi,2009,2,14,0,—,—,—,28,32.7,24.3,2.7,21.6
Changi,2009,2,15,0,—,—,—,28.9,35,24.6,3.4,28.8
Changi,2009,2,16,11,—,—,—,27.7,33.4,25,5.2,36
Changi,2009,2,17,0,—,—,—,28.5,33.3,25.6,13.3,38.2
Changi,2009,2,18,0,—,—,—,28,32.9,24.2,10.4,34.2
Changi,2009,2,19,0,—,—,—,28,33.3,24.8,13.4,35.3
Changi,2009,2,20,0,—,—,—,28.2,33.5,25,11.2,34.2
Changi,2009,2,21,0,—,—,—,28.4,33.3,24.1,10.2,34.2
Changi,2009,2,22,7.2,—,—,—,27.1,33.1,23.9,4.7,33.5
Changi,2009,2,23,15.4,—,—,—,26.3,30.5,24.8,2.8,34.2
Changi,2009,2,24,6.8,—,—,—,25.6,29.5,23.8,2.5,27
Changi,2009,2,25,50.8,—,—,—,26.4,31.7,23.1,2.6,36
Changi,2009,2,26,74.2,—,—,—,26.2,32,23.8,4.4,41.4
Changi,2009,2,27,0,—,—,—,27.2,32.6,24.9,4.9,25.2
Changi,2009,2,28,35.9,—,—,—,27,32,23.4,2.7,39.6
