Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Changi,2003,2,1,1.8,—,—,—,26.5,30.4,23.6,7.8,29.2
Changi,2003,2,2,12.9,—,—,—,26.1,28.7,23.8,8.3,42.5
Changi,2003,2,3,13.9,—,—,—,26.2,28.5,23.7,10.3,43.2
Changi,2003,2,4,3.7,—,—,—,26.8,31,24.6,9.6,34.2
Changi,2003,2,5,7.3,—,—,—,25.3,28.3,23,10.9,47.2
Changi,2003,2,6,1.8,—,—,—,25.8,28.5,24.5,13.1,47.5
Changi,2003,2,7,2.2,—,—,—,26.4,30.1,23.4,11.9,39.6
Changi,2003,2,8,0.3,—,—,—,26.8,30.8,23.9,13,36
Changi,2003,2,9,0,—,—,—,27.8,32.1,24.8,11.5,36
Changi,2003,2,10,13.3,—,—,—,27.4,30.5,25,10.8,39.6
Changi,2003,2,11,0,—,—,—,28.2,32.5,25.2,12.6,32.8
Changi,2003,2,12,0,—,—,—,28.2,31.8,26.1,13.5,36
Changi,2003,2,13,0,—,—,—,27.8,31.2,25.7,15.9,44.3
Changi,2003,2,14,0,—,—,—,27.6,31.3,25.4,9.1,32.8
Changi,2003,2,15,13,—,—,—,27,30.7,24.7,5.4,25.2
Changi,2003,2,16,17.3,—,—,—,25.3,27.3,23.4,4.5,19.1
Changi,2003,2,17,82.2,—,—,—,26.3,32,22.8,5.1,36
Changi,2003,2,18,3.2,—,—,—,26.9,30.8,24.6,9.3,36
Changi,2003,2,19,0,—,—,—,26.9,30.6,23.4,9.4,43.2
Changi,2003,2,20,0,—,—,—,27.6,31,25.1,11.4,33.5
Changi,2003,2,21,0,—,—,—,27.3,30.7,24.7,10,30.2
Changi,2003,2,22,0,—,—,—,27.7,31.9,24.6,10.3,31.3
Changi,2003,2,23,0,—,—,—,27.5,31.8,24.4,9.6,32.4
Changi,2003,2,24,0,—,—,—,27.7,32.5,24.2,9.5,32.8
Changi,2003,2,25,0,—,—,—,28,32.4,24.4,9,30.6
Changi,2003,2,26,0,—,—,—,28.1,32.1,25,9.5,30.6
Changi,2003,2,27,0,—,—,—,27.7,30.1,25.4,6.9,25.9
Changi,2003,2,28,0,—,—,—,27.7,32.6,24.4,9.1,34.2
