Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Changi,1996,9,1,0.3,—,—,—,26.7,30,23.6,3.9,32
Changi,1996,9,2,61.2,—,—,—,25.1,27.5,22.8,3.6,36.4
Changi,1996,9,3,1.1,—,—,—,26.6,28.8,23.5,4.7,28.8
Changi,1996,9,4,22.4,—,—,—,27,30.6,23.7,5.1,27.4
Changi,1996,9,5,0,—,—,—,26.5,29.9,22.3,7.7,60.5
Changi,1996,9,6,66.5,—,—,—,26.6,30.1,23.1,3.3,25.9
Changi,1996,9,7,13.3,—,—,—,27.2,30.5,24.4,4,32.4
Changi,1996,9,8,10.6,—,—,—,27.2,31.2,23.8,4,54
Changi,1996,9,9,0,—,—,—,27.9,31.7,23.8,5.8,32
Changi,1996,9,10,37,—,—,—,27.4,31.1,24,5.1,40.3
Changi,1996,9,11,0,—,—,—,27.8,31.7,24.6,4.2,32.4
Changi,1996,9,12,0,—,—,—,28.5,31.3,26.6,9.8,29.5
Changi,1996,9,13,1,—,—,—,29,32.5,26.4,7.1,30.6
Changi,1996,9,14,0.1,—,—,—,28.7,32.3,24.2,8,34.2
Changi,1996,9,15,0.3,—,—,—,28.2,33,25.6,8.5,32.4
Changi,1996,9,16,0,—,—,—,28.3,31.8,25.2,5.8,25.2
Changi,1996,9,17,35,—,—,—,27.8,29,25.6,10.5,36
Changi,1996,9,18,21.2,—,—,—,27.4,29.9,23.6,5.1,48.6
Changi,1996,9,19,0,—,—,—,28,31.2,25.3,7.9,30.6
Changi,1996,9,20,0,—,—,—,29.4,33,26.2,8.5,32
Changi,1996,9,21,0,—,—,—,29.5,33.2,27,8,29.2
Changi,1996,9,22,2.8,—,—,—,27.2,31.3,24.8,4.8,31
Changi,1996,9,23,0,—,—,—,28.2,31.9,24.1,4.1,26.6
Changi,1996,9,24,0,—,—,—,28.2,32.2,25.9,5.7,43.9
Changi,1996,9,25,6.3,—,—,—,28.7,32.3,25.5,4.7,27.7
Changi,1996,9,26,0.4,—,—,—,28.3,31.6,24.5,4.8,35.3
Changi,1996,9,27,1.3,—,—,—,27.2,28.7,24.4,6.1,24.1
Changi,1996,9,28,0.5,—,—,—,27.3,32.2,24.3,5.7,45
Changi,1996,9,29,0,—,—,—,28.4,32.3,25.5,5.9,26.6
Changi,1996,9,30,15.7,—,—,—,27.4,30,24.2,5.6,27
