Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Changi,1991,8,1,0,—,—,—,29.1,33.1,27.1,12.7,38.2
Changi,1991,8,2,6.5,—,—,—,28.5,32.8,24.8,10.8,34.2
Changi,1991,8,3,0,—,—,—,28.3,32.8,24.7,11.7,36.7
Changi,1991,8,4,0,—,—,—,28.8,32.7,26.4,12.1,35.6
Changi,1991,8,5,0,—,—,—,28.4,32.3,25.1,14.4,38.5
Changi,1991,8,6,1,—,—,—,28.4,32.5,25.8,13.3,35.3
Changi,1991,8,7,0,—,—,—,29.3,32.9,26.6,12.2,34.9
Changi,1991,8,8,0.1,—,—,—,27.9,32.1,24.6,8.4,40
Changi,1991,8,9,0,—,—,—,28.4,33.4,25,8.3,36.4
Changi,1991,8,10,0,—,—,—,29.1,33.6,27,18.5,49.7
Changi,1991,8,11,7.9,—,—,—,28.5,33,25.5,14.6,46.1
Changi,1991,8,12,0,—,—,—,28.9,33,26.3,13.8,34.2
Changi,1991,8,13,0,—,—,—,28.8,32.4,26.9,15.3,40.7
Changi,1991,8,14,0,—,—,—,28.8,32.3,26.6,12,36.7
Changi,1991,8,15,0,—,—,—,29.1,33.2,26.7,12.2,32.8
Changi,1991,8,16,0,—,—,—,28.8,32.8,26.8,12,34.6
Changi,1991,8,17,3.2,—,—,—,27.8,30.6,24.7,8.9,29.2
Changi,1991,8,18,66,—,—,—,26.3,30.2,22.5,7.4,49
Changi,1991,8,19,0,—,—,—,27.6,30.6,26.4,12,33.1
Changi,1991,8,20,0,—,—,—,28.5,32.2,26.1,15.3,36.4
Changi,1991,8,21,0,—,—,—,28.7,33.3,25.9,15.3,33.5
Changi,1991,8,22,8.5,—,—,—,26.5,32.1,23.2,7.8,57.6
Changi,1991,8,23,3.1,—,—,—,27.6,31.8,24.3,7.6,25.6
Changi,1991,8,24,0,—,—,—,26.9,30.8,22.6,6.5,42.8
Changi,1991,8,25,0,—,—,—,28.4,32.2,25.5,14.4,32.4
Changi,1991,8,26,129.9,—,—,—,27.1,31.5,23.2,7,37.4
Changi,1991,8,27,0,—,—,—,26.4,30.1,22.4,8.3,46.4
Changi,1991,8,28,0,—,—,—,28.2,31.6,25.7,9.3,33.1
Changi,1991,8,29,0,—,—,—,28.6,31.4,26.9,14.8,31
Changi,1991,8,30,0,—,—,—,27.6,31.7,24.6,9.8,33.8
Changi,1991,8,31,0,—,—,—,27.8,32.9,24,6,24.8
