Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Changi,1990,5,1,0,—,—,—,27.9,33.4,25.5,2.9,23.4
Changi,1990,5,2,13.9,—,—,—,26.3,29.4,23.8,3.5,28.4
Changi,1990,5,3,0,—,—,—,27.8,31.3,25.2,7.5,36
Changi,1990,5,4,153.7,—,—,—,26.3,27.8,23.3,4.7,30.2
Changi,1990,5,5,1,—,—,—,26.3,30.4,23,1.4,34.6
Changi,1990,5,6,0,—,—,—,27.1,30.5,25.2,2.8,23.4
Changi,1990,5,7,0,—,—,—,27.8,32.5,25.2,3.4,34.9
Changi,1990,5,8,0,—,—,—,28.5,32.6,25.5,5.6,34.6
Changi,1990,5,9,0,—,—,—,29.3,33.5,26,7.5,31.7
Changi,1990,5,10,0,—,—,—,29.4,33.9,26.3,7.5,34.6
Changi,1990,5,11,0,—,—,—,29.4,33.7,25.8,5.4,28.4
Changi,1990,5,12,0,—,—,—,29.2,33.9,26.1,3.4,24.1
Changi,1990,5,13,0,—,—,—,28.5,33.9,25.4,5.4,41.8
Changi,1990,5,14,0.8,—,—,—,27.6,32.1,25,4.2,34.2
Changi,1990,5,15,2.1,—,—,—,27.7,32,24.9,3.7,27.4
Changi,1990,5,16,0,—,—,—,28.2,32.5,25,6.2,47.5
Changi,1990,5,17,1.9,—,—,—,29.3,33.5,25.3,4.7,32
Changi,1990,5,18,0,—,—,—,28.7,33.5,25.8,3.6,27.7
Changi,1990,5,19,0.2,—,—,—,28.7,33.4,25.9,3.6,29.2
Changi,1990,5,20,1.4,—,—,—,28.4,32.8,24.9,2.8,28.1
Changi,1990,5,21,0,—,—,—,29.4,33.7,26.4,3.2,25.9
Changi,1990,5,22,0,—,—,—,30.1,34.4,26.7,5.1,22.7
Changi,1990,5,23,0,—,—,—,30.8,34.5,28.5,7.2,28.4
Changi,1990,5,24,0,—,—,—,30.4,34.3,27.8,5.5,22
Changi,1990,5,25,0,—,—,—,29.3,34.3,26,8.4,32
Changi,1990,5,26,0,—,—,—,28.1,32.8,25.1,2.6,23.8
Changi,1990,5,27,0.2,—,—,—,29,33.2,26.3,4.8,31
Changi,1990,5,28,0,—,—,—,29.9,34.6,27,9.6,31
Changi,1990,5,29,0,—,—,—,28.8,33.7,26.3,7,38.9
Changi,1990,5,30,1,—,—,—,28.6,32.7,25.8,4.8,38.2
Changi,1990,5,31,3.9,—,—,—,28.8,33.4,25.1,5.6,41.8
