Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Changi,1994,2,1,0,—,—,—,27.5,31.2,25.1,15.5,47.5
Changi,1994,2,2,0,—,—,—,27.6,31.2,24.9,13.6,40.3
Changi,1994,2,3,1.6,—,—,—,27.1,30,25.2,9,34.9
Changi,1994,2,4,0.9,—,—,—,26.9,30.2,24.2,15.4,47.9
Changi,1994,2,5,0,—,—,—,27.3,31.6,24.3,9.7,39.2
Changi,1994,2,6,2.2,—,—,—,26.8,31.1,24.4,5.3,42.8
Changi,1994,2,7,0.4,—,—,—,26.3,31.3,24,3.6,34.2
Changi,1994,2,8,0,—,—,—,27.2,32.5,24,5.3,31.7
Changi,1994,2,9,2.7,—,—,—,26.2,31.2,24,2.8,31.7
Changi,1994,2,10,3.3,—,—,—,26.9,31.2,24.2,5.9,36
Changi,1994,2,11,23.3,—,—,—,26.2,32.2,23.8,4.2,34.6
Changi,1994,2,12,22.4,—,—,—,26.1,31.7,23.4,4.7,31.7
Changi,1994,2,13,0,—,—,—,27.1,31.9,23.7,4.7,25.2
Changi,1994,2,14,26.3,—,—,—,26.8,32.3,23.4,6.6,36.7
Changi,1994,2,15,2.6,—,—,—,26.9,31.2,23.4,8.7,31.7
Changi,1994,2,16,0,—,—,—,27.9,31.5,25.3,8.8,30.6
Changi,1994,2,17,0,—,—,—,28,32,25.6,7.1,43.6
Changi,1994,2,18,2.3,—,—,—,26.9,32.4,24.1,4.4,36.7
Changi,1994,2,19,2.7,—,—,—,26.7,32,23.7,5.8,35.3
Changi,1994,2,20,0,—,—,—,27.4,32.5,24,6,33.8
Changi,1994,2,21,19.4,—,—,—,26.6,32.2,23.1,5.2,38.2
Changi,1994,2,22,0.4,—,—,—,27.2,32.3,23.7,7.9,30.6
Changi,1994,2,23,23,—,—,—,26.6,32.2,22.6,8.4,64.4
Changi,1994,2,24,0,—,—,—,27.6,31.8,24.7,11.5,33.5
Changi,1994,2,25,0,—,—,—,27.3,32.2,22.9,8.8,31.7
Changi,1994,2,26,0,—,—,—,26.8,30.4,23.4,9.8,34.9
Changi,1994,2,27,0,—,—,—,27.4,31.3,23.5,9.7,38.5
Changi,1994,2,28,0,—,—,—,27.7,31.9,23.6,10.2,36
