Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Changi,2002,4,1,0,—,—,—,28.5,33.6,25.1,8.7,33.5
Changi,2002,4,2,0,—,—,—,28.6,33.4,24.7,10.1,31.3
Changi,2002,4,3,0,—,—,—,28.2,33.8,24.8,4.1,31.7
Changi,2002,4,4,0,—,—,—,28.9,33,25.5,7.1,31.7
Changi,2002,4,5,0,—,—,—,29.5,34.2,26.3,10.7,37.1
Changi,2002,4,6,0,—,—,—,28.9,32.4,25.9,7.2,27.7
Changi,2002,4,7,0,—,—,—,29.6,33.9,26.2,7.4,25.9
Changi,2002,4,8,18.2,—,—,—,27.5,28.9,24.3,5,30.6
Changi,2002,4,9,39.4,—,—,—,28.5,33.1,26.1,3.4,25.2
Changi,2002,4,10,7,—,—,—,27.2,31.1,23,6.9,38.2
Changi,2002,4,11,0,—,—,—,28.9,33.5,25.1,6.6,27.7
Changi,2002,4,12,0,—,—,—,29.4,33.7,26.4,11.5,33.8
Changi,2002,4,13,0,—,—,—,29.4,33.5,26.1,11.7,30.2
Changi,2002,4,14,0,—,—,—,28.4,32.5,25.7,6.8,30.6
Changi,2002,4,15,0,—,—,—,28.7,33.4,26.1,5.7,31
Changi,2002,4,16,1.8,—,—,—,28.9,33.6,25.9,4.3,36
Changi,2002,4,17,0,—,—,—,29,34.1,25.5,5.7,29.2
Changi,2002,4,18,0,—,—,—,29.6,34.3,26.3,7.3,29.2
Changi,2002,4,19,0,—,—,—,29.6,34.1,26.6,6.9,26.6
Changi,2002,4,20,28.8,—,—,—,29.2,33.7,25,7.3,46.8
Changi,2002,4,21,1.2,—,—,—,29.2,33.8,26.4,6.8,36
Changi,2002,4,22,3.1,—,—,—,28.1,33.1,25.8,3.8,30.6
Changi,2002,4,23,0.7,—,—,—,28.2,33.2,26.1,3.8,36
Changi,2002,4,24,0,—,—,—,28.5,32.6,26.2,2.1,22.7
Changi,2002,4,25,1.6,—,—,—,28.1,32.2,25.6,3.3,30.2
Changi,2002,4,26,0.2,—,—,—,28.6,33.5,25.5,4.2,30.6
Changi,2002,4,27,3.3,—,—,—,27.8,32.8,25.6,3.4,25.6
Changi,2002,4,28,0,—,—,—,28.5,33.3,25.2,3.8,25.2
Changi,2002,4,29,0.6,—,—,—,27.8,31.8,26.4,3.5,36
Changi,2002,4,30,10.6,—,—,—,27.1,30.3,25.1,3.2,23.4
