Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Changi,2003,1,1,1.7,—,—,—,27,31.7,24.6,3.4,27
Changi,2003,1,2,19.8,—,—,—,27.3,31.8,24.6,4.9,32.4
Changi,2003,1,3,4.3,—,—,—,26.6,29.9,24.2,6.5,30.6
Changi,2003,1,4,0.8,—,—,—,25.8,29,24,6.6,39.6
Changi,2003,1,5,26.3,—,—,—,26.7,30.7,24.1,10.4,40.7
Changi,2003,1,6,2.4,—,—,—,26,28.3,24,5.4,23.8
Changi,2003,1,7,21.8,—,—,—,26.2,29.2,24.8,3.6,25.2
Changi,2003,1,8,23,—,—,—,25.5,26.8,23.8,8,35.3
Changi,2003,1,9,0,—,—,—,27.5,31,25.2,8.3,36
Changi,2003,1,10,0,—,—,—,27.4,31.4,24.8,6,28.8
Changi,2003,1,11,16.8,—,—,—,25.3,28.3,23.2,8.3,32.4
Changi,2003,1,12,0,—,—,—,26.2,31.2,23.6,8.4,31
Changi,2003,1,13,0,—,—,—,27.3,30.7,25.1,10.4,36
Changi,2003,1,14,0,—,—,—,27.1,30.6,24.1,9.8,38.9
Changi,2003,1,15,1.8,—,—,—,27.8,32.4,25,12.7,33.5
Changi,2003,1,16,0,—,—,—,27.3,31.2,24.3,11.7,41.4
Changi,2003,1,17,2,—,—,—,26.6,30.3,24.5,11.5,54
Changi,2003,1,18,8.1,—,—,—,27,29.7,24.8,14.9,52.2
Changi,2003,1,19,91.5,—,—,—,24.8,26.6,23.5,6.8,49
Changi,2003,1,20,0.7,—,—,—,26.5,30.7,24.5,10.1,30.6
Changi,2003,1,21,0,—,—,—,26.8,30.6,24.2,10.9,33.1
Changi,2003,1,22,11.7,—,—,—,27,31,24.6,10.3,28.8
Changi,2003,1,23,0.2,—,—,—,27,31.6,24.7,8.4,27
Changi,2003,1,24,0,—,—,—,27.4,31,25,11.2,32
Changi,2003,1,25,0,—,—,—,27.6,31.7,24.9,9.6,34.2
Changi,2003,1,26,0,—,—,—,27.6,32.1,24.5,11.5,34.2
Changi,2003,1,27,0,—,—,—,27.4,31.4,24.2,11.8,31.3
Changi,2003,1,28,0.8,—,—,—,26.5,29.8,24.3,13.7,36.4
Changi,2003,1,29,7.4,—,—,—,26.4,28.5,25.4,13.1,46.8
Changi,2003,1,30,8.7,—,—,—,26.3,29.2,24.1,7.7,32.4
Changi,2003,1,31,194.4,—,—,—,24.6,25.7,23.3,6.7,23.4
