Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Changi,1989,7,1,0,—,—,—,28.1,31.9,25,6.8,34.6
Changi,1989,7,2,0,—,—,—,27.6,32,23,6.1,43.2
Changi,1989,7,3,0.5,—,—,—,28,32.4,25.3,5.8,29.9
Changi,1989,7,4,16.3,—,—,—,27.3,31.1,25.3,6.5,46.4
Changi,1989,7,5,22.7,—,—,—,26.4,30.3,23.4,5.7,39.6
Changi,1989,7,6,1.2,—,—,—,26.3,29.9,24.7,6.6,34.9
Changi,1989,7,7,0,—,—,—,27.1,30.9,24.2,6,32.4
Changi,1989,7,8,0,—,—,—,26.6,30.9,25.2,4,36.7
Changi,1989,7,9,33.3,—,—,—,26.8,28.9,23.2,6.8,51.8
Changi,1989,7,10,0,—,—,—,26,28.6,22.8,3.4,65.9
Changi,1989,7,11,0,—,—,—,27.7,31.1,25.1,6.5,36.4
Changi,1989,7,12,0.2,—,—,—,28.4,31.7,26.2,10.5,29.5
Changi,1989,7,13,12,—,—,—,27.1,31.8,24,6,36.4
Changi,1989,7,14,19.9,—,—,—,25.9,30.6,23.3,3.2,41.8
Changi,1989,7,15,12.6,—,—,—,27.5,31.8,25.1,7.5,26.3
Changi,1989,7,16,0,—,—,—,26.8,30.6,22.2,5.9,47.9
Changi,1989,7,17,0,—,—,—,28.2,32.5,25.1,2.9,27.7
Changi,1989,7,18,32.3,—,—,—,27.2,30.4,23.3,5.8,52.6
Changi,1989,7,19,0,—,—,—,27.8,32.5,24.2,11.5,32.8
Changi,1989,7,20,0,—,—,—,28.9,32.5,26.6,13.3,38.5
Changi,1989,7,21,0,—,—,—,29.1,32.5,26.9,13.5,33.8
Changi,1989,7,22,0,—,—,—,29.1,32.7,26.4,9.9,31
Changi,1989,7,23,0,—,—,—,29.1,32.7,26.3,11.6,31.3
Changi,1989,7,24,0,—,—,—,29.2,32.5,27.2,13.5,32
Changi,1989,7,25,0,—,—,—,29.2,32.7,26.9,11,32.4
Changi,1989,7,26,0,—,—,—,29.2,32.1,27.7,13.7,34.6
Changi,1989,7,27,0,—,—,—,28.6,32.6,25.3,12.3,35.6
Changi,1989,7,28,0,—,—,—,28.6,32.2,25.4,6.2,31.7
Changi,1989,7,29,0.9,—,—,—,27.9,32.7,25.5,6.3,66.2
Changi,1989,7,30,5.7,—,—,—,26.9,31.6,25,5.2,50.4
Changi,1989,7,31,0,—,—,—,27.1,32.2,23.9,5.6,40
