Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Changi,1991,10,1,0,—,—,—,28.4,31.2,26.4,7.4,28.1
Changi,1991,10,2,0,—,—,—,28.4,31.7,26.6,7.7,27.4
Changi,1991,10,3,0,—,—,—,28,31,26,4.4,25.6
Changi,1991,10,4,0,—,—,—,28.8,32.8,26.4,8.3,30.2
Changi,1991,10,5,0,—,—,—,28.6,32.4,26.5,9.3,29.5
Changi,1991,10,6,0,—,—,—,28.9,33.4,26.3,9.3,31.7
Changi,1991,10,7,0,—,—,—,28.5,32.4,25.9,10.2,32.8
Changi,1991,10,8,0,—,—,—,27.8,31.2,24.4,4.6,20.5
Changi,1991,10,9,0,—,—,—,28.1,31.5,25.1,5.6,24.5
Changi,1991,10,10,0,—,—,—,28.4,31.7,26.2,5.5,29.5
Changi,1991,10,11,11.1,—,—,—,26.2,29,24.3,4.7,40
Changi,1991,10,12,0.7,—,—,—,25.9,30,24.1,1.7,18
Changi,1991,10,13,0.1,—,—,—,26,31,23.5,2.5,46.1
Changi,1991,10,14,0.8,—,—,—,25.6,30.5,23.3,2.6,40.3
Changi,1991,10,15,0,—,—,—,26.5,31.6,23.2,3.8,25.6
Changi,1991,10,16,0,—,—,—,26.7,32,22.9,4.5,27.4
Changi,1991,10,17,0,—,—,—,27.4,32.4,23.3,5.2,30.2
Changi,1991,10,18,0,—,—,—,27.2,32.8,23.9,4.3,28.1
Changi,1991,10,19,20.4,—,—,—,26.1,32.2,23.3,4.1,35.6
Changi,1991,10,20,0.1,—,—,—,26.2,31.2,23.5,5.3,38.2
Changi,1991,10,21,0,—,—,—,26.8,30.6,23.9,5.2,32.8
Changi,1991,10,22,0,—,—,—,27.9,32.1,23.6,4.8,32
Changi,1991,10,23,0,—,—,—,27.8,31.5,24.4,4.7,28.8
Changi,1991,10,24,0,—,—,—,28.3,33.1,24.8,4.6,27.4
Changi,1991,10,25,0,—,—,—,28.4,32.9,25,6.9,34.6
Changi,1991,10,26,0,—,—,—,28.8,32.5,25.5,4.9,26.6
Changi,1991,10,27,0,—,—,—,28.1,31.8,25,3.6,22.7
Changi,1991,10,28,0,—,—,—,28.4,33.1,24.5,3.1,22.3
Changi,1991,10,29,18.8,—,—,—,27,31,24,3.9,39.6
Changi,1991,10,30,0,—,—,—,27.7,33,24.7,5,39.6
Changi,1991,10,31,0,—,—,—,26.6,31.7,24.1,3.7,33.8
