Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Changi,2011,2,1,0.8,—,—,—,25.7,28.4,23.4,9.9,43.2
Changi,2011,2,2,1.4,—,—,—,26.2,30.2,23.3,11.1,49
Changi,2011,2,3,0.6,—,—,—,26.5,30.2,24,11.1,40.3
Changi,2011,2,4,0,—,—,—,26.6,30.5,23.6,11.5,37.1
Changi,2011,2,5,0,—,—,—,26.6,30.4,23.4,13.4,36.7
Changi,2011,2,6,0,—,—,—,26.6,30.4,23.4,12.9,37.4
Changi,2011,2,7,0,—,—,—,26.4,30.4,23.2,12.2,33.1
Changi,2011,2,8,0.4,—,—,—,26.6,31.7,23.2,9.9,25.9
Changi,2011,2,9,0,—,—,—,26.9,31.5,23.7,9.1,24.5
Changi,2011,2,10,0,—,—,—,27.5,32.7,24,11,29.5
Changi,2011,2,11,0.2,—,—,—,27.1,32.5,24.1,11.3,30.6
Changi,2011,2,12,0,—,—,—,27.8,32.7,24.5,12.2,37.1
Changi,2011,2,13,0,—,—,—,27.7,31.8,24.5,14,38.2
Changi,2011,2,14,0,—,—,—,27.6,32.2,24.2,14.7,36.7
Changi,2011,2,15,0,—,—,—,27.7,32.1,24.2,11.2,34.6
Changi,2011,2,16,0,—,—,—,27.8,32.2,24.7,12.3,37.4
Changi,2011,2,17,0,—,—,—,28.3,33.3,24.5,11.1,37.8
Changi,2011,2,18,0,—,—,—,27.8,32.5,24.8,10.1,33.5
Changi,2011,2,19,1.8,—,—,—,27.4,32.1,24.9,9.1,37.8
Changi,2011,2,20,0,—,—,—,27.4,30.4,25,6.8,22.7
Changi,2011,2,21,0,—,—,—,28,33.5,24.2,9.9,36
Changi,2011,2,22,0,—,—,—,27.7,32.4,24.1,10.8,32.8
Changi,2011,2,23,0.4,—,—,—,27.9,32.9,25,12.2,34.2
Changi,2011,2,24,17.4,—,—,—,27.6,32.5,24.4,12.6,37.4
Changi,2011,2,25,0,—,—,—,27.8,32.4,24.8,12.9,37.8
Changi,2011,2,26,0,—,—,—,28,32.4,24.6,14.1,38.9
Changi,2011,2,27,0,—,—,—,27.6,31.5,24.5,12.8,37.8
Changi,2011,2,28,0,—,—,—,26.9,31.5,23.4,8.9,34.2
