Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Changi,2002,6,1,0,—,—,—,28.7,32.6,26,5.6,28.8
Changi,2002,6,2,0.1,—,—,—,29.2,32.8,26.4,8.8,33.8
Changi,2002,6,3,0,—,—,—,28.4,32.9,25.2,5.4,42.1
Changi,2002,6,4,0,—,—,—,28.4,32.4,25.5,5.8,24.1
Changi,2002,6,5,5.9,—,—,—,29,32.8,25.7,5.8,29.5
Changi,2002,6,6,0,—,—,—,29.2,33.3,26.8,5,37.8
Changi,2002,6,7,0,—,—,—,28.8,33.1,25.4,4.2,21.6
Changi,2002,6,8,4.4,—,—,—,29.5,33.1,26.7,7.9,25.9
Changi,2002,6,9,0,—,—,—,29,32.7,25.5,8.4,48.6
Changi,2002,6,10,0,—,—,—,29.1,33,26.6,8.1,30.6
Changi,2002,6,11,45.8,—,—,—,26.8,28.4,24,5.7,36
Changi,2002,6,12,0.5,—,—,—,26.6,30.3,24,4.1,26.6
Changi,2002,6,13,0,—,—,—,27.3,30.3,24.9,5.2,23.4
Changi,2002,6,14,0.1,—,—,—,27.7,31.1,25.3,3.3,25.6
Changi,2002,6,15,0,—,—,—,28.6,32.1,25.6,6.1,28.8
Changi,2002,6,16,5.8,—,—,—,28.6,32.1,26.4,4.2,25.2
Changi,2002,6,17,0.3,—,—,—,26.8,29.4,23.7,3.5,31
Changi,2002,6,18,0,—,—,—,28.5,32.2,25.4,5.3,25.2
Changi,2002,6,19,0,—,—,—,29.5,32.4,27.2,11.2,28.8
Changi,2002,6,20,0,—,—,—,29.6,33,27,9.3,30.6
Changi,2002,6,21,0,—,—,—,29.2,32.7,27,8.5,26.6
Changi,2002,6,22,0,—,—,—,29.2,32.1,27.2,11,46.8
Changi,2002,6,23,0,—,—,—,29.8,33.2,27.4,9.3,25.2
Changi,2002,6,24,0.7,—,—,—,29.9,32.9,28,12.5,27.4
Changi,2002,6,25,1,—,—,—,29.4,33.1,26.4,10.4,26.3
Changi,2002,6,26,0,—,—,—,29.3,31.8,27.3,7.6,26.3
Changi,2002,6,27,7.5,—,—,—,28.8,33.3,25.8,11.5,34.2
Changi,2002,6,28,7.6,—,—,—,28,31.2,24.2,5.6,40
Changi,2002,6,29,0.4,—,—,—,28.4,31.2,26.7,6.5,22.7
Changi,2002,6,30,3,—,—,—,29.2,32.7,26.6,10.2,28.8
