Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Changi,1999,5,1,1.4,—,—,—,28.4,31.5,25.2,4.8,24.5
Changi,1999,5,2,0,—,—,—,29.4,33.5,26.7,6.7,32
Changi,1999,5,3,0,—,—,—,29.3,33.2,26.2,5.1,27
Changi,1999,5,4,0,—,—,—,29.2,34,25.6,5.6,32
Changi,1999,5,5,0,—,—,—,28.2,33.9,25.7,3.8,38.2
Changi,1999,5,6,0,—,—,—,27.9,33.6,24.8,4.5,32.4
Changi,1999,5,7,42.8,—,—,—,27.6,32.8,25.4,1.8,29.2
Changi,1999,5,8,31.5,—,—,—,25.9,27.2,24,0.8,25.2
Changi,1999,5,9,0,—,—,—,27.6,31.8,24.4,2.5,31.7
Changi,1999,5,10,0.7,—,—,—,27.4,30.4,24.9,4.5,31
Changi,1999,5,11,0.5,—,—,—,26.8,28.5,24.1,1.6,28.8
Changi,1999,5,12,0,—,—,—,27.7,32.6,25.4,2.8,31.7
Changi,1999,5,13,0,—,—,—,28.7,33,25.7,3.2,30.6
Changi,1999,5,14,0,—,—,—,29.1,34.2,25.9,2.6,21.6
Changi,1999,5,15,36.5,—,—,—,27.7,30.2,24.2,2.4,43.2
Changi,1999,5,16,0.7,—,—,—,27.4,30.5,25.2,3.5,32.8
Changi,1999,5,17,7.2,—,—,—,28,31,24.9,6.9,32.4
Changi,1999,5,18,21.1,—,—,—,26.9,29,25.2,2,22
Changi,1999,5,19,0,—,—,—,28.2,32,25.1,5.8,25.9
Changi,1999,5,20,0,—,—,—,28,32.2,26,5.1,33.1
Changi,1999,5,21,3.9,—,—,—,26.6,30.8,24.2,2.9,28.8
Changi,1999,5,22,0,—,—,—,28,31.7,24.9,4,24.8
Changi,1999,5,23,8.1,—,—,—,26.9,28.4,24.5,4.8,26.6
Changi,1999,5,24,0.2,—,—,—,28,31,24.9,6.7,33.5
Changi,1999,5,25,2.5,—,—,—,27.9,32.1,24,7.3,41.4
Changi,1999,5,26,0,—,—,—,27.3,31.2,23.7,3.4,19.8
Changi,1999,5,27,0,—,—,—,28.7,32.2,25.9,6,25.6
Changi,1999,5,28,0,—,—,—,28.2,31.8,25.8,5.3,26.3
Changi,1999,5,29,0,—,—,—,29.1,31.7,26.5,6.2,23.8
Changi,1999,5,30,0,—,—,—,30,33,28,11.5,29.9
Changi,1999,5,31,0,—,—,—,29.5,32.8,26.8,6,31.7
