Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Changi,1992,1,1,0,—,—,—,25.6,29.6,22.4,8.6,29.9
Changi,1992,1,2,2.1,—,—,—,26.3,30.5,24.2,7.5,33.1
Changi,1992,1,3,0,—,—,—,26.5,31.3,23.6,8.9,35.3
Changi,1992,1,4,0,—,—,—,27,31,24.1,7.2,28.1
Changi,1992,1,5,0,—,—,—,27.1,31,24,6.3,32.8
Changi,1992,1,6,0,—,—,—,27.3,31.5,24.5,10.6,37.1
Changi,1992,1,7,0,—,—,—,26.8,31.2,24.2,10,52.9
Changi,1992,1,8,0,—,—,—,27.2,31.5,24.2,10.2,32.8
Changi,1992,1,9,0,—,—,—,27.1,31.8,23.5,10.1,39.6
Changi,1992,1,10,0,—,—,—,27.3,31.6,23.9,13.5,45.7
Changi,1992,1,11,0,—,—,—,27.4,31.8,24.8,15,38.5
Changi,1992,1,12,2.9,—,—,—,25.2,29.5,23.3,7.7,39.2
Changi,1992,1,13,0,—,—,—,26.7,31.8,23.4,10.7,41
Changi,1992,1,14,0,—,—,—,27.1,31.8,23.6,12.5,41.4
Changi,1992,1,15,2.6,—,—,—,26.4,29.3,24.2,15.9,52.6
Changi,1992,1,16,56.2,—,—,—,25.4,29.2,22.1,15.1,56.2
Changi,1992,1,17,1.6,—,—,—,25.5,29.1,23.5,11.1,46.1
Changi,1992,1,18,4.7,—,—,—,25.1,28.8,22.5,8.9,38.9
Changi,1992,1,19,0,—,—,—,26.2,30.2,23.4,9.3,40.7
Changi,1992,1,20,0,—,—,—,26.6,30.3,23.9,13.9,41.4
Changi,1992,1,21,0,—,—,—,26.6,30.6,23.4,14.2,46.1
Changi,1992,1,22,0,—,—,—,26.8,31.3,23.5,15.4,41
Changi,1992,1,23,0,—,—,—,26.8,30.7,24.3,13.1,38.9
Changi,1992,1,24,0,—,—,—,26.8,31.1,23.8,13,40
Changi,1992,1,25,0.2,—,—,—,26.7,30.6,23,10.5,35.6
Changi,1992,1,26,1.8,—,—,—,27.2,31.1,24.4,13.7,43.6
Changi,1992,1,27,11.8,—,—,—,26.6,30.5,24,12.2,47.9
Changi,1992,1,28,0,—,—,—,26.7,30.7,24,13.7,44.3
Changi,1992,1,29,0,—,—,—,27.1,30.8,24.3,13.1,37.8
Changi,1992,1,30,0,—,—,—,26.8,31,24.2,10.2,43.2
Changi,1992,1,31,0,—,—,—,27.4,31.5,24.5,10.9,38.9
