Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Changi,1988,8,1,0,—,—,—,28.4,32.2,25.5,10.9,32
Changi,1988,8,2,4,—,—,—,26.7,29.7,22.7,5,43.9
Changi,1988,8,3,0,—,—,—,28,32,24.8,8.2,28.4
Changi,1988,8,4,0,—,—,—,28.7,32,26.4,8.7,29.9
Changi,1988,8,5,19,—,—,—,26.5,29.4,22.6,6.9,55.8
Changi,1988,8,6,0,—,—,—,27.6,31.9,24.7,5.8,29.5
Changi,1988,8,7,2,—,—,—,27.6,31.3,25,6.1,35.3
Changi,1988,8,8,0.5,—,—,—,28,31.3,26.5,8.4,31.3
Changi,1988,8,9,0,—,—,—,28.4,31.9,25.8,7,27
Changi,1988,8,10,0,—,—,—,28.1,32.1,26.3,7.7,38.2
Changi,1988,8,11,0,—,—,—,26.6,30.1,24,5.6,55.4
Changi,1988,8,12,2.5,—,—,—,26.7,31.6,24.5,3,44.6
Changi,1988,8,13,2.8,—,—,—,27.2,31.6,24,4.7,36
Changi,1988,8,14,0.1,—,—,—,25.3,27.5,24.1,4,24.8
Changi,1988,8,15,0,—,—,—,27.5,32.7,24,6.7,28.1
Changi,1988,8,16,17.3,—,—,—,27.9,32.3,23.6,9,43.2
Changi,1988,8,17,0,—,—,—,28.3,32.1,26.4,10.8,38.2
Changi,1988,8,18,2.4,—,—,—,26.3,29.7,24.6,1.9,23.4
Changi,1988,8,19,4.9,—,—,—,25.5,27.3,23.8,4,25.9
Changi,1988,8,20,0,—,—,—,27.9,32.1,25.5,9.6,31.3
Changi,1988,8,21,4,—,—,—,26.6,30.8,24.5,4.8,38.9
Changi,1988,8,22,0.8,—,—,—,25.7,30.6,23.6,4.5,51.1
Changi,1988,8,23,0,—,—,—,25.5,27.7,23.7,1.8,21.2
Changi,1988,8,24,0,—,—,—,26.3,31.1,24.3,2.7,22.3
Changi,1988,8,25,0,—,—,—,26.2,30,23.9,3.1,33.5
Changi,1988,8,26,0,—,—,—,26.6,31.2,24,8.4,36.7
Changi,1988,8,27,0,—,—,—,27.1,30.8,24.5,5.6,32.8
Changi,1988,8,28,1.5,—,—,—,26.3,29.2,25,6.6,36.7
Changi,1988,8,29,1,—,—,—,27.1,31.8,25.1,8.9,42.8
Changi,1988,8,30,17.3,—,—,—,26,30.4,23.4,6.6,44.3
Changi,1988,8,31,0,—,—,—,26.3,31.1,24.3,7.2,51.8
