Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Changi,1989,10,1,0,—,—,—,27.6,32.5,24.7,10,42.8
Changi,1989,10,2,8.1,—,—,—,28,31.2,26,12.6,42.1
Changi,1989,10,3,7.1,—,—,—,27.3,31.1,23.7,12.8,43.9
Changi,1989,10,4,0,—,—,—,26.3,30,23.1,9.2,44.6
Changi,1989,10,5,6.6,—,—,—,28.5,32.4,25.4,9.3,37.8
Changi,1989,10,6,0.6,—,—,—,26.6,29.4,21.1,6.9,70.2
Changi,1989,10,7,0.6,—,—,—,27.2,30.5,24.7,5.4,33.8
Changi,1989,10,8,0.4,—,—,—,27.2,30.5,25,4.7,32.4
Changi,1989,10,9,7.3,—,—,—,26.3,29.9,23.6,3.5,49.7
Changi,1989,10,10,0,—,—,—,27.8,31.9,23.8,5.8,26.6
Changi,1989,10,11,0,—,—,—,27.3,31.7,24.9,7.7,45.7
Changi,1989,10,12,2.2,—,—,—,26.4,29.7,24.3,5.1,55.8
Changi,1989,10,13,0.1,—,—,—,28,32.3,24.1,6.9,24.5
Changi,1989,10,14,0,—,—,—,27.8,31.7,24.9,4.5,37.4
Changi,1989,10,15,6.4,—,—,—,27.9,31.9,24.8,8.3,35.6
Changi,1989,10,16,24.9,—,—,—,26.8,31.6,24,2.9,33.5
Changi,1989,10,17,5,—,—,—,27.2,32,24.3,6.5,43.2
Changi,1989,10,18,0,—,—,—,27.7,32.9,24.1,9.1,43.6
Changi,1989,10,19,8.3,—,—,—,28,32.1,24.3,9.6,37.8
Changi,1989,10,20,0,—,—,—,26.2,29.2,22.7,4.7,52.2
Changi,1989,10,21,0,—,—,—,27.1,32,24.4,5.6,36
Changi,1989,10,22,0,—,—,—,27.2,31.8,24.3,5.8,27.4
Changi,1989,10,23,0,—,—,—,26.8,29.2,24.8,6,33.8
Changi,1989,10,24,0,—,—,—,27.3,31,24.8,3.2,33.1
Changi,1989,10,25,5.6,—,—,—,26.6,32.5,24.4,5,35.3
Changi,1989,10,26,20.5,—,—,—,27.4,32.7,24,7.7,34.6
Changi,1989,10,27,0.8,—,—,—,25.8,32.7,22.8,4.2,55.4
Changi,1989,10,28,0,—,—,—,26.2,30.8,24.3,9.1,39.2
Changi,1989,10,29,6.5,—,—,—,25.2,30.8,23.7,3.8,45
Changi,1989,10,30,0,—,—,—,26.7,31.4,23.6,5.1,28.4
Changi,1989,10,31,0,—,—,—,26.8,30,24.9,2.6,20.9
