Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Changi,1986,12,1,26.9,—,—,—,25.9,31.2,23.4,4.1,30.2
Changi,1986,12,2,14.5,—,—,—,26.7,31.5,23.2,4.8,24.1
Changi,1986,12,3,12.9,—,—,—,25.8,29.3,22.5,3.7,42.8
Changi,1986,12,4,0,—,—,—,27,31.5,24.1,7.7,33.1
Changi,1986,12,5,0,—,—,—,27.7,31.5,24.7,10,47.5
Changi,1986,12,6,0,—,—,—,27.6,32,24.4,10.9,38.9
Changi,1986,12,7,16.1,—,—,—,27.7,31.8,25,13.6,46.1
Changi,1986,12,8,0,—,—,—,26.9,30.5,25,12.9,46.4
Changi,1986,12,9,131.7,—,—,—,26,30,24.4,12.2,47.2
Changi,1986,12,10,49,—,—,—,24.9,28.3,22.7,12.2,43.2
Changi,1986,12,11,6,—,—,—,26.2,29.5,23.4,13.3,46.4
Changi,1986,12,12,4.6,—,—,—,26,29.6,24.3,8.6,38.5
Changi,1986,12,13,0,—,—,—,26.6,31,23.9,13.8,47.2
Changi,1986,12,14,0,—,—,—,26.5,30.8,23.3,13,47.2
Changi,1986,12,15,0,—,—,—,26.5,31.1,23.2,13.9,48.2
Changi,1986,12,16,0,—,—,—,26.9,31.5,23.8,11.4,39.2
Changi,1986,12,17,17.6,—,—,—,24.5,26.7,23.2,4.8,29.9
Changi,1986,12,18,15.6,—,—,—,26.2,30.6,23,5.9,29.2
Changi,1986,12,19,0,—,—,—,27.1,32,24.5,9,43.2
Changi,1986,12,20,24.3,—,—,—,25.3,28.1,23.5,8.3,42.1
Changi,1986,12,21,7.8,—,—,—,24.5,26.4,23,5.5,41.4
Changi,1986,12,22,0,—,—,—,26.4,30.5,24.2,13.9,47.9
Changi,1986,12,23,0,—,—,—,26.6,30.9,23.9,14.3,44.6
Changi,1986,12,24,0,—,—,—,27,30.7,25,14.8,48.6
Changi,1986,12,25,0,—,—,—,26.9,30.6,24.8,11.9,52.9
Changi,1986,12,26,5.8,—,—,—,26.5,30.3,24.3,9.9,52.6
Changi,1986,12,27,0,—,—,—,26.8,30.9,24.5,13.5,38.2
Changi,1986,12,28,6.8,—,—,—,25.5,29.5,23.6,7.3,45.4
Changi,1986,12,29,26.5,—,—,—,25.1,29.5,24,5.6,43.9
Changi,1986,12,30,1.1,—,—,—,26.4,30.2,23.7,12.4,41
Changi,1986,12,31,0,—,—,—,26.7,30.8,23.6,12.5,42.1
