Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Changi,2008,4,1,0,—,—,—,28.1,32.5,25.2,4.8,27
Changi,2008,4,2,0.1,—,—,—,28.2,32.3,25.7,4.1,27
Changi,2008,4,3,1.6,—,—,—,27.5,32.5,24.3,5.3,29.2
Changi,2008,4,4,0,—,—,—,27.3,30.6,24,2.3,18
Changi,2008,4,5,0,—,—,—,28.1,32.1,24.7,3.1,25.2
Changi,2008,4,6,0,—,—,—,28.7,32.1,26.1,6.8,36.7
Changi,2008,4,7,0,—,—,—,27.8,31.5,25.5,2.1,28.8
Changi,2008,4,8,34.2,—,—,—,26.5,32.2,23.7,3.5,36
Changi,2008,4,9,0,—,—,—,28.1,33,23.4,3.6,19.8
Changi,2008,4,10,25.9,—,—,—,28.1,32.6,25.1,2.4,25.2
Changi,2008,4,11,8.5,—,—,—,26.9,30,24,1.7,32
Changi,2008,4,12,0.8,—,—,—,27.1,31.1,23.6,2,34.9
Changi,2008,4,13,0,—,—,—,27.6,31.9,24.8,1.8,22
Changi,2008,4,14,0,—,—,—,28,31.8,24.9,2.7,32.4
Changi,2008,4,15,1.7,—,—,—,27.9,32.9,25,3,29.9
Changi,2008,4,16,0.7,—,—,—,28.1,32.8,25.3,3.6,28.1
Changi,2008,4,17,0,—,—,—,28,30.8,25.2,6.9,38.2
Changi,2008,4,18,1.4,—,—,—,28.1,32.7,25.4,4.8,36.7
Changi,2008,4,19,0,—,—,—,27.4,30.4,23.6,5.2,24.8
Changi,2008,4,20,0,—,—,—,28.3,31.4,26,3.9,25.2
Changi,2008,4,21,2.6,—,—,—,28.8,32.6,26.1,6.1,27
Changi,2008,4,22,0.6,—,—,—,28,30,24.5,6.5,26.6
Changi,2008,4,23,0,—,—,—,29.3,33.3,26.6,8.6,32.4
Changi,2008,4,24,8.3,—,—,—,26.4,29.1,23.8,2.3,27
Changi,2008,4,25,0,—,—,—,27.5,32,23.6,2.6,36
Changi,2008,4,26,0,—,—,—,28.7,32.4,26,7.3,36
Changi,2008,4,27,0,—,—,—,29.6,32.8,27,7,28.8
Changi,2008,4,28,0,—,—,—,29.6,32.6,26.3,7,28.8
Changi,2008,4,29,0.5,—,—,—,29.1,31.7,26.7,3.6,32.4
Changi,2008,4,30,0.3,—,—,—,28.7,32,25.9,3.6,25.9
