Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Changi,1985,12,1,0,—,—,—,26.8,31.7,23.8,5.1,28.1
Changi,1985,12,2,0.3,—,—,—,26.4,31.5,23.9,3.6,36.7
Changi,1985,12,3,1,—,—,—,25.3,28.7,23.8,4.7,27.7
Changi,1985,12,4,0,—,—,—,26,29.8,23.7,5.4,34.9
Changi,1985,12,5,20,—,—,—,25.9,31.4,23.8,3.5,37.1
Changi,1985,12,6,10.5,—,—,—,26.2,32,24.3,3.1,31
Changi,1985,12,7,21.8,—,—,—,25.8,31,23.2,2.4,32.4
Changi,1985,12,8,42.2,—,—,—,25.1,30.5,23.2,3.6,37.4
Changi,1985,12,9,9.6,—,—,—,25.7,30.6,23.4,4,30.6
Changi,1985,12,10,0.2,—,—,—,24.8,26.5,22.9,2.2,34.2
Changi,1985,12,11,8.8,—,—,—,26.1,31.8,23.1,4.1,41.8
Changi,1985,12,12,9.8,—,—,—,25.9,30.6,23.4,3,52.9
Changi,1985,12,13,2.2,—,—,—,26.6,30.8,24,3.9,43.9
Changi,1985,12,14,0,—,—,—,25.5,27.1,23.5,3.2,43.2
Changi,1985,12,15,5.6,—,—,—,25.4,28.4,23.7,4.7,33.1
Changi,1985,12,16,6.1,—,—,—,25.4,28.8,24.1,7.2,37.8
Changi,1985,12,17,8.7,—,—,—,25.7,30,23.9,7.7,38.9
Changi,1985,12,18,86.8,—,—,—,25.9,30.8,23.5,6.6,39.6
Changi,1985,12,19,2.1,—,—,—,25.7,27.6,24.3,5.2,23
Changi,1985,12,20,48.5,—,—,—,26.4,31.1,23.5,7.5,29.2
Changi,1985,12,21,0,—,—,—,26.9,31,23.8,8.6,29.2
Changi,1985,12,22,28.3,—,—,—,27.4,32.4,24.2,6.6,33.8
Changi,1985,12,23,23.7,—,—,—,25.1,27.6,22.9,8.1,47.5
Changi,1985,12,24,0.3,—,—,—,25.9,29.7,23.5,13.9,54.7
Changi,1985,12,25,0,—,—,—,26.9,31,24.4,16.8,52.9
Changi,1985,12,26,0,—,—,—,26.5,30.5,24,11.8,42.5
Changi,1985,12,27,2.4,—,—,—,26.2,30.5,23.8,11.4,51.5
Changi,1985,12,28,1.2,—,—,—,26.4,30,24.1,15.9,47.9
Changi,1985,12,29,0,—,—,—,26.7,30.6,24.2,12.8,46.1
Changi,1985,12,30,0,—,—,—,26.9,31.6,24.2,13.3,43.9
Changi,1985,12,31,0,—,—,—,26.6,30.4,23.8,10.1,37.1
