Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Changi,1992,8,1,0.1,—,—,—,27,30.4,24.5,6.9,50.4
Changi,1992,8,2,0,—,—,—,27.3,31.3,23.9,8.3,45
Changi,1992,8,3,31,—,—,—,26.5,29.3,23.3,6,37.8
Changi,1992,8,4,0,—,—,—,27.5,31.3,23.7,9.9,30.6
Changi,1992,8,5,0,—,—,—,28.6,32.1,25.7,11.7,28.4
Changi,1992,8,6,0,—,—,—,28.7,32.2,25.3,10.8,32.4
Changi,1992,8,7,0,—,—,—,28.6,32.6,25.5,10.3,35.3
Changi,1992,8,8,0,—,—,—,28.6,32,25.5,12.1,28.1
Changi,1992,8,9,2,—,—,—,26.8,30,24.2,5.9,49
Changi,1992,8,10,0,—,—,—,28,31.3,24.9,7.3,28.1
Changi,1992,8,11,0,—,—,—,28.3,31.7,25.1,11.8,35.6
Changi,1992,8,12,0,—,—,—,28.5,31,26.8,15.5,36.7
Changi,1992,8,13,3,—,—,—,27.5,31.6,23.2,9.4,37.8
Changi,1992,8,14,0,—,—,—,26.6,30,23.4,7.6,34.2
Changi,1992,8,15,7.5,—,—,—,27.3,31.9,23.6,7.9,51.1
Changi,1992,8,16,11.2,—,—,—,26.5,29.9,23.5,10.4,36.4
Changi,1992,8,17,0.6,—,—,—,25.8,27.9,21.7,9.5,46.1
Changi,1992,8,18,0,—,—,—,28.2,31.7,25.4,12.8,33.5
Changi,1992,8,19,7.1,—,—,—,27.3,30.5,23.3,9.3,46.4
Changi,1992,8,20,0,—,—,—,27.8,32.2,24.5,4.9,25.6
Changi,1992,8,21,4,—,—,—,27.5,30.1,24.3,5.2,42.1
Changi,1992,8,22,0,—,—,—,27.8,30.7,23.4,7.4,37.4
Changi,1992,8,23,3.9,—,—,—,27.9,32.3,24.4,6.6,37.1
Changi,1992,8,24,4.1,—,—,—,26.8,29.9,22.9,5.1,39.2
Changi,1992,8,25,0,—,—,—,28.3,32.7,25.1,7.3,40.3
Changi,1992,8,26,0,—,—,—,28,32.5,25,5.2,35.3
Changi,1992,8,27,0,—,—,—,28.2,31.7,25.1,6.5,35.3
Changi,1992,8,28,0,—,—,—,29.2,33.6,25.6,8,41.4
Changi,1992,8,29,1.6,—,—,—,29,32.7,22.8,8,55.1
Changi,1992,8,30,0,—,—,—,28.2,33,23.1,6.7,36
Changi,1992,8,31,0,—,—,—,28.3,32.2,25.6,5.4,36.7
