Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Changi,2006,9,1,0,—,—,—,27.4,30.6,24.4,4.4,23.4
Changi,2006,9,2,0,—,—,—,28.6,31.8,25.9,11.5,30.2
Changi,2006,9,3,0,—,—,—,28.6,32.4,25.9,7.8,25.2
Changi,2006,9,4,7.8,—,—,—,28.5,32.1,26,6.3,27
Changi,2006,9,5,0.3,—,—,—,27.2,30,23.9,4.2,24.5
Changi,2006,9,6,0,—,—,—,28.1,31.8,25.2,5.4,32.4
Changi,2006,9,7,0,—,—,—,28.8,32.2,26,8.8,32.4
Changi,2006,9,8,0,—,—,—,28,31.4,25.8,5.5,32.4
Changi,2006,9,9,1,—,—,—,28.1,32.3,25.6,5.7,32.8
Changi,2006,9,10,3.3,—,—,—,26.9,30.7,24,4.1,41.4
Changi,2006,9,11,0,—,—,—,28.6,32.5,26.4,9.8,36
Changi,2006,9,12,0,—,—,—,28.8,32.8,26.5,9.9,41.4
Changi,2006,9,13,0,—,—,—,28.8,32.3,26.2,8.1,32.8
Changi,2006,9,14,4.3,—,—,—,27.9,32.6,25,6.9,39.6
Changi,2006,9,15,32.2,—,—,—,25.4,26.8,22.7,2.4,19.8
Changi,2006,9,16,0,—,—,—,27,31.2,24.4,3.1,31.3
Changi,2006,9,17,0,—,—,—,26.8,29.6,24.9,9.1,43.2
Changi,2006,9,18,14.3,—,—,—,26.3,28.5,23.9,3.5,25.9
Changi,2006,9,19,0,—,—,—,28.2,32.3,24.9,10.9,34.2
Changi,2006,9,20,0,—,—,—,28.8,32.6,26.4,14.2,32.4
Changi,2006,9,21,0,—,—,—,28.5,32.4,26.3,8.2,27
Changi,2006,9,22,0,—,—,—,29.1,32.1,26.5,6.4,21.6
Changi,2006,9,23,0.4,—,—,—,28,31.4,25.9,5.5,30.6
Changi,2006,9,24,0.2,—,—,—,28.2,31.2,25.3,5.6,25.2
Changi,2006,9,25,6.4,—,—,—,27.7,31.2,24,4.8,28.8
Changi,2006,9,26,0,—,—,—,28.2,31.4,26.1,6.7,20.5
Changi,2006,9,27,0.4,—,—,—,28.4,31.7,26.1,9.9,31
Changi,2006,9,28,0,—,—,—,29,32.3,27,10.5,34.2
Changi,2006,9,29,0,—,—,—,28.7,31.2,26.7,10,25.2
Changi,2006,9,30,12.7,—,—,—,26.8,30.5,24,4.2,38.2
