Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Changi,1990,8,1,0.4,—,—,—,28.7,32.4,26.4,8.7,34.2
Changi,1990,8,2,20,—,—,—,26.8,28.5,24.3,3.6,22.3
Changi,1990,8,3,13.3,—,—,—,26.5,27.9,24.1,3.1,28.4
Changi,1990,8,4,3.2,—,—,—,26.4,29.9,21.9,3.9,48.6
Changi,1990,8,5,0,—,—,—,28.7,32.6,25.7,5,25.2
Changi,1990,8,6,0,—,—,—,28.4,31.9,26,6.6,33.8
Changi,1990,8,7,0,—,—,—,28.2,32.5,25.7,5.6,28.1
Changi,1990,8,8,11.1,—,—,—,27.1,30.3,25,3.4,26.6
Changi,1990,8,9,0,—,—,—,27.2,31.4,23.3,3.4,42.8
Changi,1990,8,10,38.3,—,—,—,25.3,28.2,22.5,5,41.8
Changi,1990,8,11,0,—,—,—,26.8,31.1,23.4,3.2,19.4
Changi,1990,8,12,0,—,—,—,28.7,32.1,26.5,4.7,25.2
Changi,1990,8,13,0,—,—,—,28.8,31.9,26.9,10.3,32.4
Changi,1990,8,14,0,—,—,—,27.4,31.5,24.9,3.6,39.6
Changi,1990,8,15,31.2,—,—,—,26.9,30.2,21.1,5.3,59
Changi,1990,8,16,2.9,—,—,—,27.6,31.1,25.2,8.9,47.2
Changi,1990,8,17,0,—,—,—,26.8,30,22.9,4.5,36.7
Changi,1990,8,18,0,—,—,—,28.1,31.4,26.1,8.3,33.5
Changi,1990,8,19,0,—,—,—,28.5,32.4,26,9.3,40.3
Changi,1990,8,20,0,—,—,—,29,31.9,27.4,10,33.5
Changi,1990,8,21,0,—,—,—,29,33.9,26.1,7.6,31.7
Changi,1990,8,22,0,—,—,—,29.1,32.7,26.4,8.5,25.6
Changi,1990,8,23,1.6,—,—,—,29.1,32.9,25.9,9.1,36
Changi,1990,8,24,0,—,—,—,29.1,32.3,27.8,7.9,32.8
Changi,1990,8,25,3.3,—,—,—,27.1,28.6,24.8,4.5,45.4
Changi,1990,8,26,0,—,—,—,28.5,32.5,25.8,7.1,25.2
Changi,1990,8,27,0,—,—,—,29.2,32.4,27.1,12.8,34.9
Changi,1990,8,28,0.2,—,—,—,29.2,32.7,27.2,9.5,33.8
Changi,1990,8,29,12.6,—,—,—,28.6,32.8,24.9,7.7,47.5
Changi,1990,8,30,8.5,—,—,—,27,29.8,22.2,7.5,58
Changi,1990,8,31,0,—,—,—,29.4,33.4,26.2,10,36.4
