Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Changi,1997,8,1,0,—,—,—,29.6,33.3,27,14.3,30.2
Changi,1997,8,2,0,—,—,—,29.6,33.8,26.3,13.7,32.4
Changi,1997,8,3,0,—,—,—,29.4,33.2,26.9,13,28.1
Changi,1997,8,4,0.3,—,—,—,29.8,33.4,27.3,15.6,32.4
Changi,1997,8,5,6.8,—,—,—,28.6,33,24.7,14.4,39.6
Changi,1997,8,6,7.6,—,—,—,26.2,30.3,23,7.8,57.2
Changi,1997,8,7,0.7,—,—,—,28.3,32.4,24.7,12.7,38.9
Changi,1997,8,8,0,—,—,—,28.8,32.7,26.8,12.9,36.4
Changi,1997,8,9,0,—,—,—,29.5,34,26.8,13.2,27.7
Changi,1997,8,10,0,—,—,—,29.2,33.6,25.8,10.1,34.2
Changi,1997,8,11,0,—,—,—,28.8,32.7,27,14.8,34.6
Changi,1997,8,12,0,—,—,—,29.6,33.6,26.9,13.5,33.8
Changi,1997,8,13,0,—,—,—,29.6,33.4,27.3,16.9,37.8
Changi,1997,8,14,0,—,—,—,29.5,33.5,27,11,34.2
Changi,1997,8,15,0,—,—,—,29.5,33,27,15.4,36
Changi,1997,8,16,0.4,—,—,—,28.3,33.8,25.1,11.8,41
Changi,1997,8,17,0,—,—,—,28.2,31.6,25.3,10.6,32.8
Changi,1997,8,18,0,—,—,—,28.6,31.4,26.7,11.6,31.3
Changi,1997,8,19,0,—,—,—,29.4,33,26.7,14,31
Changi,1997,8,20,0,—,—,—,29.3,33.2,26.9,13.3,39.6
Changi,1997,8,21,1.2,—,—,—,28.2,30.2,26,9.1,32.8
Changi,1997,8,22,7.4,—,—,—,29,32.9,26.1,12.9,37.8
Changi,1997,8,23,61.4,—,—,—,26,29.1,22,9.7,79.2
Changi,1997,8,24,0,—,—,—,28.2,32.1,25.1,13.8,32.4
Changi,1997,8,25,0,—,—,—,29.1,32.2,26.2,14.2,29.9
Changi,1997,8,26,0,—,—,—,29.4,33,27,13.3,36
Changi,1997,8,27,0,—,—,—,29.2,32.7,26.7,12.6,27
Changi,1997,8,28,0,—,—,—,29,32,26.8,14,28.4
Changi,1997,8,29,0.8,—,—,—,28,32.4,23.8,11,46.4
Changi,1997,8,30,0,—,—,—,27.8,32.8,23.7,8.6,34.2
Changi,1997,8,31,0,—,—,—,28.3,32,24.6,4.4,19.8
