Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Changi,1989,8,1,5.5,—,—,—,28.5,31.4,25.8,9.8,38.9
Changi,1989,8,2,0.2,—,—,—,26.4,30,21.5,7.5,57.6
Changi,1989,8,3,0,—,—,—,27.3,32.9,24.6,7.6,41
Changi,1989,8,4,0,—,—,—,26.7,30.6,24.4,7.6,60.1
Changi,1989,8,5,0,—,—,—,28.5,33,25.3,8.6,36
Changi,1989,8,6,0,—,—,—,27.3,30.5,23.6,9.1,50
Changi,1989,8,7,0,—,—,—,28.4,33.3,25.1,6.9,27.4
Changi,1989,8,8,0.1,—,—,—,27.5,31,24.4,4.6,29.9
Changi,1989,8,9,17,—,—,—,26.5,30,22.5,5,38.2
Changi,1989,8,10,0,—,—,—,27.1,31.2,25.1,7.4,52.9
Changi,1989,8,11,3.8,—,—,—,27.5,31.1,23.7,5.6,31.3
Changi,1989,8,12,0.2,—,—,—,27.8,32.1,24.4,10.1,54
Changi,1989,8,13,12.7,—,—,—,27,30,23.9,6.8,47.5
Changi,1989,8,14,24.7,—,—,—,26.1,30.5,22.9,8,46.8
Changi,1989,8,15,6.1,—,—,—,27.4,31.3,23,10.2,39.2
Changi,1989,8,16,11.8,—,—,—,27.3,31,23.2,9.9,45.4
Changi,1989,8,17,0,—,—,—,25.8,28.1,22,5,60.1
Changi,1989,8,18,0,—,—,—,27.6,32.1,23.7,11.3,44.3
Changi,1989,8,19,3,—,—,—,26.8,28.7,24.9,4.7,27
Changi,1989,8,20,0,—,—,—,28.1,32.2,25.4,8.4,36
Changi,1989,8,21,16.8,—,—,—,27.4,31.5,24.1,9.9,45
Changi,1989,8,22,81.4,—,—,—,27,31.4,24.6,4.5,27.4
Changi,1989,8,23,0.1,—,—,—,27.3,31.8,24.5,5.4,34.6
Changi,1989,8,24,2.5,—,—,—,28.1,31.9,24.8,10.5,34.6
Changi,1989,8,25,1.4,—,—,—,26.1,28.4,22.4,6.1,56.5
Changi,1989,8,26,0,—,—,—,27.4,32.3,24.2,10.7,56.9
Changi,1989,8,27,0,—,—,—,27.8,31.1,25.2,8.7,35.6
Changi,1989,8,28,9.7,—,—,—,25.6,29.5,22.6,4.3,38.5
Changi,1989,8,29,2.7,—,—,—,25.6,27.9,23.3,9.2,36
Changi,1989,8,30,1.1,—,—,—,26.9,32,24.1,6.3,43.9
Changi,1989,8,31,0.2,—,—,—,27,31.9,22.4,7,47.5
