Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Changi,1986,3,1,0,—,—,—,27.6,32.3,25.5,19.7,51.5
Changi,1986,3,2,11.4,—,—,—,25.9,30,23.2,16.5,58.3
Changi,1986,3,3,9.4,—,—,—,25.7,30.7,24.2,22.2,79.2
Changi,1986,3,4,50.8,—,—,—,23.8,25.4,23.8,12.2,54.4
Changi,1986,3,5,38.1,—,—,—,24.7,26.8,22.6,9.8,62.3
Changi,1986,3,6,71.1,—,—,—,24.8,29.5,23.2,7.1,55.1
Changi,1986,3,7,24.5,—,—,—,25.4,27.1,23.8,10.6,45.4
Changi,1986,3,8,14.3,—,—,—,25.2,28.5,23.2,8.2,35.3
Changi,1986,3,9,8.5,—,—,—,24.7,27.7,22.6,3.8,31.3
Changi,1986,3,10,0.1,—,—,—,26.7,30.5,24.6,10.3,37.8
Changi,1986,3,11,4,—,—,—,26.1,30.2,26.9,5.2,39.6
Changi,1986,3,12,0.1,—,—,—,26.9,31.2,24.5,7.8,30.2
Changi,1986,3,13,0,—,—,—,27.3,32.1,24.2,10.3,43.6
Changi,1986,3,14,2.3,—,—,—,27.4,31.6,24.7,7.7,29.9
Changi,1986,3,15,0,—,—,—,27.3,31.5,24.6,7.2,21.6
Changi,1986,3,16,0,—,—,—,27.3,30.6,25.4,4.4,15.1
Changi,1986,3,17,0,—,—,—,27.6,32.4,25.3,5.7,26.6
Changi,1986,3,18,61.5,—,—,—,25.9,29.6,24.1,3.1,30.2
Changi,1986,3,19,0.8,—,—,—,26.4,30.5,23.2,4.9,31.7
Changi,1986,3,20,13.5,—,—,—,26.4,31.9,23.7,4.4,32.8
Changi,1986,3,21,0,—,—,—,26.2,28.2,25,4.1,32.4
Changi,1986,3,22,0,—,—,—,27.1,32.1,23.6,4.7,27
Changi,1986,3,23,0.8,—,—,—,27.3,31.9,24.9,4.5,36
Changi,1986,3,24,0,—,—,—,27.6,32.6,24.7,8.4,31.7
Changi,1986,3,25,0,—,—,—,27,31.2,24.2,9.7,32
Changi,1986,3,26,0,—,—,—,27.6,32.2,24,10.2,39.6
Changi,1986,3,27,0,—,—,—,27.6,32,24.1,7.5,32.8
Changi,1986,3,28,18.9,—,—,—,26.2,32.4,23,4.2,37.1
Changi,1986,3,29,5.2,—,—,—,26.4,31.4,23.4,4.4,46.8
Changi,1986,3,30,18.1,—,—,—,25.9,30.2,24.1,3.1,44.6
Changi,1986,3,31,0,—,—,—,27.5,32.7,24,4.5,30.2
