Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Changi,1989,12,1,40.1,—,—,—,23.5,24.6,22.6,6.5,45.4
Changi,1989,12,2,2,—,—,—,25.6,28.9,23.4,12.2,50
Changi,1989,12,3,19.4,—,—,—,24.7,26.9,23.3,7.4,36
Changi,1989,12,4,0,—,—,—,26,29.6,23.4,10.8,40.3
Changi,1989,12,5,0,—,—,—,26.4,30,24.2,8.7,35.6
Changi,1989,12,6,0,—,—,—,26.8,30.6,24.4,11.4,39.6
Changi,1989,12,7,0,—,—,—,26.9,30.8,24.3,13,43.2
Changi,1989,12,8,0.1,—,—,—,26.4,29.9,24,10.8,39.2
Changi,1989,12,9,2.2,—,—,—,26.1,29.5,23.8,8.1,40.3
Changi,1989,12,10,0,—,—,—,26.8,31.1,24.3,11.1,46.1
Changi,1989,12,11,0,—,—,—,27.1,30.9,24.1,14,40
Changi,1989,12,12,0.1,—,—,—,26.9,30.9,24.6,12,43.9
Changi,1989,12,13,1.2,—,—,—,27.2,31.2,24.5,15,52.9
Changi,1989,12,14,2.5,—,—,—,24.9,28.3,23.1,11.5,57.6
Changi,1989,12,15,0.6,—,—,—,25.7,30.5,23.5,12.2,54.7
Changi,1989,12,16,0,—,—,—,26.6,31.4,23.5,11,37.8
Changi,1989,12,17,0.7,—,—,—,26.5,31.8,23.7,9.9,48.2
Changi,1989,12,18,10.6,—,—,—,26.3,31,23.8,9.8,50.8
Changi,1989,12,19,12.7,—,—,—,25.3,29.9,23.3,8.5,50.4
Changi,1989,12,20,8.2,—,—,—,26.1,31.2,23.8,11.1,58
Changi,1989,12,21,0,—,—,—,27.2,31.7,24.5,8.4,29.9
Changi,1989,12,22,0,—,—,—,27.4,31.9,24.8,7.1,32.4
Changi,1989,12,23,0,—,—,—,27.4,32,24.6,8.1,30.2
Changi,1989,12,24,0,—,—,—,27.6,31.9,24.5,8.3,34.6
Changi,1989,12,25,13.3,—,—,—,27.9,32,25.1,8.8,37.1
Changi,1989,12,26,4.4,—,—,—,26.2,30,23.2,6.9,32.8
Changi,1989,12,27,4,—,—,—,25.9,30.3,24.4,4.5,42.8
Changi,1989,12,28,44.2,—,—,—,26.3,30.2,23.6,8.7,35.6
Changi,1989,12,29,2.7,—,—,—,26,29.8,22.5,5.2,36.7
Changi,1989,12,30,9.1,—,—,—,26.3,30.2,24.2,5.5,37.1
Changi,1989,12,31,1.6,—,—,—,25,27.4,23.8,4.2,26.6
