Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Changi,1996,4,1,3.6,—,—,—,26.5,28.5,24.2,4.9,35.6
Changi,1996,4,2,0,—,—,—,28.4,32.3,25.8,2.8,17.6
Changi,1996,4,3,8.4,—,—,—,28.4,33.6,25.3,9.8,42.1
Changi,1996,4,4,10.8,—,—,—,27.7,31.5,24.3,7.1,33.5
Changi,1996,4,5,0.1,—,—,—,27.4,31.4,24.7,5.3,40
Changi,1996,4,6,0,—,—,—,28.8,33.2,24.9,5.8,29.9
Changi,1996,4,7,0,—,—,—,28.6,33.3,25,6.4,36
Changi,1996,4,8,11.6,—,—,—,27,28.7,25.5,2.7,19.4
Changi,1996,4,9,0,—,—,—,27.5,31.8,23.2,5.5,36.4
Changi,1996,4,10,0.1,—,—,—,28.5,31.7,25.9,4.1,24.5
Changi,1996,4,11,3.8,—,—,—,27.8,32.4,24.6,4.3,34.6
Changi,1996,4,12,0,—,—,—,28.3,32.3,25.1,6.1,35.6
Changi,1996,4,13,0,—,—,—,28.8,33,25.9,7.2,28.4
Changi,1996,4,14,0,—,—,—,28.9,32.8,25.2,5.9,28.4
Changi,1996,4,15,8.1,—,—,—,28.3,33.2,25,5.3,36
Changi,1996,4,16,4.9,—,—,—,27.8,30.7,25.1,2.8,20.5
Changi,1996,4,17,0,—,—,—,27.9,32.6,25.1,4,35.6
Changi,1996,4,18,0,—,—,—,28.2,33,24.7,3.5,21.2
Changi,1996,4,19,55.7,—,—,—,27.4,30.4,23.8,2,37.4
Changi,1996,4,20,0,—,—,—,28.5,32.1,25,5.4,29.9
Changi,1996,4,21,22,—,—,—,27.6,30.7,24.3,3.5,41
Changi,1996,4,22,11.5,—,—,—,27.2,32,24.8,1.9,25.2
Changi,1996,4,23,3.3,—,—,—,26.7,30.7,24.9,2.8,36
Changi,1996,4,24,11.5,—,—,—,26.8,29.7,24.8,3.7,37.8
Changi,1996,4,25,0,—,—,—,27.4,32,25.3,2.9,30.6
Changi,1996,4,26,0,—,—,—,27.7,32.6,25,2.8,36.4
Changi,1996,4,27,0,—,—,—,28.2,32,25.6,2.8,21.6
Changi,1996,4,28,18.3,—,—,—,27.2,32,25.1,3.5,32.4
Changi,1996,4,29,2.1,—,—,—,27.2,31,24.6,2.8,36
Changi,1996,4,30,2.4,—,—,—,27.6,31,24.2,6.2,32.8
