Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Changi,2019,6,1,0,0,0,0,28.3,32.3,26.7,6.8,31.7
Changi,2019,6,2,13.6,10.4,12.2,13,28.6,32.8,25.8,6.5,26.3
Changi,2019,6,3,37.6,15.2,18.6,28.6,26.9,31.4,24.2,6.1,27.7
Changi,2019,6,4,0,0,0,0,28.3,31.1,25.5,8.6,27.4
Changi,2019,6,5,0,0,0,0,29.4,32.6,27.8,8.6,29.5
Changi,2019,6,6,4,1,1.6,2.6,27.1,29,25.2,6.8,32
Changi,2019,6,7,10.6,6,8.2,9,26.1,27.5,24.4,6.5,31.3
Changi,2019,6,8,0.6,0.2,0.4,0.4,27.4,29.8,25.6,6.8,23
Changi,2019,6,9,0.2,0.4,0.4,0.4,28.9,32,26.9,9,37.8
Changi,2019,6,10,0,0,0,0,30,33,27.9,12.2,32.8
Changi,2019,6,11,0,0,0,0,29.9,32.9,26.9,11.9,34.2
Changi,2019,6,12,18.2,10.4,13.2,14.6,27.2,29.7,23.6,7.9,30.6
Changi,2019,6,13,2.8,0.8,1.4,2,28.7,30.6,27,10.8,36.7
Changi,2019,6,14,5,4,4.4,4.4,28.9,32.1,26.8,7.9,26.3
Changi,2019,6,15,0,0,0,0,28.7,31.8,26.8,6.8,28.1
Changi,2019,6,16,0,0,0,0,29.3,32.2,27.3,8.6,34.2
Changi,2019,6,17,0,0,0,0,29.2,31.4,27.7,10.1,29.9
Changi,2019,6,18,9.8,4.6,5,5.4,27.1,28.6,25,6.5,26.6
Changi,2019,6,19,1.4,1.2,1.2,1.2,27.9,29.5,26.2,6.1,24.1
Changi,2019,6,20,4.4,2.6,3.6,4,28.6,32.4,25.2,9.4,42.1
Changi,2019,6,21,28,21.2,27.4,28,27.8,31.7,24.7,6.8,30.2
Changi,2019,6,22,18.6,8.8,16.4,17.4,26.8,30.1,23.3,6.5,57.6
Changi,2019,6,23,0,0,0,0,28.6,31.9,25.5,7.9,27.4
Changi,2019,6,24,0.6,0.6,0.6,0.6,28.9,32.5,25.7,11.2,34.6
Changi,2019,6,25,0,0,0,0,29.5,32.1,27.6,15.8,36.7
Changi,2019,6,26,0,0,0,0,28.3,31.2,27.1,8.6,43.2
Changi,2019,6,27,0,0,0,0,29.2,32.2,26.7,9.7,34.2
Changi,2019,6,28,0,0,0,0,29.6,32.2,27.8,14.4,33.5
Changi,2019,6,29,18.4,15.2,16.2,16.8,28.6,32,23.9,13,41.8
Changi,2019,6,30,0,0,0,0,28.8,30.9,27.3,10.1,28.8
