Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Changi,2000,11,1,6.4,—,—,—,28.3,31.3,26.6,3,19.1
Changi,2000,11,2,20,—,—,—,27.1,31,24.2,3.9,46.8
Changi,2000,11,3,0.4,—,—,—,27.3,30.8,25.3,3,16.6
Changi,2000,11,4,16.7,—,—,—,27.6,31.4,24.4,2.1,20.2
Changi,2000,11,5,0,—,—,—,27.2,30.5,23.2,4.1,36
Changi,2000,11,6,72,—,—,—,26.4,32.1,23.9,2.2,26.6
Changi,2000,11,7,0,—,—,—,26.6,31.2,24.5,3.5,32.4
Changi,2000,11,8,0.7,—,—,—,27.1,32,24.6,4.1,25.2
Changi,2000,11,9,12,—,—,—,27,30.1,25,5.7,33.1
Changi,2000,11,10,5.3,—,—,—,26.5,27.9,25.2,5,23.4
Changi,2000,11,11,0,—,—,—,26.9,30.6,24.6,6.7,47.2
Changi,2000,11,12,0.7,—,—,—,27.4,30.6,25,7.3,29.2
Changi,2000,11,13,6.8,—,—,—,27.3,32.2,24.4,6.4,51.8
Changi,2000,11,14,31.2,—,—,—,27.4,32.7,25,5.7,25.2
Changi,2000,11,15,57.4,—,—,—,27,30.7,24.4,4.5,30.6
Changi,2000,11,16,2.2,—,—,—,27.3,30.5,25.4,7.1,29.5
Changi,2000,11,17,0,—,—,—,28,32.3,25.3,6,32.4
Changi,2000,11,18,0,—,—,—,28.5,32.9,25.3,5.5,25.2
Changi,2000,11,19,50.1,—,—,—,26.9,31.7,24.8,5.3,33.5
Changi,2000,11,20,6.6,—,—,—,27,32.1,25,4.8,36.7
Changi,2000,11,21,0.1,—,—,—,27.1,30.7,25,5.8,43.2
Changi,2000,11,22,48.5,—,—,—,26.3,29.1,23.9,3.5,19.4
Changi,2000,11,23,8.4,—,—,—,26.4,29.8,23.7,7.1,24.5
Changi,2000,11,24,0,—,—,—,28.9,32.5,25.1,10.8,37.1
Changi,2000,11,25,0,—,—,—,28.9,31.4,26.4,6.2,27
Changi,2000,11,26,5.8,—,—,—,28.8,34.2,23.9,5.7,45
Changi,2000,11,27,21.2,—,—,—,27.4,33.5,24.6,5.2,43.2
Changi,2000,11,28,5.2,—,—,—,27.4,30,25.4,7.5,36
Changi,2000,11,29,0.1,—,—,—,26.7,30.5,22.9,7,34.2
Changi,2000,11,30,7.9,—,—,—,26.6,31.8,23.1,6.1,43.2
