Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Changi,2001,2,1,0,—,—,—,26.2,29.6,23.4,4.1,21.6
Changi,2001,2,2,4.3,—,—,—,27.2,31.9,24.5,5.9,32
Changi,2001,2,3,0,—,—,—,27,30.9,25.1,3.5,21.6
Changi,2001,2,4,9,—,—,—,26.7,32.3,24,5,36
Changi,2001,2,5,0,—,—,—,26.3,29.5,24.8,5.6,27
Changi,2001,2,6,28.2,—,—,—,26.2,31.5,23.9,8.3,29.2
Changi,2001,2,7,0,—,—,—,27,31,24.1,5.7,30.6
Changi,2001,2,8,0,—,—,—,25.9,28.1,24.4,3.5,24.5
Changi,2001,2,9,21.3,—,—,—,25.7,28.3,23,3.9,34.9
Changi,2001,2,10,0,—,—,—,26.5,29.2,24.6,9.2,30.2
Changi,2001,2,11,0,—,—,—,27.4,31.6,24.3,9.5,34.9
Changi,2001,2,12,2.5,—,—,—,26.9,30,24.9,6.1,30.6
Changi,2001,2,13,0,—,—,—,27.2,31,25.2,6.3,25.2
Changi,2001,2,14,0,—,—,—,27.4,31.2,24.9,13.3,38.9
Changi,2001,2,15,0,—,—,—,27.6,31,25.4,14,45
Changi,2001,2,16,0,—,—,—,27.5,30.7,25.4,14.2,42.1
Changi,2001,2,17,0,—,—,—,27.1,30.7,24.9,12.3,34.6
Changi,2001,2,18,0.8,—,—,—,26.8,31.3,23.8,10,34.2
Changi,2001,2,19,3.5,—,—,—,27,31.3,24,9.5,29.5
Changi,2001,2,20,0.8,—,—,—,26.6,30.3,24.6,8.5,34.2
Changi,2001,2,21,11.5,—,—,—,26.9,31.6,24.5,7.9,31.3
Changi,2001,2,22,2.3,—,—,—,26.5,30,24.6,5.1,25.2
Changi,2001,2,23,0,—,—,—,27.2,31.7,24.7,6.8,25.2
Changi,2001,2,24,2.4,—,—,—,26.9,31.5,24.3,4.7,27.4
Changi,2001,2,25,0,—,—,—,27.7,32.4,24.6,6.9,25.6
Changi,2001,2,26,0,—,—,—,27.8,31.7,25.2,11.7,32.4
Changi,2001,2,27,0,—,—,—,28,31.9,25,9.6,30.6
Changi,2001,2,28,0,—,—,—,27.8,31.8,24.9,11.7,33.5
