Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Changi,2010,6,1,43,—,—,—,29.2,32.9,25.8,5.5,27.4
Changi,2010,6,2,3.4,—,—,—,28.3,31.6,24.1,6.4,35.6
Changi,2010,6,3,0,—,—,—,29.7,33.1,26.5,8.6,29.5
Changi,2010,6,4,0,—,—,—,29.4,32.5,27.2,7.4,37.1
Changi,2010,6,5,0,—,—,—,28.6,31.1,26.2,6.8,30.2
Changi,2010,6,6,24.3,—,—,—,29.1,32.9,25.3,6.2,32.4
Changi,2010,6,7,10.5,—,—,—,28.1,30.9,24.3,5.6,31.7
Changi,2010,6,8,2,—,—,—,26.7,27.7,25.4,3.8,22
Changi,2010,6,9,0,—,—,—,28.3,32.6,25.4,5.7,27
Changi,2010,6,10,1.8,—,—,—,27.5,29.3,25.9,7.1,21.2
Changi,2010,6,11,0,—,—,—,29.7,33,25.9,9,26.3
Changi,2010,6,12,0,—,—,—,29.6,33.5,27,7.2,34.6
Changi,2010,6,13,1,—,—,—,28.2,33.4,25.5,6.3,55.1
Changi,2010,6,14,0.7,—,—,—,28.6,31.6,24.3,6.2,50.8
Changi,2010,6,15,29.7,—,—,—,27.9,30.7,24,6.6,42.5
Changi,2010,6,16,38.4,—,—,—,25.9,28.2,23,8.5,32
Changi,2010,6,17,0,—,—,—,28.1,31.7,24.4,8.3,28.4
Changi,2010,6,18,1,—,—,—,28.6,30.4,26.1,6.1,41
Changi,2010,6,19,8.1,—,—,—,28.2,31.7,25.7,7.1,32
Changi,2010,6,20,0,—,—,—,28.8,31.6,24.6,8.1,38.9
Changi,2010,6,21,0,—,—,—,29.7,32.2,27.3,13,34.9
Changi,2010,6,22,0.4,—,—,—,28.4,30.4,26,8.4,31.3
Changi,2010,6,23,5.1,—,—,—,26.9,31.4,23.8,8.8,56.9
Changi,2010,6,24,9,—,—,—,28.3,31.2,25.4,9.8,27.4
Changi,2010,6,25,26,—,—,—,26.5,28.2,23.1,7.3,34.9
Changi,2010,6,26,0,—,—,—,28.6,32.2,25.6,8.5,34.6
Changi,2010,6,27,19.8,—,—,—,27.4,29.6,24.2,7.5,28.4
Changi,2010,6,28,15.7,—,—,—,28,30.8,25.1,6.8,40.3
Changi,2010,6,29,0.1,—,—,—,28.5,32.1,23.4,8.1,30.2
Changi,2010,6,30,0.5,—,—,—,28.7,32.5,26.1,6.4,23.4
