Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Changi,2010,12,1,0,—,—,—,27.5,30.8,24.5,5.5,27.4
Changi,2010,12,2,85.8,—,—,—,26.5,32.4,22.3,7.1,86
Changi,2010,12,3,15.6,—,—,—,26.2,31.9,23.2,7.5,46.1
Changi,2010,12,4,1.4,—,—,—,26.4,28.3,23.3,6.1,33.1
Changi,2010,12,5,0,—,—,—,27.8,32.9,24.3,7.4,30.2
Changi,2010,12,6,8.4,—,—,—,26.9,33.1,24.2,5.7,33.1
Changi,2010,12,7,0,—,—,—,27.4,32,23.8,6.2,27
Changi,2010,12,8,2,—,—,—,27.4,30.9,25.1,6.8,25.9
Changi,2010,12,9,0,—,—,—,26.9,30.2,24,6.8,29.5
Changi,2010,12,10,0,—,—,—,27,29.6,24,5.4,20.9
Changi,2010,12,11,2.6,—,—,—,27.9,32.6,24.7,6.1,31.7
Changi,2010,12,12,0,—,—,—,28.3,33.6,24.5,6.5,33.1
Changi,2010,12,13,4.2,—,—,—,26.9,31.3,24.4,5.9,28.8
Changi,2010,12,14,0,—,—,—,27.5,32.6,23.6,6.7,27.4
Changi,2010,12,15,29.4,—,—,—,26.6,31.6,23.8,6.9,33.5
Changi,2010,12,16,0.6,—,—,—,26,30.9,23.4,6.4,41
Changi,2010,12,17,0.6,—,—,—,26.5,31.2,23.5,6.9,36.7
Changi,2010,12,18,3.8,—,—,—,26,30,23.6,7.5,53.6
Changi,2010,12,19,0,—,—,—,26.4,29.8,23.6,7.9,28.1
Changi,2010,12,20,0,—,—,—,27,31,24.1,6.1,23.4
Changi,2010,12,21,0,—,—,—,27.4,31.4,24.1,8.1,26.6
Changi,2010,12,22,12.4,—,—,—,26.6,30,24.1,7.5,25.9
Changi,2010,12,23,0,—,—,—,26.3,28.7,24.5,6.4,25.9
Changi,2010,12,24,0,—,—,—,26.8,31.1,24.1,8.9,35.3
Changi,2010,12,25,12.8,—,—,—,26.4,30.6,22.8,6.8,41.8
Changi,2010,12,26,0,—,—,—,27.1,31.3,23.5,9.5,40
Changi,2010,12,27,0,—,—,—,27.2,31,24.3,7.2,24.1
Changi,2010,12,28,1.8,—,—,—,25.3,26.2,23.9,7,23.8
Changi,2010,12,29,0,—,—,—,26.3,30.4,23.3,6.1,26.3
Changi,2010,12,30,0,—,—,—,25.6,27.2,23.8,7,28.4
Changi,2010,12,31,0,—,—,—,26.5,30.2,23.2,8.7,29.9
