Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Changi,1988,9,1,37.1,—,—,—,26.1,31.1,24,4.2,29.9
Changi,1988,9,2,63.5,—,—,—,24.9,28.3,22.9,2.1,29.9
Changi,1988,9,3,2.6,—,—,—,25.2,28.1,23.6,6.2,37.8
Changi,1988,9,4,0,—,—,—,26.7,31.6,23.5,5.8,37.8
Changi,1988,9,5,0,—,—,—,28,31.6,25.3,10.8,32.4
Changi,1988,9,6,0,—,—,—,27.9,31,25.9,10.1,55.8
Changi,1988,9,7,0,—,—,—,26.8,31,24,4.3,26.3
Changi,1988,9,8,0.6,—,—,—,27,30.9,25.2,6.9,34.9
Changi,1988,9,9,0,—,—,—,27.9,32.1,25.9,8.4,44.3
Changi,1988,9,10,5.7,—,—,—,26.5,31.7,24,4.7,50.4
Changi,1988,9,11,77.2,—,—,—,27.2,31.1,24.9,7.6,30.2
Changi,1988,9,12,2.5,—,—,—,25,27,21.7,4.3,42.1
Changi,1988,9,13,0,—,—,—,27.1,32.1,24.3,5.2,25.2
Changi,1988,9,14,0,—,—,—,28.1,32.4,25.8,7.3,47.9
Changi,1988,9,15,3.2,—,—,—,27.2,31.5,24.6,6.8,50
Changi,1988,9,16,0,—,—,—,27.9,31.8,25.5,10.8,41.8
Changi,1988,9,17,0.5,—,—,—,28,32.1,25.3,10.1,39.2
Changi,1988,9,18,41.7,—,—,—,27.3,31.5,24.6,6.3,40.3
Changi,1988,9,19,1.6,—,—,—,26.6,31.1,23.5,3.8,30.2
Changi,1988,9,20,0,—,—,—,27.9,32.1,24.8,5.3,28.1
Changi,1988,9,21,187.3,—,—,—,28.1,33.3,24.7,8.8,35.3
Changi,1988,9,22,0,—,—,—,25.4,28.1,22.3,11.5,45.7
Changi,1988,9,23,0,—,—,—,27.4,31.6,25,3.9,33.5
Changi,1988,9,24,0,—,—,—,28.7,32.3,26.4,11.7,33.1
Changi,1988,9,25,11.8,—,—,—,27.5,31.1,23,8,50
Changi,1988,9,26,5.1,—,—,—,26.9,31.1,24.5,3.2,37.1
Changi,1988,9,27,0,—,—,—,26.8,31.4,25.1,3.6,35.3
Changi,1988,9,28,0,—,—,—,26.5,31.2,23.8,6.9,66.2
Changi,1988,9,29,0,—,—,—,27.8,30.7,25.1,6.6,25.6
Changi,1988,9,30,0,—,—,—,27.6,30,26.1,6.2,28.4
