Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Changi,1993,11,1,0,—,—,—,27.7,32.1,24.1,4.5,32.8
Changi,1993,11,2,0,—,—,—,27.7,32,25.2,4.1,30.6
Changi,1993,11,3,11.2,—,—,—,25.8,30.6,24.4,2.2,28.1
Changi,1993,11,4,0,—,—,—,26.7,30.4,23.3,4.5,34.2
Changi,1993,11,5,39.8,—,—,—,27.5,32.1,24.7,4.1,32.8
Changi,1993,11,6,1.9,—,—,—,26.2,29.5,23,4.5,38.2
Changi,1993,11,7,1.6,—,—,—,27.7,32.2,23.9,3.3,27.7
Changi,1993,11,8,22.8,—,—,—,25.6,29.4,23.9,3.5,38.5
Changi,1993,11,9,0,—,—,—,26.9,31.1,23.6,3,24.5
Changi,1993,11,10,20,—,—,—,26.8,32.5,23.8,3.8,35.3
Changi,1993,11,11,0,—,—,—,27,32.2,24.1,2.9,31
Changi,1993,11,12,0,—,—,—,26.9,28.9,24.8,2.6,24.8
Changi,1993,11,13,0.3,—,—,—,27.3,29.8,25,2.9,24.1
Changi,1993,11,14,34,—,—,—,25.7,30.1,23.5,3.3,29.2
Changi,1993,11,15,61.3,—,—,—,25.7,31.7,22.7,4.1,76
Changi,1993,11,16,0.2,—,—,—,26.4,30.5,23.9,2.2,26.3
Changi,1993,11,17,0.1,—,—,—,26.7,30.9,24.5,3.5,33.1
Changi,1993,11,18,0,—,—,—,27.7,32.1,24.6,2.8,24.1
Changi,1993,11,19,0,—,—,—,27.4,31.7,24.7,4.3,31
Changi,1993,11,20,10,—,—,—,27,29.7,25,4,34.2
Changi,1993,11,21,0.5,—,—,—,27.4,31.5,24.9,2.2,28.8
Changi,1993,11,22,0,—,—,—,27.7,31.5,24.5,4.7,33.1
Changi,1993,11,23,0,—,—,—,27.5,31.5,24.5,2.8,41.4
Changi,1993,11,24,0.2,—,—,—,27.1,30.1,24.4,3.3,38.5
Changi,1993,11,25,4.9,—,—,—,25.5,28,23.5,2.6,44.6
Changi,1993,11,26,0,—,—,—,27.1,31.5,24,4.3,35.3
Changi,1993,11,27,7.7,—,—,—,26.7,30.9,24.9,3.3,37.8
Changi,1993,11,28,29.4,—,—,—,27,29.6,24.4,6.5,36
Changi,1993,11,29,4.6,—,—,—,26.7,31.4,22.9,5.2,37.4
Changi,1993,11,30,0.3,—,—,—,26.9,32.3,24.4,2.7,23.4
