Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Changi,2006,5,1,36.6,—,—,—,27.6,32.8,24.8,2.4,25.2
Changi,2006,5,2,7,—,—,—,27,30.5,25,2.2,23.4
Changi,2006,5,3,28.6,—,—,—,27,32.3,24.3,2.2,31.3
Changi,2006,5,4,1,—,—,—,28.5,32.3,25.4,3.2,25.2
Changi,2006,5,5,4.1,—,—,—,26.6,27.6,25,1.7,27
Changi,2006,5,6,22,—,—,—,27.2,32.1,24.7,2.4,25.6
Changi,2006,5,7,0,—,—,—,28.2,31.8,24.4,4.1,23.4
Changi,2006,5,8,0,—,—,—,29.4,33.2,26,6,25.2
Changi,2006,5,9,0,—,—,—,29.5,33.2,26.5,5.9,27.4
Changi,2006,5,10,0,—,—,—,28.8,32.6,26.4,2.4,28.8
Changi,2006,5,11,0,—,—,—,29.2,33.8,26,2.3,25.2
Changi,2006,5,12,0.3,—,—,—,28,33.4,25.4,2.3,21.6
Changi,2006,5,13,8.3,—,—,—,26.7,31.6,25.3,1.5,25.2
Changi,2006,5,14,16.7,—,—,—,27.4,32,24.7,1.2,41.4
Changi,2006,5,15,0,—,—,—,28.1,31.2,25.4,4.2,23.8
Changi,2006,5,16,0,—,—,—,29.2,32.6,26.4,7,29.5
Changi,2006,5,17,0,—,—,—,29.7,32.8,27.7,7.8,24.8
Changi,2006,5,18,0,—,—,—,29.2,32.1,26.6,3.8,19.8
Changi,2006,5,19,0,—,—,—,28.9,32.4,26.5,6.3,30.6
Changi,2006,5,20,0,—,—,—,29,32.6,26.8,7.6,31
Changi,2006,5,21,0,—,—,—,27.3,30.5,25.6,1.8,39.6
Changi,2006,5,22,12,—,—,—,27.5,31.9,23.8,3.5,30.6
Changi,2006,5,23,0,—,—,—,27.5,30.7,23.6,7.7,45
Changi,2006,5,24,0,—,—,—,28.4,31.2,26.4,4.6,27
Changi,2006,5,25,25.1,—,—,—,28.1,33.4,24.5,3.3,28.8
Changi,2006,5,26,0,—,—,—,28.1,32.5,25.6,5.1,33.8
Changi,2006,5,27,27.2,—,—,—,26.9,31.4,24.9,2.5,18
Changi,2006,5,28,14.3,—,—,—,25.8,29.6,24.2,3.7,36
Changi,2006,5,29,0,—,—,—,28.5,32.3,24.4,3.7,21.6
Changi,2006,5,30,0,—,—,—,29.4,32.6,26.5,5.1,29.2
Changi,2006,5,31,2.5,—,—,—,29.1,32.6,26,6.2,37.8
