Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Changi,1999,9,1,0,—,—,—,28.6,32,24.8,6.8,25.2
Changi,1999,9,2,0,—,—,—,28.3,31.5,24.9,6.3,27
Changi,1999,9,3,41.5,—,—,—,26.9,29.5,23,3.7,36
Changi,1999,9,4,14.3,—,—,—,26.9,30.4,22.8,4.5,42.8
Changi,1999,9,5,0,—,—,—,26.6,30.4,22.1,6.1,56.5
Changi,1999,9,6,0,—,—,—,28.3,31.7,25.7,6.6,26.6
Changi,1999,9,7,0,—,—,—,28.8,32,26.7,11.8,32.8
Changi,1999,9,8,0,—,—,—,28.9,32.3,26.7,13.4,34.9
Changi,1999,9,9,0.7,—,—,—,27.3,31.3,25.5,3.2,39.6
Changi,1999,9,10,2.3,—,—,—,26.9,31.3,24.5,5.4,50.4
Changi,1999,9,11,0,—,—,—,28.3,32.2,24.7,6,28.4
Changi,1999,9,12,0,—,—,—,28.5,32.7,24.8,5.4,22
Changi,1999,9,13,0,—,—,—,28.8,31.7,26.2,7.9,28.1
Changi,1999,9,14,0,—,—,—,28.5,32.1,26.2,5.7,27
Changi,1999,9,15,0,—,—,—,27.2,31,24,4.9,31
Changi,1999,9,16,0,—,—,—,28,31.1,24.7,7.1,33.8
Changi,1999,9,17,0,—,—,—,29.3,33.1,27,11.1,27.4
Changi,1999,9,18,0,—,—,—,28.7,33.9,25.5,4.3,27
Changi,1999,9,19,0.2,—,—,—,27.3,32.7,24.7,4.9,46.8
Changi,1999,9,20,0,—,—,—,28.4,32.3,24.9,4.1,27
Changi,1999,9,21,0,—,—,—,28.8,32.9,25.4,6.5,25.9
Changi,1999,9,22,0,—,—,—,28.8,33.1,25.4,5.6,28.8
Changi,1999,9,23,0.2,—,—,—,28.3,33.5,25.8,8.4,41.4
Changi,1999,9,24,0.2,—,—,—,28.4,32.4,25.6,6.6,25.2
Changi,1999,9,25,0.8,—,—,—,28.3,32.8,25.4,7.3,31.3
Changi,1999,9,26,31,—,—,—,27.4,32.7,22.1,2.1,28.8
Changi,1999,9,27,10.7,—,—,—,26.6,30.2,24.1,2.3,23.4
Changi,1999,9,28,1.7,—,—,—,27.5,32.4,25.4,2.8,21.6
Changi,1999,9,29,21.7,—,—,—,26.1,29.7,23.4,2.2,30.6
Changi,1999,9,30,0.6,—,—,—,26.6,31,24.3,2.4,36
