Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Changi,1996,6,1,0,—,—,—,29.5,32.6,26.6,6.2,27
Changi,1996,6,2,0,—,—,—,28.8,32.4,26,3.2,32
Changi,1996,6,3,1.7,—,—,—,28.6,31.7,26.4,1.9,19.8
Changi,1996,6,4,0,—,—,—,28.6,32.5,26,3.7,28.4
Changi,1996,6,5,12.1,—,—,—,27.7,30.4,25.4,3,32.4
Changi,1996,6,6,0,—,—,—,28.6,32.5,24.8,6.7,28.8
Changi,1996,6,7,13.6,—,—,—,27.5,29.8,25.3,2.8,16.9
Changi,1996,6,8,94.3,—,—,—,27.3,31,23.5,3.9,37.8
Changi,1996,6,9,0.3,—,—,—,27.6,31.6,23.3,8.2,54
Changi,1996,6,10,2.6,—,—,—,26.7,30.9,24.6,2.2,41.8
Changi,1996,6,11,0,—,—,—,27.3,31.2,24.4,3.6,24.1
Changi,1996,6,12,4.3,—,—,—,28.6,32.1,25.7,4.6,24.1
Changi,1996,6,13,0.3,—,—,—,28.7,33,23.5,0.2,37.4
Changi,1996,6,14,10.3,—,—,—,27.4,31.3,24,4.5,30.2
Changi,1996,6,15,0,—,—,—,28.4,32,25.4,6.8,31.3
Changi,1996,6,16,64.2,—,—,—,27.2,31.4,22.1,5.1,68.4
Changi,1996,6,17,1.1,—,—,—,26.6,31,24.7,5.3,48.2
Changi,1996,6,18,0,—,—,—,29,32.5,25.5,8.4,32.4
Changi,1996,6,19,0,—,—,—,29.2,33.5,26,5.4,31.7
Changi,1996,6,20,0,—,—,—,30,33.1,27.8,14.9,32
Changi,1996,6,21,0,—,—,—,29.8,33.9,27.2,13.1,31.3
Changi,1996,6,22,0,—,—,—,29.9,33.1,27.4,11,28.4
Changi,1996,6,23,0,—,—,—,29.8,32.7,27.7,9.4,24.1
Changi,1996,6,24,46,—,—,—,28,32.3,23.6,7.1,37.8
Changi,1996,6,25,2.9,—,—,—,26.2,31.4,24,3.2,41.4
Changi,1996,6,26,0,—,—,—,28.5,33.2,24.2,6.9,31.3
Changi,1996,6,27,4.3,—,—,—,28.9,32.1,26.9,5.9,27.4
Changi,1996,6,28,7.7,—,—,—,28.1,31,25,4,68
Changi,1996,6,29,0,—,—,—,28.5,32.4,25.1,2.9,31
Changi,1996,6,30,0.1,—,—,—,28,30.9,25.6,4,21.6
