Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Changi,2011,1,1,0,—,—,—,27.4,31.3,24.5,12.2,35.6
Changi,2011,1,2,0,—,—,—,27.9,31.4,25.1,12.6,36
Changi,2011,1,3,12.6,—,—,—,26.1,31.1,23.6,7.8,33.5
Changi,2011,1,4,0,—,—,—,27.3,31.3,24,10.2,33.8
Changi,2011,1,5,77,—,—,—,27.1,32.4,22.1,10.1,43.6
Changi,2011,1,6,23,—,—,—,25.2,28.8,22.8,6.2,34.2
Changi,2011,1,7,0.4,—,—,—,25.1,26.9,23.5,6.6,22.7
Changi,2011,1,8,0.2,—,—,—,26.2,30.3,23.6,10,39.6
Changi,2011,1,9,3.6,—,—,—,26.6,30,24,9.9,40.3
Changi,2011,1,10,27.6,—,—,—,24.9,25.9,23.2,6.6,25.6
Changi,2011,1,11,0,—,—,—,25.3,27.3,23.2,6.2,26.6
Changi,2011,1,12,0,—,—,—,26.5,31.2,23.9,7.6,33.1
Changi,2011,1,13,0,—,—,—,27,30.7,23.6,10.1,35.3
Changi,2011,1,14,0.2,—,—,—,26.1,29.8,24.3,6.8,35.3
Changi,2011,1,15,0.6,—,—,—,26.5,30,24,8.8,32
Changi,2011,1,16,0,—,—,—,27,30.1,25,13.8,36.4
Changi,2011,1,17,16.4,—,—,—,25.5,29.2,22.5,11,37.4
Changi,2011,1,18,0,—,—,—,26.3,30.1,23.7,11.7,34.6
Changi,2011,1,19,0,—,—,—,26.8,30.7,23.6,12.3,29.9
Changi,2011,1,20,2.2,—,—,—,26.6,30.9,22.2,11.6,34.2
Changi,2011,1,21,0,—,—,—,26.5,30.6,23.2,11.4,34.6
Changi,2011,1,22,0,—,—,—,27.1,30.8,23.6,11.7,30.6
Changi,2011,1,23,0,—,—,—,27.3,31,24.4,12.5,37.1
Changi,2011,1,24,0,—,—,—,27.8,32.1,24.5,12.2,36.7
Changi,2011,1,25,16,—,—,—,26.5,30.7,22.6,11.6,40.7
Changi,2011,1,26,19.6,—,—,—,25.9,30,22.6,11.1,50
Changi,2011,1,27,0,—,—,—,27.1,29.9,24.6,14.7,47.2
Changi,2011,1,28,15.6,—,—,—,26.4,28.5,23.6,14.6,42.5
Changi,2011,1,29,52.8,—,—,—,25.9,28.4,23.6,12.3,40.7
Changi,2011,1,30,216.2,—,—,—,23.6,25,21.6,6.6,34.9
Changi,2011,1,31,29.2,—,—,—,24,25,22.4,8.5,34.6
