Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Changi,1993,4,1,0,—,—,—,27.4,31.2,25.1,4.8,27.7
Changi,1993,4,2,56.7,—,—,—,27.9,32.4,24.7,5.4,29.5
Changi,1993,4,3,1,—,—,—,26.6,31.3,22.5,5.9,31.7
Changi,1993,4,4,4.2,—,—,—,27,31.4,24.4,4.5,40.3
Changi,1993,4,5,34.3,—,—,—,26.1,32.3,22.2,4.3,50.8
Changi,1993,4,6,0,—,—,—,27.6,32.5,23.4,6.6,30.2
Changi,1993,4,7,0,—,—,—,28.6,32.4,25.7,7.4,32.4
Changi,1993,4,8,24.1,—,—,—,27,31.1,23.6,3.6,36.7
Changi,1993,4,9,4.6,—,—,—,26,30.5,23.7,5.5,38.5
Changi,1993,4,10,0,—,—,—,27.7,32.6,24.4,5.9,36.4
Changi,1993,4,11,19.3,—,—,—,27.5,32.4,25,5.3,33.8
Changi,1993,4,12,0.7,—,—,—,26,29.7,21.7,4.3,65.9
Changi,1993,4,13,2.5,—,—,—,27.2,30.5,24.8,6.9,36.7
Changi,1993,4,14,2.9,—,—,—,27.7,31.7,25,8.9,44.3
Changi,1993,4,15,28.5,—,—,—,27.4,32,24.5,5.1,31.7
Changi,1993,4,16,0.3,—,—,—,26.9,31.5,23.2,3.1,52.2
Changi,1993,4,17,0,—,—,—,28.4,31.9,24.4,5.2,25.9
Changi,1993,4,18,0.5,—,—,—,28.5,31.8,24.4,7.3,50.8
Changi,1993,4,19,0,—,—,—,28.9,32.3,25.7,6.1,39.2
Changi,1993,4,20,15,—,—,—,27.8,31.4,24.4,5.4,47.5
Changi,1993,4,21,1.3,—,—,—,28.3,31.9,25.1,4.2,34.9
Changi,1993,4,22,0,—,—,—,28.1,32.5,24.9,3.7,37.8
Changi,1993,4,23,33,—,—,—,26.5,32.1,23.6,2.7,55.1
Changi,1993,4,24,0,—,—,—,28,32.1,23.9,3.3,25.2
Changi,1993,4,25,1.7,—,—,—,28.8,33,26,6.8,43.9
Changi,1993,4,26,0,—,—,—,29,33.5,26,6.5,41.8
Changi,1993,4,27,30,—,—,—,28.9,32.1,25.7,7.1,45.7
Changi,1993,4,28,0,—,—,—,27.9,32.9,25,3.8,40
Changi,1993,4,29,11.3,—,—,—,26.7,31.3,24.2,3.2,32.8
Changi,1993,4,30,12,—,—,—,27.4,31.2,24.5,3.2,35.3
