Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Changi,2008,8,1,0,—,—,—,29,32.3,26.7,11.9,29.5
Changi,2008,8,2,0,—,—,—,29.1,32.7,26.1,9.4,25.6
Changi,2008,8,3,0,—,—,—,28.9,32.1,26.8,12.3,28.1
Changi,2008,8,4,2.1,—,—,—,28.6,31.6,25.9,13.7,32.4
Changi,2008,8,5,0,—,—,—,28.7,31.7,26.3,9.7,36
Changi,2008,8,6,0,—,—,—,28.9,32.4,26.3,12.3,39.6
Changi,2008,8,7,133.9,—,—,—,27,31.8,22.6,10.1,48.6
Changi,2008,8,8,0,—,—,—,27.7,31.1,23.1,9.7,28.8
Changi,2008,8,9,24.7,—,—,—,27.4,32,23.3,4.6,30.2
Changi,2008,8,10,1.3,—,—,—,26.8,31,24,3,27
Changi,2008,8,11,0,—,—,—,28.6,31.7,25.4,8.5,28.1
Changi,2008,8,12,0.9,—,—,—,26.9,30,24,10.8,48.6
Changi,2008,8,13,0,—,—,—,27.8,32.3,23.4,5.1,25.2
Changi,2008,8,14,0,—,—,—,28.9,31.9,26.3,10.2,36
Changi,2008,8,15,0,—,—,—,28.9,32.2,26.6,11.2,41.4
Changi,2008,8,16,7.8,—,—,—,27.5,31.7,23.9,9.2,43.9
Changi,2008,8,17,0.3,—,—,—,27.5,30.7,24.4,5.9,37.8
Changi,2008,8,18,4.7,—,—,—,27.6,31.4,24.9,5,42.1
Changi,2008,8,19,0.2,—,—,—,26.2,27.9,25,5.6,22
Changi,2008,8,20,0,—,—,—,27.8,30.7,24.8,8,29.9
Changi,2008,8,21,0,—,—,—,28.3,31.9,25.6,8.4,36
Changi,2008,8,22,14.3,—,—,—,26.3,30.4,23.8,5.5,46.8
Changi,2008,8,23,30.9,—,—,—,24.9,27.6,22.8,3.3,36
Changi,2008,8,24,54.2,—,—,—,25.1,29.9,23.3,3.6,41.4
Changi,2008,8,25,0,—,—,—,26.3,28.4,24,5,23.4
Changi,2008,8,26,2.8,—,—,—,27.1,31.3,24.4,4.5,27
Changi,2008,8,27,5.8,—,—,—,25.6,28.6,23.9,2.3,25.9
Changi,2008,8,28,19.5,—,—,—,26.5,30.5,23.5,4.7,25.2
Changi,2008,8,29,0.2,—,—,—,26.8,28.8,25.5,3.2,23.8
Changi,2008,8,30,17.6,—,—,—,27,31.9,24.6,2.1,25.2
Changi,2008,8,31,6.1,—,—,—,27.2,29.9,25,3.8,27
