Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Changi,1999,8,1,0,—,—,—,28.5,32.5,23.9,8.6,31
Changi,1999,8,2,0,—,—,—,28.8,31.8,27,10.4,31.7
Changi,1999,8,3,0,—,—,—,28.8,32.4,25.9,8,28.1
Changi,1999,8,4,0,—,—,—,28.9,31.6,26.9,8.8,33.5
Changi,1999,8,5,23.9,—,—,—,27.7,31.2,23,9.2,43.6
Changi,1999,8,6,0,—,—,—,28.3,30.7,26,10.1,41.4
Changi,1999,8,7,5.5,—,—,—,28,31.4,25.8,7.7,36
Changi,1999,8,8,0,—,—,—,28,31.5,25.6,4.6,23.4
Changi,1999,8,9,0,—,—,—,28.6,32.1,25.4,8.4,28.8
Changi,1999,8,10,9,—,—,—,28.4,32,22.6,8.9,37.8
Changi,1999,8,11,0,—,—,—,27.7,31.7,24,5,25.2
Changi,1999,8,12,25,—,—,—,25.5,29.1,21.9,1.3,55.8
Changi,1999,8,13,0,—,—,—,27.5,31.4,23.7,5,34.2
Changi,1999,8,14,5.2,—,—,—,27.4,31.8,24.3,6.3,41.4
Changi,1999,8,15,0,—,—,—,26.5,29.3,24.6,5.6,29.5
Changi,1999,8,16,0,—,—,—,27.5,30.8,24.8,4.9,29.5
Changi,1999,8,17,1.1,—,—,—,27.6,31.6,24.9,4.7,34.2
Changi,1999,8,18,0,—,—,—,28,32.9,24.5,4,26.6
Changi,1999,8,19,28.6,—,—,—,27.4,30.7,23.8,4.6,36
Changi,1999,8,20,0,—,—,—,26.5,28.5,23.8,6.5,32.4
Changi,1999,8,21,27.8,—,—,—,27.3,29.6,25,6.5,27.7
Changi,1999,8,22,3.7,—,—,—,27.4,29.3,23.7,5.8,30.6
Changi,1999,8,23,13.5,—,—,—,27,31.3,24.1,4.7,32.4
Changi,1999,8,24,2,—,—,—,26.9,30.6,25,5.5,37.1
Changi,1999,8,25,42.4,—,—,—,25.3,28.7,23.1,2.8,38.2
Changi,1999,8,26,0,—,—,—,26.9,30.8,23.5,4.8,22.3
Changi,1999,8,27,0,—,—,—,28.3,32.4,24.9,5.3,28.8
Changi,1999,8,28,0,—,—,—,28.3,31.6,24.9,7,29.2
Changi,1999,8,29,16.3,—,—,—,25.6,28.8,23.2,3.6,36
Changi,1999,8,30,0,—,—,—,26.7,31.5,23.8,2.2,22.7
Changi,1999,8,31,0,—,—,—,27.5,31.9,25.2,5,49.3
