Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Changi,2002,2,1,0,—,—,—,27.1,31.3,24.2,9.7,37.8
Changi,2002,2,2,0,—,—,—,27.2,31.5,23.9,9.5,36
Changi,2002,2,3,0,—,—,—,27.2,31.2,24.3,8.9,36
Changi,2002,2,4,0,—,—,—,27.1,31.6,23.5,11.1,34.6
Changi,2002,2,5,0,—,—,—,27.2,31.9,23.9,9.9,34.9
Changi,2002,2,6,0,—,—,—,27.2,31.6,24.1,10.6,35.3
Changi,2002,2,7,0,—,—,—,27.1,31.1,23.8,8.4,27
Changi,2002,2,8,0,—,—,—,26.8,30.9,23.8,11.2,35.3
Changi,2002,2,9,0,—,—,—,26.9,31.2,23.3,10,34.2
Changi,2002,2,10,0,—,—,—,27.3,31.9,23.9,10.3,32.4
Changi,2002,2,11,0,—,—,—,27.6,31.8,24.3,10.6,43.2
Changi,2002,2,12,9.1,—,—,—,28.1,32.3,25.1,15.2,41.4
Changi,2002,2,13,41.7,—,—,—,24.2,26.2,22.1,12.6,37.8
Changi,2002,2,14,0,—,—,—,27.2,30.6,24.9,15,33.5
Changi,2002,2,15,0,—,—,—,25.6,28.8,23.6,12.1,46.1
Changi,2002,2,16,0,—,—,—,27.4,31,25,14.3,40.3
Changi,2002,2,17,0,—,—,—,27.3,31.3,24.2,14.7,39.6
Changi,2002,2,18,0,—,—,—,27.4,31.6,24.4,13.8,38.9
Changi,2002,2,19,0,—,—,—,27.7,31.2,25.2,16,40.3
Changi,2002,2,20,0,—,—,—,27.6,31.1,25.1,11.5,36
Changi,2002,2,21,0,—,—,—,27.4,30.5,25.1,7.2,28.8
Changi,2002,2,22,0,—,—,—,27.8,32,25.3,10.1,35.3
Changi,2002,2,23,0,—,—,—,28.2,32.1,25.5,12.6,40.7
Changi,2002,2,24,0,—,—,—,28.1,32.5,24.7,10.3,32.4
Changi,2002,2,25,0,—,—,—,27.8,31.8,25.2,11.3,32.4
Changi,2002,2,26,0,—,—,—,27.5,31.6,24.9,14,37.8
Changi,2002,2,27,0,—,—,—,28.3,32.5,26,16.2,36
Changi,2002,2,28,0,—,—,—,28,32.5,25.5,11.7,34.2
