Date,Year,Month,Day,Daily Rainfall Total (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
2005-10-27,2005,10,27,45.3,26.8,30.8,23.0,5.2,36.0
2005-10-26,2005,10,26,0.9,26.1,29.0,24.0,4.0,28.8
2005-10-25,2005,10,25,33.0,26.7,32.4,23.9,3.9,55.8
2005-10-24,2005,10,24,1.3,27.9,32.0,25.3,4.0,18.0
2005-10-23,2005,10,23,0.0,26.9,30.6,24.1,5.7,34.6
2005-10-22,2005,10,22,14.5,27.8,31.5,24.5,3.3,23.0
2005-10-21,2005,10,21,2.1,28.3,32.1,25.5,3.2,18.0
2005-10-20,2005,10,20,0.0,26.6,28.5,24.4,5.1,25.2
2005-10-19,2005,10,19,16.7,26.4,31.2,23.6,4.9,28.4
2005-10-18,2005,10,18,10.1,27.0,32.0,24.3,2.7,25.2
2005-10-17,2005,10,17,0.2,26.0,29.5,23.3,0.7,9.4
2005-10-16,2005,10,16,76.2,26.0,30.4,23.4,2.6,29.9
2005-10-15,2005,10,15,0.0,28.2,32.2,24.2,3.9,24.1
2005-10-14,2005,10,14,2.7,27.7,32.0,25.6,3.3,27.0
2005-10-13,2005,10,13,0.6,27.8,30.1,24.6,4.2,25.2
2005-10-12,2005,10,12,0.0,29.2,32.2,27.6,7.9,29.2
2005-10-11,2005,10,11,0.0,29.0,32.5,27.1,9.5,28.8
2005-10-10,2005,10,10,0.0,29.1,32.2,26.4,6.4,25.2
2005-10-09,2005,10,9,0.9,28.1,31.4,25.3,5.4,39.6
2005-10-08,2005,10,8,0.0,27.9,30.2,26.5,3.9,28.8
2005-10-07,2005,10,7,3.1,27.9,31.7,23.7,7.1,46.8
2005-10-06,2005,10,6,14.5,28.7,32.6,25.0,5.3,32.4
2005-10-05,2005,10,5,0.0,26.8,30.3,23.2,2.4,36.0
2005-10-04,2005,10,4,49.3,27.6,31.3,23.6,5.0,37.8
2005-10-03,2005,10,3,41.7,27.5,31.5,23.9,4.1,34.2
2005-10-02,2005,10,2,0.9,27.2,31.2,24.8,4.7,52.2
2005-10-01,2005,10,1,0.4,27.8,32.1,25.3,2.7,23.4
2005-09-30,2005,9,30,0.0,28.2,32.8,25.6,3.0,32.4
2005-09-29,2005,9,29,0.3,28.4,32.6,25.1,3.9,25.6
2005-09-28,2005,9,28,0.0,28.6,32.4,26.4,8.3,34.9
2005-09-27,2005,9,27,0.0,29.4,32.7,27.6,10.7,28.8
2005-09-26,2005,9,26,0.0,28.7,32.4,25.9,9.4,34.9
2005-09-25,2005,9,25,4.4,27.8,31.9,24.6,8.6,46.8
2005-09-24,2005,9,24,0.0,28.9,32.3,25.0,5.6,25.2
2005-09-23,2005,9,23,0.0,27.8,32.2,24.4,4.1,28.8
2005-09-22,2005,9,22,9.1,26.4,31.8,24.5,3.2,38.5
2005-09-21,2005,9,21,0.0,26.7,31.9,24.2,4.4,35.3
2005-09-20,2005,9,20,9.9,28.0,32.5,23.4,6.9,29.5
2005-09-19,2005,9,19,9.1,28.2,31.2,23.0,4.7,40.0
2005-09-18,2005,9,18,1.2,27.0,29.0,21.8,7.4,43.9
2005-09-17,2005,9,17,43.4,28.5,31.9,24.7,10.7,34.2
2005-09-16,2005,9,16,2.4,27.9,31.3,24.8,7.6,32.4
2005-09-15,2005,9,15,0.7,28.7,32.9,26.0,6.4,31.3
2005-09-14,2005,9,14,0.0,28.9,32.5,26.1,5.5,28.4
2005-09-13,2005,9,13,0.0,27.9,31.8,25.0,5.5,26.3
2005-09-12,2005,9,12,30.1,27.4,32.2,23.8,3.2,25.6
2005-09-11,2005,9,11,0.2,28.5,33.1,25.8,4.9,37.8
2005-09-10,2005,9,10,0.0,28.7,32.6,26.6,6.7,27.0
2005-09-09,2005,9,9,0.0,29.1,32.5,26.8,7.3,25.6
2005-09-08,2005,9,8,0.6,28.1,31.7,24.4,7.6,31.7
2005-09-07,2005,9,7,2.6,29.3,32.1,27.6,10.3,31.3
2005-09-06,2005,9,6,0.0,29.5,32.7,27.1,10.4,27.4
2005-09-05,2005,9,5,4.5,28.1,31.8,24.5,8.0,41.4
2005-09-04,2005,9,4,17.9,26.8,30.8,24.0,6.0,29.2
2005-09-03,2005,9,3,20.0,28.0,30.9,25.8,5.5,32.4
2005-09-02,2005,9,2,7.0,27.2,30.2,25.6,3.6,29.9
2005-09-01,2005,9,1,12.3,28.3,32.9,26.0,6.4,33.5
2005-08-31,2005,8,31,1.2,28.9,32.8,26.1,9.7,36.0
2005-08-30,2005,8,30,2.5,27.8,30.3,24.8,7.9,38.5
2005-08-29,2005,8,29,0.0,29.6,33.6,26.7,8.8,30.6
2005-08-28,2005,8,28,0.0,29.3,32.9,26.0,9.9,31.0
2005-08-27,2005,8,27,0.0,28.0,31.2,23.9,7.7,27.0
2005-08-26,2005,8,26,5.6,28.1,32.0,25.7,6.1,29.9
2005-08-25,2005,8,25,0.1,28.0,32.4,24.9,4.1,26.3
2005-08-24,2005,8,24,0.0,27.6,31.5,24.4,2.9,25.9
2005-08-23,2005,8,23,1.7,26.4,29.9,24.1,1.9,36.0
2005-08-22,2005,8,22,0.0,28.3,31.4,25.9,6.1,23.4
2005-08-21,2005,8,21,0.4,26.4,28.8,24.3,4.4,27.0
2005-08-20,2005,8,20,2.1,28.1,31.9,25.1,7.2,30.6
2005-08-19,2005,8,19,0.0,28.3,31.9,25.2,11.0,29.9
2005-08-18,2005,8,18,1.9,26.2,27.7,24.3,4.3,31.3
2005-08-17,2005,8,17,4.2,28.8,33.2,26.3,3.4,36.0
2005-08-16,2005,8,16,0.3,29.1,33.2,27.1,7.8,28.8
2005-08-15,2005,8,15,0.0,29.2,33.0,26.7,11.0,31.3
2005-08-14,2005,8,14,0.1,28.8,31.9,26.5,10.6,43.2
2005-08-13,2005,8,13,0.0,29.1,32.1,27.0,12.2,27.0
2005-08-12,2005,8,12,0.0,27.2,29.4,23.5,10.7,42.5
2005-08-11,2005,8,11,13.3,28.4,31.9,26.3,9.1,31.3
2005-08-10,2005,8,10,0.0,29.1,32.5,26.8,7.4,22.3
2005-08-09,2005,8,9,0.0,28.7,30.9,26.9,8.8,32.4
2005-08-08,2005,8,8,0.0,28.8,30.8,27.5,8.8,26.6
2005-08-07,2005,8,7,0.0,29.3,32.0,26.6,8.7,24.8
2005-08-06,2005,8,6,0.0,29.1,32.4,26.9,8.3,27.7
2005-08-05,2005,8,5,0.0,28.7,32.3,25.1,5.2,25.9
2005-08-04,2005,8,4,8.7,26.5,29.1,22.5,2.8,41.4
2005-08-03,2005,8,3,2.6,26.9,31.1,23.5,2.3,36.0
2005-08-02,2005,8,2,13.8,27.8,31.0,23.4,4.9,36.7
2005-08-01,2005,8,1,0.0,28.8,32.4,26.5,8.6,28.8
2005-07-31,2005,7,31,0.0,28.1,32.1,24.2,3.8,24.1
2005-07-30,2005,7,30,26.3,26.5,31.0,21.3,5.6,46.8
2005-07-29,2005,7,29,0.0,29.3,32.1,27.2,7.1,23.4
2005-07-28,2005,7,28,0.0,29.2,32.5,27.1,8.8,25.2
2005-07-27,2005,7,27,0.0,27.9,31.0,24.9,3.6,21.6
2005-07-26,2005,7,26,0.5,26.2,27.7,23.1,5.0,39.2
2005-07-25,2005,7,25,23.2,28.4,31.4,26.7,6.6,28.8
2005-07-24,2005,7,24,0.1,27.5,30.2,25.5,2.9,42.1
2005-07-23,2005,7,23,0.9,27.8,31.0,25.9,6.1,31.7
2005-07-22,2005,7,22,0.6,28.7,31.5,26.5,6.2,22.3
2005-07-21,2005,7,21,0.0,27.7,29.7,25.4,4.8,27.4
2005-07-20,2005,7,20,0.0,28.1,31.7,25.1,5.7,25.6
2005-07-19,2005,7,19,6.8,26.4,28.0,24.5,2.6,28.8
2005-07-18,2005,7,18,7.7,26.9,31.3,24.3,3.1,31.7
2005-07-17,2005,7,17,0.5,27.8,30.5,24.1,5.3,22.0
2005-07-16,2005,7,16,9.4,26.2,29.1,24.0,3.0,23.4
2005-07-15,2005,7,15,3.1,27.0,31.6,25.0,3.1,23.4
2005-07-14,2005,7,14,14.9,27.8,32.3,24.5,2.7,27.0
2005-07-13,2005,7,13,0.0,28.4,32.7,24.9,7.0,29.9
2005-07-12,2005,7,12,3.2,27.1,31.1,25.2,3.4,27.7
2005-07-11,2005,7,11,0.0,28.5,32.0,25.2,4.1,23.8
2005-07-10,2005,7,10,0.0,28.2,33.6,25.5,6.0,32.4
2005-07-09,2005,7,9,0.0,28.9,33.9,25.2,6.7,28.4
2005-07-08,2005,7,8,0.0,28.2,32.6,25.1,5.0,27.0
2005-07-07,2005,7,7,0.0,28.4,32.4,26.1,4.7,23.4
2005-07-06,2005,7,6,0.0,29.0,32.0,26.4,4.2,25.6
2005-07-05,2005,7,5,0.0,29.3,32.5,26.4,6.3,22.7
2005-07-04,2005,7,4,0.5,27.9,30.1,23.1,7.2,43.9
2005-07-03,2005,7,3,4.6,28.8,32.2,26.0,5.4,41.4
2005-07-02,2005,7,2,1.7,29.1,32.2,26.4,7.1,59.4
2005-07-01,2005,7,1,0.0,29.3,32.6,26.2,6.1,31.0
2005-06-30,2005,6,30,0.1,28.0,31.2,25.8,8.1,28.8
2005-06-29,2005,6,29,5.0,27.2,31.6,23.6,6.8,54.4
2005-06-28,2005,6,28,14.0,28.9,32.4,26.8,7.5,29.2
2005-06-27,2005,6,27,1.0,28.3,32.0,26.1,3.9,39.6
2005-06-26,2005,6,26,0.0,27.8,30.5,25.5,4.6,21.6
2005-06-25,2005,6,25,5.5,28.5,30.6,25.3,10.6,38.5
2005-06-24,2005,6,24,1.7,28.7,31.6,25.2,7.6,32.4
2005-06-23,2005,6,23,0.0,29.6,32.7,26.6,6.6,22.3
2005-06-22,2005,6,22,0.0,28.3,30.3,25.9,3.4,18.4
2005-06-21,2005,6,21,1.6,27.1,29.2,23.9,2.4,30.2
2005-06-20,2005,6,20,5.0,28.8,33.9,24.3,5.6,30.2
2005-06-19,2005,6,19,11.6,29.3,33.6,26.0,3.5,19.1
2005-06-18,2005,6,18,0.0,29.1,33.2,24.5,2.9,34.9
2005-06-17,2005,6,17,27.6,28.3,31.2,25.8,2.1,26.3
2005-06-16,2005,6,16,0.0,29.2,33.1,26.4,2.4,18.4
2005-06-15,2005,6,15,2.4,27.4,30.4,24.4,4.2,34.9
2005-06-14,2005,6,14,1.9,28.7,33.1,25.9,4.3,30.6
2005-06-13,2005,6,13,0.0,28.8,31.4,27.2,2.7,18.0
2005-06-12,2005,6,12,0.0,28.9,31.6,27.3,5.6,29.9
2005-06-11,2005,6,11,0.0,29.5,33.4,26.8,2.2,18.0
2005-06-10,2005,6,10,2.7,30.0,33.2,26.5,12.6,37.8
2005-06-09,2005,6,9,0.0,30.2,33.3,27.8,16.5,39.6
2005-06-08,2005,6,8,0.0,28.3,29.8,26.4,6.6,27.0
2005-06-07,2005,6,7,0.6,29.1,32.7,26.7,5.3,25.2
2005-06-06,2005,6,6,0.0,29.0,32.9,26.4,3.9,27.4
2005-06-05,2005,6,5,0.0,28.7,31.4,26.3,5.1,25.6
2005-06-04,2005,6,4,1.3,29.4,32.3,27.5,6.8,30.6
2005-06-03,2005,6,3,0.0,29.9,32.8,27.7,8.7,27.0
2005-06-02,2005,6,2,0.0,30.0,33.2,28.0,8.2,29.5
2005-06-01,2005,6,1,0.3,28.6,31.4,26.4,4.4,24.5
2005-05-31,2005,5,31,0.0,29.3,32.9,26.5,4.8,31.0
2005-05-30,2005,5,30,0.0,28.6,32.5,25.2,4.4,20.9
2005-05-29,2005,5,29,19.2,27.6,32.5,23.7,7.4,45.0
2005-05-28,2005,5,28,0.0,29.5,32.7,26.6,9.2,29.5
2005-05-27,2005,5,27,0.5,28.9,31.4,26.3,6.8,42.1
2005-05-26,2005,5,26,0.0,28.0,30.9,24.1,5.2,34.9
2005-05-25,2005,5,25,18.0,27.2,30.7,23.3,6.0,23.8
2005-05-24,2005,5,24,22.0,28.4,33.0,25.0,4.4,34.2
2005-05-23,2005,5,23,2.8,29.5,33.1,27.8,9.6,36.0
2005-05-22,2005,5,22,0.0,28.3,31.9,25.0,7.4,29.5
2005-05-21,2005,5,21,3.4,28.0,32.5,24.8,7.0,32.8
2005-05-20,2005,5,20,0.0,28.1,32.5,25.0,6.3,33.1
2005-05-19,2005,5,19,28.8,28.1,31.6,24.2,7.4,34.2
2005-05-18,2005,5,18,1.5,29.0,32.4,26.2,7.3,36.0
2005-05-17,2005,5,17,9.4,27.1,31.7,24.8,4.5,40.7
2005-05-16,2005,5,16,0.7,27.9,31.5,24.5,2.8,43.2
2005-05-15,2005,5,15,0.6,28.0,31.3,24.3,5.1,24.8
2005-05-14,2005,5,14,43.7,29.3,32.6,23.9,4.9,35.3
2005-05-13,2005,5,13,0.0,30.0,33.3,26.6,5.9,28.8
2005-05-12,2005,5,12,1.0,26.9,29.3,22.6,5.0,52.2
2005-05-11,2005,5,11,27.8,29.6,33.0,26.9,7.1,26.3
2005-05-10,2005,5,10,58.7,27.5,30.7,23.6,5.1,38.5
2005-05-09,2005,5,9,0.0,29.1,33.2,25.0,4.6,23.8
2005-05-08,2005,5,8,12.5,26.7,29.0,24.6,4.1,46.4
2005-05-07,2005,5,7,10.5,29.1,33.3,26.6,4.8,32.0
2005-05-06,2005,5,6,51.8,27.2,33.0,24.3,1.3,36.7
2005-05-05,2005,5,5,15.0,28.3,33.0,25.2,2.4,25.6
2005-05-04,2005,5,4,0.0,29.9,35.3,26.5,4.3,31.7
2005-05-03,2005,5,3,0.0,30.1,35.0,26.4,5.4,31.3
2005-05-02,2005,5,2,0.0,29.7,34.2,26.4,5.9,24.5
2005-05-01,2005,5,1,3.2,28.8,35.4,26.3,4.9,37.1
2005-04-30,2005,4,30,0.0,30.6,35.0,28.0,10.7,28.8
2005-04-29,2005,4,29,0.0,30.7,35.1,28.0,10.1,32.4
2005-04-28,2005,4,28,0.0,30.2,34.2,28.2,7.5,26.3
2005-04-27,2005,4,27,0.0,30.3,35.0,27.7,6.5,30.6
2005-04-26,2005,4,26,0.0,30.4,34.3,27.6,10.2,31.0
2005-04-25,2005,4,25,0.0,30.0,35.0,26.5,6.2,30.6
2005-04-24,2005,4,24,0.0,29.7,33.5,27.7,6.9,36.0
2005-04-23,2005,4,23,0.0,29.8,34.1,26.5,6.3,28.8
2005-04-22,2005,4,22,0.0,29.5,33.7,26.2,8.4,36.0
2005-04-21,2005,4,21,0.9,28.7,31.8,25.6,5.6,35.3
2005-04-20,2005,4,20,0.0,29.0,33.9,25.1,5.9,28.1
2005-04-19,2005,4,19,0.0,29.3,33.8,26.2,8.5,33.8
2005-04-18,2005,4,18,0.8,27.9,32.1,25.9,7.0,31.3
2005-04-17,2005,4,17,0.0,28.2,30.9,26.4,4.8,22.0
2005-04-16,2005,4,16,0.0,29.1,33.0,26.1,3.6,29.5
2005-04-15,2005,4,15,0.0,28.7,33.6,25.1,5.5,31.7
2005-04-14,2005,4,14,0.0,29.0,33.3,25.8,6.9,34.9
2005-04-13,2005,4,13,8.7,28.7,33.9,25.9,3.4,28.8
2005-04-12,2005,4,12,0.0,28.5,33.1,24.0,5.8,28.4
2005-04-11,2005,4,11,0.4,27.1,31.2,24.1,2.7,45.0
2005-04-10,2005,4,10,0.0,28.9,33.1,25.3,5.9,32.8
2005-04-09,2005,4,9,0.0,27.8,32.2,23.4,5.3,38.2
2005-04-08,2005,4,8,0.7,28.2,33.2,25.3,3.6,32.8
2005-04-07,2005,4,7,0.0,28.5,33.9,25.2,3.4,21.6
2005-04-06,2005,4,6,1.0,27.4,31.7,24.4,7.1,32.4
2005-04-05,2005,4,5,6.2,27.0,32.0,24.6,6.1,33.1
2005-04-04,2005,4,4,49.6,25.3,26.5,23.0,2.3,23.4
2005-04-03,2005,4,3,5.6,28.3,34.0,25.2,6.3,33.1
2005-04-02,2005,4,2,7.8,26.4,29.2,24.1,2.4,29.2
2005-04-01,2005,4,1,0.0,28.4,33.6,25.0,4.0,23.4
2005-03-31,2005,3,31,0.8,26.8,28.9,25.3,2.1,16.2
2005-03-30,2005,3,30,20.5,28.0,32.4,25.6,2.5,22.7
2005-03-29,2005,3,29,12.0,27.4,30.8,24.2,2.7,31.7
2005-03-28,2005,3,28,0.0,27.6,31.2,25.4,1.7,21.6
2005-03-27,2005,3,27,15.3,27.1,34.1,24.9,4.0,32.4
2005-03-26,2005,3,26,1.0,28.1,33.4,25.8,5.6,30.6
2005-03-25,2005,3,25,0.0,29.5,35.0,25.6,9.2,34.2
2005-03-24,2005,3,24,0.0,29.1,33.3,26.5,6.4,27.0
2005-03-23,2005,3,23,0.0,28.8,34.4,26.0,4.9,30.6
2005-03-22,2005,3,22,0.0,29.4,34.2,26.4,7.6,32.0
2005-03-21,2005,3,21,0.0,29.1,34.1,25.5,9.2,34.2
2005-03-20,2005,3,20,0.0,28.9,34.1,25.6,6.2,26.6
2005-03-19,2005,3,19,0.4,28.4,33.1,25.4,11.8,38.5
2005-03-18,2005,3,18,0.0,29.4,33.6,26.5,14.5,38.9
2005-03-17,2005,3,17,0.0,29.5,34.4,26.5,14.1,36.0
2005-03-16,2005,3,16,0.0,29.1,33.7,26.2,15.1,38.9
2005-03-15,2005,3,15,0.0,29.3,33.9,26.1,12.6,35.3
2005-03-14,2005,3,14,0.0,29.1,34.2,25.3,11.3,34.9
2005-03-13,2005,3,13,0.0,29.0,34.4,25.6,9.5,32.4
2005-03-12,2005,3,12,0.0,28.5,34.3,25.0,5.2,34.2
2005-03-11,2005,3,11,0.6,27.7,33.4,25.1,4.1,28.8
2005-03-10,2005,3,10,0.0,28.4,33.3,24.7,7.5,34.2
2005-03-09,2005,3,9,0.0,28.1,33.1,24.0,9.9,32.4
2005-03-08,2005,3,8,0.0,28.2,32.3,25.3,11.7,32.8
2005-03-07,2005,3,7,0.1,28.2,32.4,23.9,16.3,46.8
2005-03-06,2005,3,6,2.0,28.3,32.8,25.8,15.6,41.4
2005-03-05,2005,3,5,0.4,28.9,33.2,25.7,16.3,47.5
2005-03-04,2005,3,4,0.0,28.6,33.1,25.1,11.8,39.2
2005-03-03,2005,3,3,18.1,27.5,33.3,23.0,7.3,36.0
2005-03-02,2005,3,2,3.9,28.5,32.7,25.2,6.7,29.9
2005-03-01,2005,3,1,7.3,28.9,33.8,25.0,9.0,31.7
2005-02-28,2005,2,28,0.0,28.5,33.6,25.4,4.3,25.9
2005-02-27,2005,2,27,7.2,28.1,31.6,26.4,2.4,27.4
2005-02-26,2005,2,26,0.0,28.9,33.9,26.1,4.3,33.5
2005-02-25,2005,2,25,0.0,29.6,34.4,26.2,7.9,27.0
2005-02-24,2005,2,24,0.0,28.9,34.3,26.1,10.3,34.2
2005-02-23,2005,2,23,0.0,29.2,34.5,25.4,10.8,34.6
2005-02-22,2005,2,22,0.0,28.6,33.6,24.6,12.6,36.0
2005-02-21,2005,2,21,0.0,29.0,33.6,26.1,11.6,37.8
2005-02-20,2005,2,20,0.0,28.7,33.7,24.6,8.4,38.5
2005-02-19,2005,2,19,0.0,28.8,34.7,25.2,9.4,31.3
2005-02-18,2005,2,18,0.0,28.9,34.4,25.5,7.1,30.6
2005-02-17,2005,2,17,0.4,28.7,33.6,25.9,6.9,30.2
2005-02-16,2005,2,16,0.0,29.3,34.5,25.7,8.7,25.9
2005-02-15,2005,2,15,0.0,28.8,33.6,25.6,11.4,30.6
2005-02-14,2005,2,14,0.0,28.5,33.5,25.2,9.8,33.5
2005-02-13,2005,2,13,0.8,28.3,33.0,25.4,10.9,32.4
2005-02-12,2005,2,12,0.0,28.7,33.5,25.5,12.0,35.3
2005-02-11,2005,2,11,0.0,28.7,33.2,25.6,13.1,36.0
2005-02-10,2005,2,10,0.0,28.5,33.5,25.1,11.8,35.3
2005-02-09,2005,2,9,0.0,28.2,33.2,24.2,8.2,28.8
2005-02-08,2005,2,8,0.0,28.1,32.8,24.6,12.4,34.6
2005-02-07,2005,2,7,0.0,27.7,33.0,23.5,11.0,36.0
2005-02-06,2005,2,6,0.0,27.8,32.6,24.2,10.7,32.8
2005-02-05,2005,2,5,0.0,28.1,32.7,25.3,9.5,33.1
2005-02-04,2005,2,4,0.0,28.3,33.4,25.5,12.1,31.7
2005-02-03,2005,2,3,0.0,28.1,32.4,25.1,10.9,32.4
2005-02-02,2005,2,2,0.0,27.8,32.9,24.6,9.2,26.3
2005-02-01,2005,2,1,0.0,27.8,32.5,24.9,13.1,34.9
2005-01-31,2005,1,31,0.0,27.4,32.2,24.3,8.6,27.7
2005-01-30,2005,1,30,0.0,27.2,32.4,23.4,8.1,30.6
2005-01-29,2005,1,29,0.0,27.4,32.0,24.4,10.2,29.2
2005-01-28,2005,1,28,0.0,27.3,31.7,24.2,10.8,27.4
2005-01-27,2005,1,27,0.0,27.0,31.6,23.8,8.8,29.5
2005-01-26,2005,1,26,0.0,26.7,32.1,22.5,7.9,24.5
2005-01-25,2005,1,25,0.0,26.9,31.3,23.4,12.9,31.0
2005-01-24,2005,1,24,0.0,27.1,31.2,23.9,12.7,34.2
2005-01-23,2005,1,23,0.0,27.2,31.2,24.1,12.5,36.0
2005-01-22,2005,1,22,0.0,27.3,31.4,23.9,10.3,32.8
2005-01-21,2005,1,21,0.0,26.8,31.4,23.0,6.1,28.4
2005-01-20,2005,1,20,0.0,26.5,30.5,22.8,7.7,32.0
2005-01-19,2005,1,19,0.0,26.6,30.7,23.6,10.2,34.6
2005-01-18,2005,1,18,0.0,26.5,30.2,24.2,13.4,35.6
2005-01-17,2005,1,17,4.0,25.5,28.0,23.6,11.1,39.6
2005-01-16,2005,1,16,0.1,26.8,30.1,24.5,16.9,41.4
2005-01-15,2005,1,15,0.0,27.1,30.8,24.5,12.9,37.1
2005-01-14,2005,1,14,0.0,27.1,31.0,24.4,11.4,41.8
2005-01-13,2005,1,13,0.0,27.5,31.2,24.8,13.5,35.6
2005-01-12,2005,1,12,0.0,27.5,31.1,24.9,12.2,36.4
2005-01-11,2005,1,11,0.0,26.5,30.1,24.2,8.4,33.8
2005-01-10,2005,1,10,30.8,25.3,27.0,24.0,5.8,29.2
2005-01-09,2005,1,9,0.0,26.4,29.3,24.5,8.5,29.5
2005-01-08,2005,1,8,3.2,25.0,26.8,23.4,9.4,27.0
2005-01-07,2005,1,7,2.8,26.2,29.3,24.1,5.8,25.6
2005-01-06,2005,1,6,0.0,26.8,29.8,24.5,8.4,33.5
2005-01-05,2005,1,5,0.3,26.5,30.2,23.7,8.8,35.3
2005-01-04,2005,1,4,13.4,26.5,29.4,24.2,8.3,29.2
2005-01-03,2005,1,3,0.1,25.9,29.2,23.5,7.2,29.5
2005-01-02,2005,1,2,96.7,24.7,26.1,23.2,7.2,28.8
2005-01-01,2005,1,1,11.8,26.1,27.7,24.8,9.8,34.9
2004-12-31,2004,12,31,36.4,25.7,27.9,24.1,6.7,43.2
2004-12-30,2004,12,30,12.9,25.6,28.7,24.1,6.3,24.5
2004-12-29,2004,12,29,0.0,25.0,27.2,23.0,8.1,24.5
2004-12-28,2004,12,28,20.1,24.7,25.6,23.5,6.4,27.0
2004-12-27,2004,12,27,3.4,26.8,32.1,23.6,9.5,34.6
2004-12-26,2004,12,26,0.0,27.2,29.6,25.0,6.9,28.4
2004-12-25,2004,12,25,0.0,27.5,31.4,24.9,10.1,36.0
2004-12-24,2004,12,24,0.0,27.5,31.2,25.1,12.9,32.0
2004-12-23,2004,12,23,0.0,27.1,31.0,24.3,8.8,31.7
2004-12-22,2004,12,22,0.0,26.9,30.5,24.1,9.7,36.0
2004-12-21,2004,12,21,0.0,27.2,30.4,24.5,11.1,28.8
2004-12-20,2004,12,20,0.0,27.1,31.0,24.1,9.8,27.7
2004-12-19,2004,12,19,0.0,27.3,31.0,24.5,7.2,27.0
2004-12-18,2004,12,18,1.7,27.1,31.1,25.4,8.1,31.7
2004-12-17,2004,12,17,4.9,27.3,31.5,24.7,9.3,34.6
2004-12-16,2004,12,16,0.0,27.5,31.8,24.9,8.1,31.3
2004-12-15,2004,12,15,0.0,27.5,31.2,24.3,7.4,27.0
2004-12-14,2004,12,14,0.0,27.3,31.1,24.4,10.8,34.9
2004-12-13,2004,12,13,4.2,27.0,29.9,25.4,13.4,45.4
2004-12-12,2004,12,12,18.1,26.2,30.0,23.9,6.9,25.2
2004-12-11,2004,12,11,13.5,27.1,30.0,24.6,5.8,23.8
2004-12-10,2004,12,10,0.0,27.0,31.5,24.4,4.4,25.9
2004-12-09,2004,12,9,0.0,26.8,30.0,24.1,6.8,23.4
2004-12-08,2004,12,8,0.7,26.2,30.4,23.6,4.8,27.4
2004-12-07,2004,12,7,2.2,24.6,25.2,23.8,4.3,23.0
2004-12-06,2004,12,6,5.7,25.5,26.7,23.9,5.0,29.2
2004-12-05,2004,12,5,0.0,27.8,31.4,25.1,8.8,28.8
2004-12-04,2004,12,4,0.0,27.6,30.2,25.8,4.0,22.7
2004-12-03,2004,12,3,7.8,28.2,32.7,25.3,4.1,25.9
2004-12-02,2004,12,2,8.2,27.7,31.6,25.5,3.8,25.2
2004-12-01,2004,12,1,0.0,27.8,30.9,25.6,6.9,31.7
2004-11-30,2004,11,30,0.0,27.6,31.4,25.1,7.4,27.7
2004-11-29,2004,11,29,0.0,27.2,31.5,24.7,7.6,27.0
2004-11-28,2004,11,28,0.0,26.9,32.1,24.7,4.8,35.3
2004-11-27,2004,11,27,0.0,28.0,32.0,24.5,8.9,29.9
2004-11-26,2004,11,26,26.1,26.0,28.2,23.3,2.7,43.2
2004-11-25,2004,11,25,1.4,27.4,32.5,25.0,4.4,22.7
2004-11-24,2004,11,24,0.1,27.6,31.2,25.0,3.4,21.6
2004-11-23,2004,11,23,4.0,26.7,30.9,24.4,4.6,28.8
2004-11-22,2004,11,22,0.0,26.7,29.4,24.8,5.0,25.6
2004-11-21,2004,11,21,0.5,27.5,31.6,25.3,6.6,32.4
2004-11-20,2004,11,20,0.1,25.8,28.9,22.8,6.9,27.7
2004-11-19,2004,11,19,36.3,27.4,31.8,24.4,8.9,39.6
2004-11-18,2004,11,18,0.0,28.4,32.2,24.9,9.0,28.4
2004-11-17,2004,11,17,0.0,28.2,32.1,25.2,6.5,32.4
2004-11-16,2004,11,16,0.4,26.9,31.5,25.2,3.9,29.9
2004-11-15,2004,11,15,0.0,27.8,32.5,24.5,3.5,21.2
2004-11-14,2004,11,14,0.4,27.3,31.4,25.5,1.3,41.4
2004-11-13,2004,11,13,1.1,27.8,32.0,24.6,3.2,26.6
2004-11-12,2004,11,12,13.0,26.6,31.5,24.1,3.2,34.9
2004-11-11,2004,11,11,0.2,27.7,31.8,25.2,2.6,27.0
2004-11-10,2004,11,10,0.0,27.8,32.2,25.2,2.8,27.0
2004-11-09,2004,11,9,0.2,27.4,31.6,24.6,6.3,31.7
2004-11-08,2004,11,8,0.0,27.5,31.7,24.8,4.5,19.8
2004-11-07,2004,11,7,0.0,28.1,32.5,24.4,4.7,17.3
2004-11-06,2004,11,6,0.0,27.6,32.3,24.0,3.7,20.5
2004-11-05,2004,11,5,62.4,26.2,31.0,24.4,3.5,45.0
2004-11-04,2004,11,4,2.2,26.8,31.4,24.7,2.5,24.1
2004-11-03,2004,11,3,0.4,27.7,31.9,25.1,3.9,31.0
2004-11-02,2004,11,2,0.0,27.1,30.7,24.2,2.0,19.8
2004-11-01,2004,11,1,17.4,26.6,31.5,24.6,1.9,28.8
2004-10-31,2004,10,31,0.0,27.1,32.1,24.6,2.9,21.6
2004-10-30,2004,10,30,0.2,27.3,32.2,24.5,3.3,25.2
2004-10-29,2004,10,29,5.4,26.2,31.0,24.0,2.6,31.3
2004-10-28,2004,10,28,5.4,25.7,29.5,23.9,1.9,19.1
2004-10-27,2004,10,27,12.1,27.7,31.5,24.2,5.2,37.8
