Date,Year,Month,Day,Daily Rainfall Total (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
2019-11-30,2019,11,30,9.4,27.6,32.1,25.0,6.8,28.1
2019-11-29,2019,11,29,73.4,26.5,32.0,24.0,6.1,31.3
2019-11-28,2019,11,28,9.0,27.8,31.4,25.3,7.6,27.4
2019-11-27,2019,11,27,1.8,27.5,31.5,25.4,7.2,31.3
2019-11-26,2019,11,26,0.0,28.5,33.0,25.7,10.4,34.9
2019-11-25,2019,11,25,0.0,27.8,32.6,24.7,5.8,29.9
2019-11-24,2019,11,24,16.6,26.6,32.8,24.2,6.5,27.0
2019-11-23,2019,11,23,0.4,26.7,30.6,24.6,8.3,28.8
2019-11-22,2019,11,22,0.4,26.4,31.5,24.9,6.5,31.0
2019-11-21,2019,11,21,0.8,26.5,30.8,25.2,6.1,24.5
2019-11-20,2019,11,20,4.0,26.3,29.1,24.7,6.1,29.9
2019-11-19,2019,11,19,0.0,28.0,32.1,26.1,7.2,29.5
2019-11-18,2019,11,18,0.2,28.4,34.0,25.9,7.6,33.5
2019-11-17,2019,11,17,0.0,29.0,34.4,25.5,8.3,37.4
2019-11-16,2019,11,16,0.0,28.4,33.1,25.9,7.9,27.4
2019-11-15,2019,11,15,1.2,27.2,30.6,24.7,5.8,24.1
2019-11-14,2019,11,14,0.0,27.6,30.4,25.9,9.4,32.4
2019-11-13,2019,11,13,0.0,29.0,33.4,26.2,6.5,28.4
2019-11-12,2019,11,12,0.0,28.7,33.2,26.6,5.0,22.7
2019-11-11,2019,11,11,0.0,29.1,32.9,26.9,5.8,28.4
2019-11-10,2019,11,10,0.0,28.9,33.6,25.0,6.8,37.4
2019-11-09,2019,11,9,0.0,28.2,33.7,25.8,5.8,28.8
2019-11-08,2019,11,8,1.4,28.2,32.2,24.0,8.3,39.2
2019-11-07,2019,11,7,0.0,29.9,33.5,27.0,9.0,27.4
2019-11-06,2019,11,6,0.2,29.4,32.7,26.3,7.9,30.6
2019-11-05,2019,11,5,0.0,28.2,32.2,26.1,6.5,32.0
2019-11-04,2019,11,4,3.8,28.6,32.1,25.8,5.0,23.8
2019-11-03,2019,11,3,0.0,28.3,32.5,26.3,7.2,25.9
2019-11-02,2019,11,2,0.0,29.3,33.1,26.2,7.9,33.1
2019-11-01,2019,11,1,14.8,27.8,33.4,22.9,7.9,45.4
2019-10-31,2019,10,31,0.0,28.4,32.1,26.4,5.0,24.1
2019-10-30,2019,10,30,0.0,28.3,32.5,26.4,6.5,40.7
2019-10-29,2019,10,29,0.0,28.5,32.5,24.8,6.5,28.1
2019-10-28,2019,10,28,15.2,26.1,30.4,24.3,5.4,20.9
2019-10-27,2019,10,27,92.2,27.2,32.8,23.1,6.1,36.4
2019-10-26,2019,10,26,4.8,27.3,33.0,23.8,5.0,28.8
2019-10-25,2019,10,25,0.0,29.4,33.3,26.5,7.9,29.5
2019-10-24,2019,10,24,0.0,28.1,32.5,25.9,7.6,28.4
2019-10-23,2019,10,23,0.6,27.4,32.0,24.7,5.4,29.9
2019-10-22,2019,10,22,28.8,26.5,29.2,23.9,5.4,24.5
2019-10-21,2019,10,21,0.0,28.5,32.6,26.1,7.2,35.3
2019-10-20,2019,10,20,6.2,28.5,32.9,26.3,9.0,31.0
2019-10-19,2019,10,19,0.0,29.2,33.6,26.8,9.7,42.8
2019-10-18,2019,10,18,0.0,28.5,31.8,26.1,8.3,48.6
2019-10-17,2019,10,17,0.2,28.8,34.0,26.3,7.6,38.5
2019-10-16,2019,10,16,1.6,29.0,33.2,26.5,9.0,34.9
2019-10-15,2019,10,15,0.0,28.9,33.2,26.0,7.6,28.1
2019-10-14,2019,10,14,0.0,29.2,34.4,26.5,9.7,43.6
2019-10-13,2019,10,13,0.0,28.9,33.8,25.9,10.8,36.0
2019-10-12,2019,10,12,0.2,28.7,33.6,26.4,7.2,36.7
2019-10-11,2019,10,11,0.0,28.9,33.8,25.3,10.1,36.7
2019-10-10,2019,10,10,0.0,28.6,33.3,25.5,6.5,38.2
2019-10-09,2019,10,9,0.0,28.0,32.5,25.6,6.5,27.4
2019-10-08,2019,10,8,0.0,27.9,32.1,24.7,6.5,35.6
2019-10-07,2019,10,7,12.4,27.3,33.2,23.6,7.9,31.3
2019-10-06,2019,10,6,7.6,27.9,33.7,24.5,8.3,51.8
2019-10-05,2019,10,5,0.6,28.6,33.9,24.9,14.4,40.0
2019-10-04,2019,10,4,0.8,28.1,32.3,25.8,10.1,26.6
2019-10-03,2019,10,3,0.0,27.2,31.5,23.8,9.0,29.5
2019-10-02,2019,10,2,4.0,26.4,31.2,22.9,6.5,37.1
2019-10-01,2019,10,1,1.6,28.0,32.2,25.4,7.6,40.0
2019-09-30,2019,9,30,1.4,27.5,31.3,25.1,6.8,34.2
2019-09-29,2019,9,29,0.0,28.4,33.3,26.5,6.8,41.4
2019-09-28,2019,9,28,0.0,28.9,34.3,26.0,7.6,29.5
2019-09-27,2019,9,27,0.0,29.2,34.1,26.8,9.7,30.6
2019-09-26,2019,9,26,0.0,28.5,33.5,25.4,9.0,31.0
2019-09-25,2019,9,25,16.4,26.8,30.9,22.9,5.4,29.5
2019-09-24,2019,9,24,1.2,29.0,34.1,25.8,9.7,33.1
2019-09-23,2019,9,23,3.8,28.3,31.1,25.3,14.0,47.2
2019-09-22,2019,9,22,0.0,29.3,33.9,26.7,16.6,36.7
2019-09-21,2019,9,21,0.0,29.4,33.9,26.4,16.6,38.5
2019-09-20,2019,9,20,0.0,29.1,32.9,27.2,14.8,38.9
2019-09-19,2019,9,19,0.0,29.4,33.1,27.4,18.7,46.1
2019-09-18,2019,9,18,0.0,29.3,33.2,27.5,18.4,40.0
2019-09-17,2019,9,17,0.0,29.2,32.5,27.0,13.7,31.0
2019-09-16,2019,9,16,0.0,29.0,32.3,26.8,11.9,30.2
2019-09-15,2019,9,15,0.0,28.9,32.3,27.3,15.8,34.2
2019-09-14,2019,9,14,0.0,28.6,30.5,27.1,11.5,31.0
2019-09-13,2019,9,13,0.0,29.3,32.7,27.1,12.2,29.9
2019-09-12,2019,9,12,0.0,29.4,33.8,27.0,13.3,41.0
2019-09-11,2019,9,11,0.0,29.4,33.8,27.0,13.3,31.7
2019-09-10,2019,9,10,0.0,29.3,33.7,27.3,16.9,34.9
2019-09-09,2019,9,9,0.0,29.5,33.6,27.2,14.8,33.1
2019-09-08,2019,9,8,0.0,29.4,33.2,27.1,16.9,42.5
2019-09-07,2019,9,7,0.0,29.5,33.7,27.2,18.4,41.0
2019-09-06,2019,9,6,0.0,29.3,33.4,27.0,15.8,35.3
2019-09-05,2019,9,5,0.0,29.4,33.3,27.3,16.6,39.6
2019-09-04,2019,9,4,0.0,29.3,33.5,24.7,13.3,31.7
2019-09-03,2019,9,3,0.0,29.5,32.6,27.6,14.4,35.3
2019-09-02,2019,9,2,0.0,29.7,33.8,27.3,16.9,41.8
2019-09-01,2019,9,1,0.0,29.3,33.1,26.7,11.5,29.5
2019-08-31,2019,8,31,0.0,29.1,33.2,27.1,17.3,37.8
2019-08-30,2019,8,30,0.0,28.9,31.7,26.7,14.8,43.6
2019-08-29,2019,8,29,0.0,28.9,32.5,26.4,15.1,36.4
2019-08-28,2019,8,28,0.6,26.8,27.9,25.3,7.6,26.3
2019-08-27,2019,8,27,1.2,27.0,30.8,25.7,6.8,28.4
2019-08-26,2019,8,26,2.2,27.8,33.2,24.5,9.7,40.7
2019-08-25,2019,8,25,3.8,28.5,32.9,25.7,10.4,33.1
2019-08-24,2019,8,24,0.0,29.4,33.4,27.1,16.2,37.4
2019-08-23,2019,8,23,0.0,29.6,34.0,27.6,18.0,44.3
2019-08-22,2019,8,22,0.0,29.4,33.5,27.3,15.1,37.8
2019-08-21,2019,8,21,0.0,29.4,32.6,27.7,16.2,44.3
2019-08-20,2019,8,20,0.0,29.5,33.5,27.4,20.2,43.2
2019-08-19,2019,8,19,0.0,29.5,33.4,27.2,13.3,32.0
2019-08-18,2019,8,18,0.0,29.7,33.3,27.8,18.4,42.1
2019-08-17,2019,8,17,0.0,29.5,33.3,27.6,18.7,42.5
2019-08-16,2019,8,16,0.0,29.8,33.2,27.7,15.5,36.4
2019-08-15,2019,8,15,0.0,29.5,33.3,27.2,13.0,35.3
2019-08-14,2019,8,14,0.0,29.3,33.2,27.4,15.1,38.2
2019-08-13,2019,8,13,0.0,29.5,32.8,27.5,16.9,40.0
2019-08-12,2019,8,12,0.0,29.8,33.2,27.8,16.2,37.1
2019-08-11,2019,8,11,0.0,29.6,32.9,27.7,15.5,36.4
2019-08-10,2019,8,10,0.0,29.2,32.3,27.7,18.7,40.7
2019-08-09,2019,8,9,0.0,29.2,32.1,27.4,15.5,40.7
2019-08-08,2019,8,8,0.0,29.2,32.2,27.3,15.1,35.3
2019-08-07,2019,8,7,2.4,28.7,31.9,27.2,16.2,36.4
2019-08-06,2019,8,6,1.6,29.1,31.9,27.6,15.8,38.2
2019-08-05,2019,8,5,0.0,29.3,32.5,27.6,15.5,36.4
2019-08-04,2019,8,4,0.0,29.4,32.6,27.6,15.5,35.3
2019-08-03,2019,8,3,0.0,29.3,33.1,27.7,14.8,34.6
2019-08-02,2019,8,2,0.0,29.5,33.0,27.5,15.1,36.0
2019-08-01,2019,8,1,0.0,29.4,32.9,26.7,12.2,34.2
2019-07-31,2019,7,31,0.0,29.4,32.6,27.4,15.5,47.2
2019-07-30,2019,7,30,0.0,29.4,32.4,27.3,15.5,37.8
2019-07-29,2019,7,29,0.0,29.7,33.4,27.4,13.7,32.4
2019-07-28,2019,7,28,0.8,29.0,31.8,26.9,14.0,39.2
2019-07-27,2019,7,27,0.0,29.3,32.9,26.9,13.3,32.8
2019-07-26,2019,7,26,0.0,29.1,33.0,26.3,13.0,33.8
2019-07-25,2019,7,25,0.0,29.1,31.7,27.1,8.6,29.2
2019-07-24,2019,7,24,0.0,28.9,31.6,26.6,11.5,35.6
2019-07-23,2019,7,23,6.6,27.6,31.2,24.2,8.6,33.8
2019-07-22,2019,7,22,0.0,28.4,32.0,27.2,9.4,32.4
2019-07-21,2019,7,21,0.0,28.8,32.3,27.0,7.2,31.3
2019-07-20,2019,7,20,0.0,29.4,32.7,27.3,13.3,30.6
2019-07-19,2019,7,19,0.0,29.2,32.6,27.3,15.1,37.4
2019-07-18,2019,7,18,0.0,29.3,32.6,27.2,17.3,44.6
2019-07-17,2019,7,17,0.0,29.1,31.8,26.9,15.8,34.6
2019-07-16,2019,7,16,0.6,28.7,31.3,26.5,14.8,40.0
2019-07-15,2019,7,15,2.0,27.2,28.7,23.9,9.0,42.5
2019-07-14,2019,7,14,0.0,29.7,32.7,28.0,14.4,30.2
2019-07-13,2019,7,13,0.0,29.4,32.6,27.1,14.4,38.5
2019-07-12,2019,7,12,0.0,29.2,32.6,27.4,13.0,36.7
2019-07-11,2019,7,11,0.0,29.6,32.9,27.5,16.6,34.6
2019-07-10,2019,7,10,0.0,29.4,32.1,27.6,18.4,34.2
2019-07-09,2019,7,9,0.6,27.9,30.1,24.8,8.3,32.4
2019-07-08,2019,7,8,1.2,28.2,31.9,25.9,7.2,42.1
2019-07-07,2019,7,7,0.0,28.9,31.6,27.4,8.3,27.4
2019-07-06,2019,7,6,0.2,29.3,33.2,26.8,11.5,36.7
2019-07-05,2019,7,5,0.0,29.5,32.8,27.8,15.5,42.5
2019-07-04,2019,7,4,0.0,29.3,32.3,27.3,11.2,27.7
2019-07-03,2019,7,3,0.2,28.7,31.0,26.9,9.7,28.4
2019-07-02,2019,7,2,0.0,29.7,32.3,27.9,13.0,33.8
2019-07-01,2019,7,1,0.0,29.4,32.1,27.7,14.8,36.0
2019-06-30,2019,6,30,0.0,28.8,30.9,27.3,10.1,28.8
2019-06-29,2019,6,29,18.4,28.6,32.0,23.9,13.0,41.8
2019-06-28,2019,6,28,0.0,29.6,32.2,27.8,14.4,33.5
2019-06-27,2019,6,27,0.0,29.2,32.2,26.7,9.7,34.2
2019-06-26,2019,6,26,0.0,28.3,31.2,27.1,8.6,43.2
2019-06-25,2019,6,25,0.0,29.5,32.1,27.6,15.8,36.7
2019-06-24,2019,6,24,0.6,28.9,32.5,25.7,11.2,34.6
2019-06-23,2019,6,23,0.0,28.6,31.9,25.5,7.9,27.4
2019-06-22,2019,6,22,18.6,26.8,30.1,23.3,6.5,57.6
2019-06-21,2019,6,21,28.0,27.8,31.7,24.7,6.8,30.2
2019-06-20,2019,6,20,4.4,28.6,32.4,25.2,9.4,42.1
2019-06-19,2019,6,19,1.4,27.9,29.5,26.2,6.1,24.1
2019-06-18,2019,6,18,9.8,27.1,28.6,25.0,6.5,26.6
2019-06-17,2019,6,17,0.0,29.2,31.4,27.7,10.1,29.9
2019-06-16,2019,6,16,0.0,29.3,32.2,27.3,8.6,34.2
2019-06-15,2019,6,15,0.0,28.7,31.8,26.8,6.8,28.1
2019-06-14,2019,6,14,5.0,28.9,32.1,26.8,7.9,26.3
2019-06-13,2019,6,13,2.8,28.7,30.6,27.0,10.8,36.7
2019-06-12,2019,6,12,18.2,27.2,29.7,23.6,7.9,30.6
2019-06-11,2019,6,11,0.0,29.9,32.9,26.9,11.9,34.2
2019-06-10,2019,6,10,0.0,30.0,33.0,27.9,12.2,32.8
2019-06-09,2019,6,9,0.2,28.9,32.0,26.9,9.0,37.8
2019-06-08,2019,6,8,0.6,27.4,29.8,25.6,6.8,23.0
2019-06-07,2019,6,7,10.6,26.1,27.5,24.4,6.5,31.3
2019-06-06,2019,6,6,4.0,27.1,29.0,25.2,6.8,32.0
2019-06-05,2019,6,5,0.0,29.4,32.6,27.8,8.6,29.5
2019-06-04,2019,6,4,0.0,28.3,31.1,25.5,8.6,27.4
2019-06-03,2019,6,3,37.6,26.9,31.4,24.2,6.1,27.7
2019-06-02,2019,6,2,13.6,28.6,32.8,25.8,6.5,26.3
2019-06-01,2019,6,1,0.0,28.3,32.3,26.7,6.8,31.7
2019-05-31,2019,5,31,0.4,29.0,32.7,26.5,7.9,35.3
2019-05-30,2019,5,30,5.0,28.2,31.9,25.2,6.5,29.5
2019-05-29,2019,5,29,0.0,29.9,32.6,27.5,9.7,28.4
2019-05-28,2019,5,28,0.0,30.1,32.9,28.4,15.5,43.9
2019-05-27,2019,5,27,0.0,29.7,33.0,27.7,13.3,41.0
2019-05-26,2019,5,26,0.0,29.9,33.2,27.4,10.1,33.1
2019-05-25,2019,5,25,0.0,29.5,32.1,27.8,9.4,32.8
2019-05-24,2019,5,24,0.0,30.1,33.5,28.1,9.7,33.5
2019-05-23,2019,5,23,0.0,29.6,33.0,26.9,9.0,33.8
2019-05-22,2019,5,22,0.0,28.4,31.5,26.4,5.8,35.6
2019-05-21,2019,5,21,6.0,28.4,32.7,26.1,6.5,28.8
2019-05-20,2019,5,20,0.0,29.0,31.7,26.7,8.3,34.9
2019-05-19,2019,5,19,0.2,28.2,30.9,25.8,6.1,39.2
2019-05-18,2019,5,18,0.0,29.1,31.5,26.9,7.9,27.7
2019-05-17,2019,5,17,17.2,28.3,31.4,22.8,6.1,26.3
2019-05-16,2019,5,16,0.0,29.2,32.3,26.9,5.4,26.6
2019-05-15,2019,5,15,0.8,29.5,33.0,26.7,8.6,32.4
2019-05-14,2019,5,14,0.2,29.5,33.1,26.7,9.0,37.8
2019-05-13,2019,5,13,0.0,29.4,32.5,27.2,6.5,41.0
2019-05-12,2019,5,12,0.0,29.6,33.1,26.9,4.3,22.7
2019-05-11,2019,5,11,11.0,28.7,31.7,24.7,5.0,26.6
2019-05-10,2019,5,10,5.6,29.5,34.7,24.3,6.5,43.9
2019-05-09,2019,5,9,0.0,30.0,34.1,26.7,5.8,26.3
2019-05-08,2019,5,8,15.4,27.4,30.8,22.9,5.8,52.6
2019-05-07,2019,5,7,0.0,30.3,34.0,28.0,6.8,26.6
2019-05-06,2019,5,6,0.0,30.7,34.6,27.8,9.4,35.6
2019-05-05,2019,5,5,3.2,29.0,32.8,26.1,7.9,34.9
2019-05-04,2019,5,4,0.2,29.2,33.0,27.3,5.8,34.2
2019-05-03,2019,5,3,0.0,29.4,34.3,27.2,6.8,27.0
2019-05-02,2019,5,2,3.8,28.9,32.9,25.6,5.4,25.6
2019-05-01,2019,5,1,0.0,29.4,32.6,26.6,5.0,19.4
2019-04-30,2019,4,30,0.0,28.2,32.6,26.2,6.1,34.9
2019-04-29,2019,4,29,0.0,29.5,33.9,26.5,10.4,32.8
2019-04-28,2019,4,28,0.6,29.1,34.5,25.0,7.6,40.3
2019-04-27,2019,4,27,6.2,27.6,30.7,25.2,5.4,24.5
2019-04-26,2019,4,26,52.4,26.3,29.9,24.0,4.7,28.4
2019-04-25,2019,4,25,0.0,29.2,33.2,27.4,5.4,25.6
2019-04-24,2019,4,24,0.0,28.9,31.7,26.9,4.7,21.2
2019-04-23,2019,4,23,0.0,28.7,33.2,26.6,6.1,27.7
2019-04-22,2019,4,22,0.0,29.2,32.9,27.5,7.2,28.8
2019-04-21,2019,4,21,0.0,29.7,33.7,26.9,10.1,34.2
2019-04-20,2019,4,20,21.2,27.7,30.7,25.0,5.0,37.1
2019-04-19,2019,4,19,0.0,29.0,34.5,26.0,7.6,37.8
2019-04-18,2019,4,18,0.0,30.0,33.9,27.3,9.7,29.9
2019-04-17,2019,4,17,0.0,30.1,33.8,27.8,9.4,30.2
2019-04-16,2019,4,16,0.0,29.9,33.3,27.1,11.2,32.8
2019-04-15,2019,4,15,0.2,29.1,33.4,26.2,9.0,36.7
2019-04-14,2019,4,14,0.0,28.8,32.0,26.6,10.1,40.7
2019-04-13,2019,4,13,0.0,29.2,32.6,26.4,8.6,32.4
2019-04-12,2019,4,12,0.0,28.5,32.0,25.6,5.8,22.7
2019-04-11,2019,4,11,31.2,27.4,31.6,23.6,5.0,29.5
2019-04-10,2019,4,10,6.0,28.2,32.6,25.3,5.8,28.1
2019-04-09,2019,4,9,0.0,29.3,33.4,26.8,9.0,29.5
2019-04-08,2019,4,8,0.0,29.0,32.8,26.0,10.4,29.5
2019-04-07,2019,4,7,0.0,28.8,32.9,25.3,9.7,29.9
2019-04-06,2019,4,6,0.0,28.6,32.9,25.4,9.4,33.8
2019-04-05,2019,4,5,0.0,28.9,33.3,26.1,9.7,30.2
2019-04-04,2019,4,4,0.0,28.5,33.7,25.0,9.4,36.7
2019-04-03,2019,4,3,31.0,26.7,31.0,22.7,5.8,31.0
2019-04-02,2019,4,2,0.0,28.1,32.2,25.5,6.5,25.6
2019-04-01,2019,4,1,26.0,27.2,31.6,24.0,5.0,31.7
2019-03-31,2019,3,31,0.0,28.4,31.0,26.5,6.1,23.0
2019-03-30,2019,3,30,0.0,27.6,31.4,24.8,5.4,22.3
2019-03-29,2019,3,29,0.0,28.8,32.5,25.4,9.4,28.4
2019-03-28,2019,3,28,29.0,27.9,33.7,22.9,8.6,34.9
2019-03-27,2019,3,27,0.0,30.0,34.5,27.2,13.3,33.1
2019-03-26,2019,3,26,0.8,29.6,34.1,26.8,13.3,32.4
2019-03-25,2019,3,25,6.6,28.6,33.4,26.2,9.4,32.4
2019-03-24,2019,3,24,0.0,29.0,33.5,26.9,8.3,31.3
2019-03-23,2019,3,23,0.0,29.3,34.5,26.5,9.0,32.0
2019-03-22,2019,3,22,0.0,28.7,34.1,25.6,7.9,30.2
2019-03-21,2019,3,21,8.8,28.0,34.3,23.1,10.1,31.7
2019-03-20,2019,3,20,0.0,29.3,33.7,26.4,12.6,31.3
2019-03-19,2019,3,19,0.0,28.9,33.9,25.4,11.2,32.8
2019-03-18,2019,3,18,0.0,28.7,33.6,24.8,9.7,32.4
2019-03-17,2019,3,17,0.0,28.8,33.4,25.6,11.5,30.6
2019-03-16,2019,3,16,0.0,28.7,33.6,24.8,11.9,33.8
2019-03-15,2019,3,15,0.0,28.8,33.7,25.4,10.8,32.8
2019-03-14,2019,3,14,0.0,28.9,33.4,25.9,11.5,33.1
2019-03-13,2019,3,13,0.0,28.9,33.4,26.1,10.8,33.5
2019-03-12,2019,3,12,1.2,28.2,34.8,24.9,7.2,28.8
2019-03-11,2019,3,11,25.8,27.4,33.0,22.3,7.9,41.0
2019-03-10,2019,3,10,0.0,29.2,34.7,26.4,12.2,37.8
2019-03-09,2019,3,9,0.0,29.2,34.0,26.6,11.2,36.7
2019-03-08,2019,3,8,0.0,29.3,34.3,26.7,10.8,28.8
2019-03-07,2019,3,7,0.0,29.4,34.2,26.8,10.1,32.0
2019-03-06,2019,3,6,0.0,28.5,32.1,26.9,10.4,30.6
2019-03-05,2019,3,5,0.0,28.8,34.2,24.9,9.4,25.2
2019-03-04,2019,3,4,0.0,28.1,33.8,24.6,12.2,30.6
2019-03-03,2019,3,3,0.0,27.9,33.0,24.7,12.2,33.5
2019-03-02,2019,3,2,0.0,28.4,33.0,26.1,13.7,36.0
2019-03-01,2019,3,1,0.0,28.5,32.7,26.0,13.7,41.8
2019-02-28,2019,2,28,0.0,28.3,32.6,26.1,12.2,37.8
2019-02-27,2019,2,27,0.2,28.0,32.1,26.1,13.3,41.4
2019-02-26,2019,2,26,0.0,28.7,32.5,26.4,16.2,38.2
2019-02-25,2019,2,25,0.0,28.6,33.6,25.6,12.2,34.2
2019-02-24,2019,2,24,0.0,28.0,32.7,25.1,11.2,34.2
2019-02-23,2019,2,23,0.0,28.3,32.7,25.6,11.5,34.9
2019-02-22,2019,2,22,0.0,28.6,33.5,25.6,12.2,32.8
2019-02-21,2019,2,21,0.0,28.6,32.7,26.1,13.7,35.3
2019-02-20,2019,2,20,0.0,28.2,32.2,25.7,9.7,30.6
2019-02-19,2019,2,19,13.4,28.0,32.4,25.7,10.4,29.9
2019-02-18,2019,2,18,8.6,26.8,30.5,21.9,7.2,24.8
2019-02-17,2019,2,17,9.2,27.2,33.2,23.0,8.3,27.0
2019-02-16,2019,2,16,0.0,28.2,33.3,25.2,12.6,33.5
2019-02-15,2019,2,15,0.0,27.9,32.9,26.0,13.0,34.9
2019-02-14,2019,2,14,0.0,28.5,33.6,26.1,16.2,43.2
2019-02-13,2019,2,13,0.0,28.8,32.9,26.5,14.8,38.2
2019-02-12,2019,2,12,0.0,28.3,33.3,24.6,10.8,32.8
2019-02-11,2019,2,11,0.0,27.7,32.0,24.7,13.3,39.6
2019-02-10,2019,2,10,0.0,28.5,32.9,26.0,14.0,43.6
2019-02-09,2019,2,9,0.0,28.8,34.1,25.8,10.8,37.1
2019-02-08,2019,2,8,0.0,28.7,33.8,25.8,11.9,33.8
2019-02-07,2019,2,7,0.0,28.1,33.0,24.8,11.9,37.1
2019-02-06,2019,2,6,0.0,27.7,32.3,24.7,12.2,35.3
2019-02-05,2019,2,5,0.0,28.2,32.4,25.6,11.5,35.6
2019-02-04,2019,2,4,0.0,28.7,33.0,25.8,12.2,32.8
2019-02-03,2019,2,3,0.0,28.4,32.9,26.4,13.7,36.0
2019-02-02,2019,2,2,0.2,28.2,32.4,25.9,12.6,33.5
2019-02-01,2019,2,1,0.0,28.1,32.0,25.6,14.0,38.9
2019-01-31,2019,1,31,0.0,27.6,31.6,25.2,10.4,34.2
2019-01-30,2019,1,30,0.0,27.8,31.6,25.7,13.3,33.8
2019-01-29,2019,1,29,0.2,27.8,31.8,26.0,13.7,38.2
2019-01-28,2019,1,28,0.6,26.8,28.4,25.8,10.4,32.0
2019-01-27,2019,1,27,0.0,27.9,31.3,25.7,13.3,39.2
2019-01-26,2019,1,26,0.0,27.4,30.4,25.6,13.3,34.6
2019-01-25,2019,1,25,0.4,27.2,30.2,25.0,12.2,34.2
2019-01-24,2019,1,24,0.0,27.6,31.1,25.8,14.8,40.3
2019-01-23,2019,1,23,0.2,28.0,31.4,25.6,14.4,47.5
2019-01-22,2019,1,22,0.0,27.6,31.0,25.6,10.8,32.0
2019-01-21,2019,1,21,1.4,27.8,31.9,25.9,10.1,33.8
2019-01-20,2019,1,20,0.0,28.1,32.2,25.3,11.2,35.3
2019-01-19,2019,1,19,0.0,27.2,31.1,24.6,9.4,33.1
2019-01-18,2019,1,18,38.2,25.8,28.4,23.5,8.6,31.7
2019-01-17,2019,1,17,16.2,26.9,32.6,23.8,7.9,31.7
2019-01-16,2019,1,16,0.0,28.1,32.3,25.8,9.4,31.7
2019-01-15,2019,1,15,0.0,28.3,32.2,25.6,9.0,27.7
2019-01-14,2019,1,14,0.0,27.9,31.6,25.7,9.7,35.6
2019-01-13,2019,1,13,0.0,28.0,32.4,25.5,10.4,32.0
2019-01-12,2019,1,12,0.0,28.1,32.2,25.0,10.8,31.3
2019-01-11,2019,1,11,5.8,27.9,32.1,24.7,11.5,37.1
2019-01-10,2019,1,10,0.0,28.6,32.3,26.0,13.0,35.6
2019-01-09,2019,1,9,0.0,28.5,32.2,26.1,13.3,37.8
2019-01-08,2019,1,8,0.6,28.2,31.5,26.0,12.2,29.9
2019-01-07,2019,1,7,0.0,28.9,32.6,26.3,15.5,35.3
2019-01-06,2019,1,6,0.0,28.6,31.9,26.4,13.0,35.3
2019-01-05,2019,1,5,0.0,28.0,31.9,26.5,7.9,28.8
2019-01-04,2019,1,4,0.0,29.7,33.4,27.0,8.6,31.0
2019-01-03,2019,1,3,0.0,29.6,32.9,26.2,13.0,43.9
2019-01-02,2019,1,2,0.0,29.1,33.0,25.4,9.0,33.5
2019-01-01,2019,1,1,0.0,28.2,33.4,25.1,6.5,26.3
2018-12-31,2018,12,31,39.2,27.1,32.0,24.8,6.8,31.3
2018-12-30,2018,12,30,17.4,28.0,33.8,25.6,7.6,38.5
2018-12-29,2018,12,29,0.0,28.4,31.2,26.3,5.8,22.7
2018-12-28,2018,12,28,0.0,29.2,33.8,25.9,7.9,30.2
2018-12-27,2018,12,27,0.0,27.9,31.2,24.9,6.1,26.6
2018-12-26,2018,12,26,0.2,28.6,33.1,24.7,8.3,35.6
2018-12-25,2018,12,25,0.2,27.8,32.1,25.5,4.7,45.7
2018-12-24,2018,12,24,0.0,28.1,32.2,25.2,7.6,27.0
2018-12-23,2018,12,23,0.6,27.9,32.3,25.6,6.1,22.7
2018-12-22,2018,12,22,0.0,28.1,31.7,25.6,9.0,31.3
2018-12-21,2018,12,21,3.2,27.5,32.1,25.1,7.6,40.3
2018-12-20,2018,12,20,15.6,27.4,32.1,23.6,7.9,29.9
2018-12-19,2018,12,19,0.2,28.0,32.7,25.9,6.5,27.4
2018-12-18,2018,12,18,0.2,27.9,31.2,25.6,7.6,25.2
2018-12-17,2018,12,17,0.0,27.3,30.6,25.0,6.8,45.0
2018-12-16,2018,12,16,43.8,26.3,31.6,23.7,5.8,31.7
2018-12-15,2018,12,15,0.0,27.2,30.3,25.2,6.5,22.3
2018-12-14,2018,12,14,0.0,26.9,29.6,25.4,8.3,30.2
2018-12-13,2018,12,13,0.0,26.5,28.4,25.4,6.5,28.1
2018-12-12,2018,12,12,0.2,27.3,31.3,25.2,5.8,30.6
2018-12-11,2018,12,11,33.2,26.6,31.9,23.9,5.8,28.1
2018-12-10,2018,12,10,0.2,27.4,31.6,25.9,6.1,37.4
2018-12-09,2018,12,9,0.0,28.4,31.3,26.0,6.8,25.9
2018-12-08,2018,12,8,0.0,28.1,32.3,25.3,6.5,26.6
2018-12-07,2018,12,7,1.0,27.4,31.6,25.2,5.8,19.8
2018-12-06,2018,12,6,4.6,27.1,30.4,25.6,5.8,24.5
2018-12-05,2018,12,5,2.8,27.6,31.4,26.2,6.5,23.4
2018-12-04,2018,12,4,0.0,27.8,31.9,24.9,7.6,26.3
2018-12-03,2018,12,3,2.6,26.9,30.7,25.5,5.0,22.0
2018-12-02,2018,12,2,0.4,27.5,31.2,25.4,8.6,31.3
2018-12-01,2018,12,1,7.0,27.0,31.3,25.5,6.8,30.2
2018-11-30,2018,11,30,7.6,27.3,30.6,25.2,6.5,22.7
